0,1,2,3,4,5,6
,,"ENERGY - Water Sample CollectionENERGY - Urine Sample CollectionT2 ExerciseNAPOR-miniRSA. Telescope Setup before EVAБД-2 Exercise, Day 2Private family conference (S + Ku-band)Vacuum cleaning of КВД and КСД valve screens before EVA 37AARED ExerciseБД-2 Exercise, Day 2ARED ExerciseRemoval of two handles from the front of ТГК 421 hatch (Stowage of СМ1ПрК_1Case with docking assembly accessories to 090245R ziplock bag) andinstallation of ТКГ 421 docking mechanismT2 ExerciseVELO Exercise, Day1",,,,
,09:00-09:05,,,,,
,09:05-09:25,,,,,
,09:15-10:15,,,,,
,09:45-10:00,,,,,
,09:45-11:15,,,,,
,10:00-10:15,,,,,
,10:15-10:45,,,,,
,10:15-11:45,,,,,
,10:45-11:45,,,,,
,11:45-13:15,,,,,
,,,,,,
,11:50-13:10,,,,,
,,,,,,
,12:00-13:00,,,,,
,12:15-13:15,,,,,
,,,,,,
,13:00-14:00,LUNCH,,,,
,,,,,,
,,,,,,
,,,,,,
,13:15-14:15,LUNCH,,,,
,,,,,,
ENERGY Diet Log of LunchSPHERES - Hardware Stow after the experiment,,,,,,
,14:00-14:05,,,,,
,14:00-14:10,,,,,
,TIME,,"CREWCDRFE-2,FE-4,FE-5,FE-6FE-3FE-3CDR,FE-2,FE-4,FE-5,FE-6FE-3FE-3FE-3CDR,FE-2FE-4FE-6FE-5FE-5FE-6FE-3FE-6FE-3FE-5,FE-6FE-3FE-3,FE-5,FE-6FE-3FE-3FE-3FE-6FE-3FE-5FE-3FE-6FE-3FE-3,FE-6FE-4FE-5FE-4FE-3,FE-5,FE-6",,"ACTIVITYMorning InspectionReboot Laptop RS2 RSS1,2 RebootMorning InspectionReading REMINDERReading REMINDERPost-sleepPROK – Urine Collection OpsPost-sleepHRF – Blood CollectionBREAKFASTBREAKFASTSM ПСС Test (after breakfast)BREAKFASTHRF- Blood CollectionBREAKFASTUSOS Window Shutter CloseBREAKFASTBREAKFASTHRF- Centrifuge ConfigureWork PrepWork PrepDaily Planning Conference (S-band)HRF- remove blood tubes and power off CentrifugeHRF- Sample MELFI InsertionHRF- Closeout OpsCBCS PowerupConfigure RWS for monitoring Cygnus approachARED ExerciseCygnus – PCS Command and PROX Link VerificationHHL Setup for Cygnus captureLAB Camcorder setup at LAB RWS Mon 3 for DownlinkCygnus R-BAR ApproachVELO Exercise, Day 4Cygnus R-BAR ApproachKAPLYA-2. Start SONY Battery ChargingSSRMS Cygnus Capture",
,06:00-06:10,,,,,
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,06:00-06:05,,,,,
,06:05-06:10,,,,,
,,,,,,
,06:10-06:40,,,,,
,,,,,,
,06:10-06:15,,,,,
,06:15-06:30,,,,,
,06:30-07:05,,,,,
,06:40-07:30,,,,,
,,,,,,
,06:40-07:30,,,,,
,,,,,,
,06:40-07:00,,,,,
,06:40-06:55,,,,,
,06:55-07:30,,,,,
,07:00-07:10,,,,,
,07:05-07:25,,,,,
,07:10-07:30,,,,,
,07:25-07:35,,,,,
,07:30-07:50,,,,,
,07:35-07:50,,,,,
,,,,,,
,07:50-08:05,,,,,
,,,,,,
,08:05-08:10,,,,,
,08:10-08:15,,,,,
,08:15-08:30,,,,,
,08:15-08:30,,,,,
,08:40-09:00,,,,,
,08:40-10:10,,,,,
,09:00-09:10,,,,,
,09:10-09:20,,,,,
,09:10-09:15,,,,,
,09:20-10:55,,,,,
,09:30-10:30,,,,,
,10:10-10:55,,,,,
,10:30-10:40,,,,,
,,,,,,
,10:55-11:15,,,,,
,,,,,,
TIME,CREW,ACTIVITY,,,,
06:00-06:05,FE-3,PROK - Urine Sample Collection,,,,
06:00-06:10,"FE-2, FE-5",Morning Inspection,,,,
06:00-06:10,FE-4,Morning Inspection SM ПСС (Caution & Warning Panel) Test,,,,
,,Morning Inspection,,,,
06:00-06:10,CDR,Reboot Laptop RS2(1),,,,
,,"RSS1,2 Reboot",,,,
06:00-06:05,FE-6,REACTION - Self-reaction test,,,,
06:05-06:15,FE-6,,,,,
,,Morning Inspection,,,,
06:05-06:10,FE-3,,,,,
06:10-07:10,"FE-3, FE-5",BREAKFAST,,,,
06:10-06:55,"CDR, FE-2, FE-4",Post-sleep,,,,
06:15-07:10,FE-6,BREAKFAST,,,,
06:55-07:10,"CDR, FE-2, FE-4",ISS crew and ГОГУ (RSA Flight Control Management Team) weekly conference,,,,
07:10-07:35,,Daily Planning Conference (S-band),,,,
07:35-08:10,"CDR, FE-2, FE-4",BREAKFAST,,,,
07:35-07:55,"FE-3, FE-5",,,,,
,,Post-sleep,,,,
07:35-08:00,FE-6,,,,,
07:55-08:15,FE-3,,,,,
,,Work Prep,,,,
07:55-08:00,FE-5,,,,,
08:00-10:20,FE-5,FASES EC - Harness Inspection,,,,
08:00-08:20,FE-6,,,,,
08:10-08:30,FE-4,Work Prep,,,,
08:10-08:20,"CDR, FE-2",,,,,
08:15-08:40,FE-3,WRM - Condensate Pumping Initiation,,,,
08:20-11:50,"CDR, FE-2",BAR. Experiment Ops. Tagup with specialists (S-band),,,,
08:30-08:45,FE-4,Test activation of Vozdukh Atmosphere Purification System Emergency Vacuum Valves [АВК СОА],,,,
08:30-08:45,FE-6,ANISO - Sample Prep,,,,
08:40-09:00,FE-3,Purge Sabatier Accumulator to determine if water is being carried over from CDRA,,,,
08:45-09:45,FE-4,Cleaning ISS RS Habitation Area Interior Panels,,,,
08:45-08:50,FE-6,ANISO - Sample Insertion into MELFI,,,,
08:50-10:20,FE-6,ARED Exercise,,,,
09:15-09:35,FE-3,WRM - Terminate Condensate Pumping,,,,
09:35-09:55,FE-3,Setup for payload urine collection operations,,,,
09:45-09:55,FE-4,Seiner. Photo Spectral System (ФСС) Battery Charge (start),,,,
,TIME,,"CREWCDRFE-3, FE-6FE-4FE-2, FE-5FE-6FE-3CDRFE-4FE-3FE-2, FE-5,FE-6FE-3CDRFE-4FE-2CDR, FE-3,FE-4, FE-5,FE-6FE-2FE-2CDR, FE-2,FE-4FE-3, FE-5,FE-6FE-2CDR, FE-4CDR, FE-4CDR, FE-2,FE-4FE-3FE-5FE-2FE-4CDRFE-3FE-6",,"ACTIVITYMorning inspection,Laptop RS2(1) RebootRSS1,2 RebootREMINDER - Reading ReminderMorning InspectionSM ПСС (Caution & Warning Panel) TestMorning InspectionREMINDER - Reading ReminderPROK - Urine Sample CollectionBiochemical Urine TestPost-sleepMorning InspectionPost-sleepPost-sleepPost-sleepBiochemical Urine TestBiochemical Urine TestBREAKFASTURYSIS Hardware StowBREAKFASTDaily Planning Conference (S-band)Work PrepBREAKFASTPost-sleepWork PrepIMS Tagup (S-band)Gathering eight 32GB Flash cards to be used for the AntsExperiment on GMT013CEVIS ExerciseURAGAN. Observation and Photography using Photo SpectralSystem (ФСС). Tagup with specialists as necessary (S-band)СОЖ MaintenanceWork PrepOH - Blood Pressure Operations and Recording ResultsCircadian Rhythms Operations - Removal of Sensors from",
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,06:00-06:05,,,,,
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,06:00-06:10,,,,,
,06:05-06:10,,,,,
,06:05-06:10,,,,,
,06:10-06:25,,,,,
,06:10-06:25,,,,,
,06:10-06:15,,,,,
,,,,,,
,06:10-06:40,,,,,
,,,,,,
,06:15-06:40,,,,,
,06:25-06:40,,,,,
,06:25-06:40,,,,,
,06:40-06:55,,,,,
,,,,,,
,06:40-07:30,,,,,
,,,,,,
,06:55-07:05,,,,,
,07:05-07:30,,,,,
,,,,,,
,07:30-07:55,,,,,
,,,,,,
,,,,,,
,07:50-08:15,,,,,
,,,,,,
,07:55-08:15,,,,,
,07:55-08:10,,,,,
,08:10-08:15,,,,,
,,,,,,
,08:15-08:30,,,,,
,,,,,,
,,,,,,
,08:15-08:20,,,,,
,,,,,,
,08:25-09:25,,,,,
,,,,,,
,08:30-09:15,,,,,
,,,,,,
,08:30-09:10,,,,,
,08:30-08:55,,,,,
,08:30-08:55,,,,,
,08:35-08:45,,,,,
TIME,CREW,ACTIVITY,,,,
06:00-06:10,CDR,Morning Inspection. SM ПСС (Caution & Warning Panel) Test,,,,
06:00-06:10,FE-2,Morning Inspection. Laptop RS2(1) Reboot,,,,
06:00-06:05,FE-6,Body Mass Measurement Reminder,,,,
06:00-06:10,FE-5,Morning Inspection,,,,
06:00-06:05,FE-3,ENERGY Experiment Constraints Reminder,,,,
06:00-06:10,FE-4,"Morning Inspection. RSS1,2 Reboot",,,,
06:05-06:10,FE-6,Morning Inspection,,,,
06:05-06:10,FE-3,Reading REMINDER,,,,
06:10-06:40,,Post-sleep,,,,
,"CDR, FE-2,",,,,,
06:40-07:30,"FE-4, FE-5,",BREAKFAST,,,,
,FE-6,,,,,
06:40-07:25,FE-3,BREAKFAST,,,,
07:25-07:30,FE-3,ENERGY Diet Log of Breakfast,,,,
07:30-07:55,,Daily Planning Conference (S-band),,,,
07:55-08:00,FE-3,D2XS Battery Charge,,,,
07:55-08:10,"FE-5, FE-4",Work Prep,,,,
07:55-08:25,FE-2,Work Prep,,,,
07:55-08:00,CDR,Work Prep,,,,
07:55-08:55,FE-6,T2 Exercise,,,,
08:00-08:40,CDR,Reconnect SM Kurs-P cables to DC1 -Y port and Photography /,,,,
08:00-09:20,FE-3,Waste and Hygiene Compartment (WHS) Urine Receptacle and Insert Filter Changeout,,,,
08:10-09:30,FE-5,ARED Exercise,,,,
08:10-08:15,FE-4,ISS O2 Repress from ТКГ 420 (DC1) СРПК Section 2 (terminate),,,,
08:15-09:45,FE-4,Urine transfer from 2 EDV-U to ТКГ 420 (DC1) Rodnik Tank 2,,,,
08:25-08:40,FE-2,ИП-1 Flow Sensor Position Check,,,,
08:40-10:10,CDR,"БД-2 Exercise, Day 3",,,,
08:50-09:50,FE-2,"VELO Exercise, Day 2",,,,
09:15-09:45,FE-6,Work Prep,,,,
08:55-09:15,FE-6,ISS Crew / SSIPC FD Conference,,,,
09:20-09:30,FE-3,Terminate EMU Metox Regeneration,,,,
09:30-10:30,FE-5,CEVIS Exercise,,,,
09:30-09:40,FE-3,Start EMU METOX Regeneration,,,,
09:40-10:40,FE-3,T2 Exercise,,,,
,,Maintenance activation of Atmosphere Purification System,,,,
09:45-10:25,FE-4,Emergency Vacuum Valves [АВК СОА] from the Spare Part Kit,,,,
,,(СМ1РО_3_321_1 bag II-1/256-1 cover 007223R),,,,
09:50-10:05,FE-2,EVA Medical Kit Configuration,,,,
TIME,CREW,,,ACTIVITY,,
06:00-06:10,CDR,Morning Inspection. Laptop RS2(1) Reboot,,,,
06:00-06:10,FE-2,"Morning Inspection. RSS1,2 Reboot",,,,
06:00-06:10,"FE-3, FE-4, FE-5",Morning Inspection,,,,
06:00-06:05,FE-6,REACTION - Self-reaction test,,,,
06:05-06:10,FE-6,Morning Inspection,,,,
06:10-06:40,,Post-sleep,,,,
,"CDR, FE-2,",,,,,
06:40-07:30,"FE-3, FE-5,",BREAKFAST,,,,
,FE-6,,,,,
06:40-07:30,FE-4,BREAKFAST. SM ПСС Test (after breakfast),,,,
07:30-09:45,FE-6,Weekly Housekeeping,,,,
07:30-10:30,FE-5,Weekly Housekeeping,,,,
07:40-10:30,FE-3,Weekly Housekeeping,,,,
07:30-10:30,"FE-2, FE-4",Weekly Housekeeping Cleaning Auxiliary Computer System (ВКС) Laptops,,,,
,,Weekly Housekeeping,,,,
07:30-09:30,CDR,"SM Ventilation Subsystem Preventive Maintenance, Group E  FGB ЦВ2 Fan Cleaning Inspection of Air Conditioner",,,,
,,Cleaning Auxiliary Computer System (ВКС) Laptops,,,,
07:30-07:40,FE-3,Vacuum Bag R&R,,,,
09:45-10:00,FE-6,Crew Discretionary Event,,,,
10:00-10:45,FE-6,Weekly Housekeeping,,,,
10:30-10:40,FE-3,CGBA - Status Check and Monitor Cleaning,,,,
10:30-10:40,FE-5,Station Support Computer (SSC) Server Fan Cleaning,,,,
10:30-10:45,"CDR, FE-2, FE-4",Telephone conference with Russian Space magazine editor,,,,
10:40-12:10,FE-3,ARED Exercise,,,,
10:45-11:00,"CDR, FE-2, FE-4",TV Greetings Downlink,,,,
11:00-11:40,"CDR, FE-2",Video for Roscosmos TV Studio,,,,
12:10-13:40,FE-2,"БД-2 Exercise, Day 1",,,,
12:10-13:10,FE-3,CEVIS Exercise,,,,
12:10-13:40,FE-6,ARED Exercise,,,,
12:35-12:40,CDR,On MCC Go ISS Repress from ТКГ 420 СрПК Section 2 (DC1) (start),,,,
,,Weekly Housekeeping,,,,
12:40-13:40,CDR,Cleaning SM and FGB Potok-150MK Air Purification System Pre-,,,,
,,filters,,,,
12:40-13:40,FE-4,"VELO Exercise, Day 2",,,,
13:40-14:40,.,LUNCH,,,,
TIME,CREW,,ACTIVITY,,,
,,Morning Inspection.,,,,
06:00-06:10,CDR,,,,,
,,SM ПСС (Caution & Warning Panel) Test,,,,
,,Morning Inspection.,,,,
06:00-06:10,FE-2,,,,,
,,Laptop RS2(1) Reboot,,,,
,"FE-3, FE-5, FE-",,,,,
06:00-06:10,,Morning Inspection,,,,
,6,,,,,
,,Morning Inspection.,,,,
06:00-06:10,FE-4,,,,,
,,"Reboot Laptop RSS1, RSS2",,,,
06:10-06:40,,Post-sleep,,,,
06:40-07:30,,BREAKFAST,,,,
,"CDR, FE-2, FE-",,,,,
07:30-07:50,,Work Prep,,,,
,"3, FE-5, FE-6",,,,,
07:30-07:40,FE-4,Work Prep,,,,
07:40-07:50,FE-4,OBSTANOVKA. Download of Obstanovka P/L Data from БСПН to RSS1 (start),,,,
07:50-08:15,,Daily Planning Conference (S-band),,,,
,,ISS crew and ГОГУ (RSA Flight Control Management Team) weekly,,,,
08:15-08:30,,,,,,
,,conference (S-band),,,,
,"CDR, FE-2, FE-",,,,,
08:30-08:45,,IMS Tagup (S-band),,,,
,4,,,,,
08:30-10:00,FE-3,ARED Exercise,,,,
08:30-09:00,FE-6,CUBESAT - Deployer Installation Procedure Review,,,,
08:45-08:50,CDR,TERMO-LADA. Visual Inspection of Hardware Operation,,,,
08:45-09:25,FE-2,СОЖ Maintenance,,,,
08:45-10:00,FE-4,Study of veins in lower extremities,,,,
08:45-08:55,FE-5,Treadmill Т2 Monthly Inspection,,,,
,,Removal of Local Temperature Sensor Switching Unit ЛКТ (ТА251М1Б) and,,,,
08:50-09:50,CDR,"ROM from ТКГ 420 (DC1). Stow at СМ1РО_3_314_1, bag 353-8",,,,
,,(00037141R). Update IMS,,,,
08:55-09:55,FE-5,T2 Exercise,,,,
09:00-09:15,FE-6,JEMAL - Slide Table Extension,,,,
09:15-11:05,FE-6,SSOD Removal,,,,
09:25-10:05,FE-2,IDENTIFIKATSTIYA. Copy ИМУ-Ц micro-accelerometer data to laptop,,,,
09:50-11:20,CDR,"БД-2 Exercise, Day 3",,,,
09:55-11:25,FE-5,ARED Exercise,,,,
10:00-11:00,FE-3,T2 Exercise,,,,
10:00-11:00,FE-4,"VELO Exercise, Day 3",,,,
10:05-11:20,FE-2,ТКГ420 (DC1) Packing and IMS Ops,,,,
11:00-11:10,FE-4,OBSTANOVKA. Download of Obstanovka P/L Data from БСПН to RSS1 (end),,,,
11:05-11:15,FE-3,USOS Window Shutter Close,,,,
11:05-13:05,FE-6,CUBESAT - Hardware Setup,,,,
11:10-11:20,FE-4,PAO Hardware Setup,,,,
11:15-11:35,FE-3,ITCS-FSS LAB - Procedure Review,,,,
,"CDR, FE-2, FE-",,,,,
11:20-11:30,,Crew Prep for PAO,,,,
,4,,,,,
,TIME,,"CREWCDRFE-2FE-4FE-3, FE-5,FE-6CDR, FE-4FE-3FE-5FE-6FE-3CDR, FE-2,FE-4FE-6FE-3CDR, FE-2(assists)FE-4FE-4FE-5FE-6CDRFE-2CDRFE-6CDRFE-3FE-3FE-5FE-6FE-2, CDR(assists)FE-3FE-4",,"ACTIVITYMorning Inspection. Reboot Laptop RS2Morning Inspection. RSS1,2 RebootMorning Inspection. SM ПСС (Caution & Warning Panel) TestMorning InspectionPost-sleepBREAKFASTDaily Planning Conference (S-band)Conference on Specifics of ТКГ TORU Ops (S-band)CIR - Video Setup and Rack Doors OpenWork PrepWork PrepCIR Front End Cap OpenWork PrepImage Processing Unit (IPU) Hard Disk ExchangeMDCA - Replacement of Fuel Reservoir 1Study of Cardiovascular System Under Graded Physical Load on VELO.Tagup with specialists (S-band)IMS UpdateInstallation of СУБК Diagnostic Equipment 74А03 in FGB. Tagup withspecialists as necessary (S-band)ARED ExerciseMSPR - Installing Test Sample for MicroscopeTERMO-LADA. Visual Inspection of Hardware OperationNAPOR-MINI RSA. Checking Connectors / r/g 4579Purging Elektron-VM Liquid Unit (БЖ) after ShutdownHAM Radio SessionVELO Exercise, Day1CIR Front End Cap CloseCIR - Replacement of equipment element and video recordingT2 ExerciseAniso - Prep for ObservationStudy of Cardiovascular System Under Graded Physical Load on VELO.Tagup with specialists (S-band)CIR - Rack Doors CloseInstallation of СУБК Diagnostic Equipment 74А03 in FGB (CloseoutOps).  Tagup with specialists as necessary (S-band) / r/g 4569",
,06:00-06:10,,,,,
,06:00-06:10,,,,,
,06:00-06:10,,,,,
,06:00-06:10,,,,,
,06:10-06:40,,,,,
,,,,,,
,06:40-07:30,,,,,
,,,,,,
,07:30-07:55,,,,,
,,,,,,
,07:55-08:20,,,,,
,07:55-08:15,,,,,
,08:10-08:20,,,,,
,08:10-08:30,,,,,
,08:15-08:35,,,,,
,,,,,,
,08:25-08:45,,,,,
,,,,,,
,08:30-08:55,,,,,
,08:35-10:25,,,,,
,,,,,,
,,,,,,
,,,,,,
,08:55-09:15,,,,,
,,,,,,
,09:15-11:15,,,,,
,,,,,,
,09:20-10:50,,,,,
,09:25-09:45,,,,,
,09:40-09:45,,,,,
,09:40-11:10,,,,,
,09:45-10:05,,,,,
,09:45-10:05,,,,,
,10:15-11:15,,,,,
,10:25-10:50,,,,,
,10:50-11:20,,,,,
,10:50-11:50,,,,,
,11:10-11:35,,,,,
,,,,,,
,,,,,,
,,,,,,
,11:20-11:35,,,,,
,,,,,,
,11:20-12:00,,,,,
,,,,,,
,TIME,,"CREWCDRFE-2, FE-3,FE-5FE-4FE-6FE-6CDR, FE-2,FE-4FE-3, FE-5,FE-6CDR, FE-2,FE-4FE-2CDR, FE-4FE-2CDRFE-4FE-2FE-2FE-6FE-4FE-6FE-2FE-3FE-5FE-2FE-5FE-6FE-2FE-3FE-5FE-4FE-6CDR, FE-2,FE-4",,"ACTIVITYMorning InspectionReboot Laptop RS2(1) RSS1,2 RebootMorning InspectionMorning Inspection. SM ПСС (Caution & Warning Panel) TestREMINDER - Reading ReminderMorning InspectionPost-sleepBREAKFASTBREAKFASTDaily Planning Conference (S-band)ALBEDO. Battery Charge (start)Work PrepWork PrepReplacement of СД1-7 Lights  with ССД305 Lights in FGBMATRYOSHKA-R. Monitoring Lulin-5 readingsMATRYOSHKA-R. Monitoring Tritel ReadingsReplacement of Purification Column Units (БКО) with БКО No.1204058 for Elektron SVO.  Dispose of the dismantled unit via ТКГ420. Reflect changes in IMSISS Crew / SSIPC FD ConferenceReplacement of 3 СД 1-7 failed lights in MRM1. Tagup with specialistsas necessary (S-band)T2 ExerciseСОЖ MaintenanceARED ExerciseEHS MCD Water ProcessingVELO Exercise, Day 3T2 ExerciseHAM Radio SessionБД-2 Exercise, Day 3T2 ExerciseARED ExerciseVELO Exercise, Day 4HAM Radio SessionLUNCH",
,06:00-06:10,,,,,
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,06:00-06:10,,,,,
,06:00-06:05,,,,,
,06:05-06:10,,,,,
,06:10-06:40,,,,,
,,,,,,
,,,,,,
,06:40-07:25,,,,,
,,,,,,
,,,,,,
,06:40-07:30,,,,,
,,,,,,
,,,,,,
,07:25-07:40,,,,,
,,,,,,
,07:40-07:50,,,,,
,07:40-08:00,,,,,
,07:50-08:15,,,,,
,08:15-12:45,,,,,
,08:15-08:35,,,,,
,08:15-08:25,,,,,
,,,,,,
,08:25-08:55,,,,,
,,,,,,
,08:30-08:50,,,,,
,,,,,,
,08:35-11:35,,,,,
,,,,,,
,09:30-10:30,,,,,
,09:35-10:15,,,,,
,10:00-11:30,,,,,
,10:00-10:30,,,,,
,10:15-11:15,,,,,
,10:30-11:30,,,,,
,10:35-10:55,,,,,
,11:15-12:45,,,,,
,11:30-12:30,,,,,
,11:30-13:00,,,,,
,11:45-12:45,,,,,
,12:15-12:35,,,,,
,,,,,,
,12:45-13:45,,,,,
,,,,,,
,TIME,,"CREWCDRFE-2FE-5FE-4FE-3,FE-6FE-3FE-6FE-2,FE-3,FE-4,FE-5,FE-6CDRFE-2,FE-3,FE-4,FE-5,FE-6CDRCDRCDRFE-2FE-3,FE-5,FE-6FE-2FE-3,FE-5,FE-6CDRFE-6FE-3FE-6FE-6FE-5CDR, FE-2FE-5FE-6FE-3",,"ACTIVITYKHROMATOMASS. Experiment setupMorning Inspection.RSS1,2 RebootMorning InspectionMorning InspectionLaptop RS1(2) RebootReading REMINDERMorning InspectionReaction Self TestPost-sleepKHROMATOMASS. Saliva and Blood CollectionBREAKFASTMorning InspectionPost-sleepBREAKFAST.SM ПСС (Caution & Warning Panel) Test (after breakfast)BRI Log Dump from RSS1Work PrepChecking COT hardware connectors in SМ PO Work CompartmentusingУКР-50 - part 1. Tagup with specialist if needed. (S-band )Daily Planning Conference (S-band)Checking COT hardware connectors in SМ PO Work CompartmentusingУКР-50 - part 1. Tagup with specialist if needed. (S-band )ISS Crew / SSIPC FD ConferencePeriodic Fitness Evaluation - Nom Ops (subject)Private Psychological ConferencePeriodic Fitness Evaluation - Nom Ops (assistance)Т2 Monthly InspectionChecking COT hardware connectors in SМ PO Work CompartmentusingУКР-50 - part 1. Tagup with specialist if needed. (S-band )T2 ExerciseOn-orbit Hearing Assessment using EARQSet up video equipment to record ARED exercise",
,06:00-06:15,,,,,
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,06:00-06:05,,,,,
,06:05-06:10,,,,,
,06:05-06:10,,,,,
,,,,,,
,06:10-06:40,,,,,
,,,,,,
,06:15-06:45,,,,,
,,,,,,
,06:40-07:30,,,,,
,,,,,,
,06:45-06:50,,,,,
,06:50-07:20,,,,,
,,,,,,
,07:20-08:10,,,,,
,,,,,,
,07:30-07:40,,,,,
,,,,,,
,07:30-08:00,,,,,
,,,,,,
,,,,,,
,07:40-09:05,,,,,
,,,,,,
,,,,,,
,08:00-08:15,,,,,
,,,,,,
,,,,,,
,08:10-09:05,,,,,
,,,,,,
,08:15-08:35,,,,,
,08:25-09:55,,,,,
,08:45-09:00,,,,,
,09:00-09:30,,,,,
,09:20-09:30,,,,,
,,,,,,
,09:25-10:10,,,,,
,,,,,,
,09:30-10:30,,,,,
,09:40-10:05,,,,,
,10:00-10:05,,,,,
TIME,CREW,ACTIVITY,,,,
06:00-06:10,CDR,Morning Inspection. Laptop RS2(1) Reboot,,,,
06:00-06:10,FE-2,"Morning Inspection. RSS 1, 2 Reboot",,,,
06:00-06:10,FE-4,Morning Inspection. SM ПСС (Caution & Warning Panel) Test,,,,
06:00-06:10,"FE-5, FE-6",Morning Inspection,,,,
06:00-06:05,FE-3,ENERGY Experiment Constraints Reminder,,,,
06:05-06:15,FE-3,ENERGY - PFM/PAM Activation,,,,
06:10-06:40,"CDR, FE-2, FE-5, FE-6",Post-sleep,,,,
06:10-06:25,FE-4,Regeneration of БМП Ф2 Micropurification Cartridge (start),,,,
06:15-06:45,FE-3,ENERGY - Urine Sample Collection,,,,
06:25-06:40,FE-4,Post-sleep,,,,
06:40-07:30,"CDR, FE-2, FE-5, FE-6",BREAKFAST,,,,
06:45-07:00,FE-3,ENERGY Instrument Check,,,,
06:40-07:30,FE-4,Breakfast,,,,
07:00-07:10,FE-3,Post-sleep,,,,
07:10-07:20,FE-3,ENERGY - Water Sampling,,,,
07:20-07:30,FE-3,BREAKFAST,,,,
07:30-07:55,,Daily Planning Conference (S-band),,,,
07:55-08:05,"CDR, FE-2",Work Prep,,,,
07:55-08:15,FE-5,Work Prep,,,,
07:55-08:25,FE-6,Work Prep,,,,
07:55-08:55,FE-3,ENERGY - Measurements,,,,
07:55-08:10,FE-4,Post-sleep,,,,
08:05-08:45,"CDR, FE-2","Activation and inspection of Orlan suits No. 4, No. 6",,,,
08:15-09:15,FE-5,T2 Exercise,,,,
08:25-08:50,FE-6,COSMO - HDTV Camera Setup,,,,
08:45-09:05,FE-2,Checkout of БСС (Spacesuit Interface Unit) in ПхО,,,,
08:10-08:35,FE-4,Work Prep,,,,
08:45-09:05,CDR,Checkout of БСС (Spacesuit Interface Unit) in DC1,,,,
08:50-09:20,FE-6,COSMO - Camera Preparation,,,,
08:55-09:15,FE-3,ENERGY - BREAKFAST,,,,
09:05-10:05,"CDR, FE-2","Orlan Suit No. 4, No. 6, and БСС Cooling Loop Separation in DC1",,,,
09:00-10:30,FE-4,"БД-2 Exercise, Day 1",,,,
09:15-10:05,FE-3,ENERGY - Measurements,,,,
09:15-10:45,FE-5,ARED Exercise,,,,
09:30-09:50,FE-6,COSMO - Camera View Check,,,,
09:50-10:00,FE-6,COSMO - Camera lens exchange,,,,
,TIME,,"CREWCDRFE-2FE-3FE-4FE-5,FE-6FE-3.CDR,FE-2,FE-3,FE-5,FE-6FE-4FE-4.FE-3FE-2,FE-4FE-6CDRFE-5FE-6FE-3CDRFE-2",,"ACTIVITYMorning Inspection.Laptop RS2(1) Reboot RSS 1, 2 RebootMorning Inspection.Inspection of СМ-У connector on МНР-НС separator pump behind АСУ panel139.ENERGY - Experiment Constraints ReminderMorning Inspection.SM ПСС (Caution & Warning Panel) TestMorning InspectionReading REMINDERPost-sleepBREAKFASTBREAKFASTRegeneration of БМП Ф1 Micro purification Cartridge (start)Daily Planning Conference (S-band)SPHERES - Battery InstallationWork PrepWork PrepWork PrepInspection of safety tether extension rings for RS EVA 37ATOCA CalibrationARED ExercisePreparation of 2 EVA kits from 1.0 СТВ serial #1159 in DC1 as preparation fortransfer to USOSOn Board Training (OBT) ISS Crew Medical Officer (CMO) Computer Based",
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,,,,,,
,06:00-06:05,,,,,
,,,,,,
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,,,,,,
,06:00-06:10,,,,,
,,,,,,
,,,,,,
,06:05-06:10,,,,,
,,,,,,
,,,,,,
,06:10-06:40,,,,,
,,,,,,
,,,,,,
,06:40-07:30,,,,,
,,,,,,
,,,,,,
,06:40-07:15,,,,,
,,,,,,
,,,,,,
,07:15-07:30,,,,,
,,,,,,
,,,,,,
,07:30-07:50,,,,,
,,,,,,
,,,,,,
,07:50-08:00,,,,,
,,,,,,
,,,,,,
,07:50-08:10,,,,,
,,,,,,
,07:50-08:00,,,,,
,07:50-08:05,,,,,
,07:55-08:20,,,,,
,08:00-08:10,,,,,
,08:00-09:30,,,,,
,,,,,,
,08:05-08:20,,,,,
,,,,,,
,08:10-08:35,,,,,
