0,1,2,3,4,5,6
,07:45-10:45,,"CDR, FE-1",,"Weekly Housekeeping. Screen cleaning in ВПхО, ФС5, ФС6, ВПрК, В3 DC1, FGB ЦВ2",
,07:50-08:00,,FE-2,,Nutrition and Repository - Refrigerated Centrifuge Setup,
,08:00-08:10,,FE-2,,Nutrition and Repository- Refrigerated Centrifuge Config,
,08:40-09:00,,FE-2,,Nutrition and Repository - MELFI Blood Sample Insertion,
,09:00-09:10,,FE-2,,Nutrition and Repository - Blood Sample Collection And Processing Hardware Stow,
,10:30-12:00,,FE-2,,Physical Exercise (RED),
,10:45-12:15,,CDR,,"Physical Exercise (TVIS), day 2",
,10:50-11:10,,FE-1,,Private Family Conference (S + Ku-band),
,12:00-13:00,,FE-1,,"Physical Exercise (TVIS), day 2",
,12:00-13:00,,FE-2,,Physical Exercise (CEVIS),
,12:20-12:40,,CDR,,Private Family Conference (S + Ku-band),
,12:55-13:00,,CDR,,POTOK-150МК Air Purification System Pre-Filter Cleaning (use vacuum cleaner withnarrow slit nozzle attachment  with POTOK powered down),
,13:00-14:00,,.,,LUNCH,
,14:00-14:30,,.,,Weekly planning conference (S-band),
,14:30-18:00,,FE-2,,Experimental satellite testing,
,14:55-15:25,,CDR,,"TV-ISS-MCC. TV greeting to Arkhangelskoye Health Resort on the 75th Anniversary. TVGreeting to the Third Science Festival in Moscow То=14:56, Т1, Т2, Т3 from СПП",
,15:10-15:25,,FE-1,,,
,16:20-17:50,,FE-1,,"Physical Exercise (TVIS), day 2",
,17:50-18:50,,CDR,,"Physical Exercise (TVIS), day 2",
,18:40-19:00,,FE-2,,Nutrition and Repository - equipment configuration for urine sample collection,
,18:45-19:25,,FE-1,,СОЖ Maintenance,
,19:15-19:30,,FE-2,,Remove cable from Human Research Facility (HRF) Portable Computer 2 (PC2),
,19:25-19:30,,FE-1,,"Transfer of TVIS, RED, and HRM data to MEC",
,19:30-20:00,,,,DINNER,
,20:00-20:30,,,,Daily Food Prep,
,20:30-21:30,,,,Pre-sleep,
,21:30-06:00,,,,SLEEP,
,Task List,,CDR,,ECON. Observations and photography,
,,FE-1,,URAGAN. Observations and photography,,
GMT,,CREW,,ACTIVITY,,
06:00-06:10,.,,Morning Inspection,,,
06:10-06:40,.,,Post-sleep,,,
06:40-07:30,.,,Breakfast,,,
09:50-11:20,CDR,,Physical Exercise (TVIS) - 1,,,
10:20-11:50,FE-2,,Physical Exercise (RED),,,
11:50-12:50,FE-2,,Physical Exercise (TVIS),,,
12:15-13:15,FE-1,,Physical Exercise (VELO+RED) - 1,,,
13:45-14:45,.,,LUNCH,,,
14:45-15:00,FE-2,,Private psychological conference (Ku+S-band),,,
,,,"Filter cleaning in equipment УОВ ""Поток-150МК"" (using vacuum cleaner",,,
14:45-14:50,CDR,,,,,
,,,with slotted tube with deactivated УОВ ПОТОК),,,
,,,"СОЖ Maintenance. Data dump on  СВО, СП, УОВ ""Поток""operation",,,
14:50-15:30,CDR,,,,,
,,,time,,,
16:45-17:45,CDR,,Physical Exercise (VELO+RED) - 1,,,
17:15-18:45,FE-1,,Physical Exercise (TVIS) - 1,,,
18:45-19:15,.,,Evening work preparation,,,
19:15-19:30,.,,DPC (S-band),,,
19:30-20:00,.,,DINNER,,,
20:00-20:30,.,,Daily Food Prep,,,
20:30-21:30,.,,Pre-sleep,,,
21:30-06:00,.,,Sleep,,,
,CDR,,ECON experiment. Monitoring and photography,,,
,,,URAGAN. Monitoring and photography,,,
Task List,,,,,,
,FE-1,,DIATOMEA. Ocean research,,,
,,,PLANTS-2. Equipment checkout,,,
GMT,CREW,ACTIVITY,,,,
06:00-06:10,.,Morning Inspection,,,,
06:10-06:15,FE-2,Post-sleep,,,,
06:10-06:40,"CDR,FE-1",Post-sleep,,,,
06:15-06:35,FE-2,Nutrition: urine collection,,,,
06:35-06:40,FE-2,Nutrition: urine sample insertion in MELFI,,,,
06:40-07:30,"CDR,FE-1",BREAKFAST,,,,
06:40-07:05,FE-2,Post-sleep,,,,
07:05-07:55,FE-2,BREAKFAST,,,,
07:30-08:00,FE-1,Prep for Work,,,,
07:30-07:45,CDR,БМП Ф1 Absorption Cartridge Regeneration (start),,,,
07:45-08:15,CDR,Prep for Work,,,,
07:55-08:15,FE-2,Prep for Work,,,,
08:15-08:30,.,Daily Planning Conference (S-band),,,,
08:30-09:10,FE-2,JEM Commercial Preparation. Setup and operate MPC and G1 Camcorder,,,,
08:30-10:00,CDR,"Replacing E-K pre-treat container and E-K hose in АСУ system. Install #802027 (b/c 00047096R, СМ1РО_4_АСУ_454_1)",,,,
08:30-09:30,FE-1,ВБ-3 Cycle Ergometer Maintenance,,,,
09:10-09:30,FE-2,Nutrition- stowage of urine collection kit,,,,
09:30-09:35,FE-2,Closing LAB Window Shutter,,,,
09:30-10:10,FE-1,Pressurize Spare Elektron Liquid Unit #056,,,,
09:35-09:40,FE-2,JEM Window Shutter Closure,,,,
09:50-10:20,FE-2,ITCS MTL Adjustment,,,,
10:10-11:40,FE-1,"Physical Exercise (TVIS), day 4",,,,
10:20-10:50,FE-2,Installation of Flow Meter,,,,
10:25-10:55,CDR,Fire Detection and Suppression (FDS) Bacteria Filter and Smoke DetectorInspection and Cleaning,,,,
10:50-11:50,FE-2,ITCS MTL Adjustment,,,,
10:55-11:25,CDR,IFM. Node-2 Smoke Detector Remove and Replace,,,,
11:40-13:10,FE-1,RELAXATION. Equipment setup. Tagup with specialists (S-band),,,,
11:40-13:10,CDR,"Physical Exercise (TVIS), day 4",,,,
11:50-12:35,FE-2,ITCS MTL Adjustment,,,,
12:35-13:20,FE-2,ITCS MTL Adjustment,,,,
13:10-13:40,FE-1,RELAXATION. Observing ATV Re-entry. Tagup with specialists (S-band),,,,
13:15-13:45,CDR,RELAXATION. ATV Photo/Video,,,,
13:35-14:35,FE-2,LUNCH,,,,
13:45-14:45,"CDR,FE-1",LUNCH,,,,
14:35-15:20,FE-2,Take videos of Xylitol with G1 Camcorder and take photos inside JPM,,,,
14:45-15:15,FE-1,RELAXATION. Hardware removal. Tagup with specialists (S-band),,,,
14:45-15:15,CDR,A/L smoke detector inspection,,,,
15:15-15:50,CDR,Lab smoke detector inspection,,,,
15:15-15:55,FE-1,Installation of residue filter in СРВ-К2М,,,,
TIME,CREW,,ACTIVITY,,,
11:00-11:10,,ISS Inspection,,,,
11:10-11:40,,Post-sleep,,,,
11:40-12:30,,Breakfast,,,,
12:30-12:35,,Prep for work,,,,
,"CDR, FE-1",,,,,
12:35-12:50,,Daily Planning Conference (S-band),,,,
12:50-13:15,,Prep for work,,,,
13:15-13:30,,ISS Crew and ГОГУ(RSA Flight Control Team) Weekly Conference  (S-band),,,,
13:30-13:45,,IMS tag up (S-band),,,,
13:45-14:25,CDR,PLASMA CRYSTAL-3. Transfer of video from Telescience to БСПН,,,,
13:45-14:05,FE-1,MATRYOSHKA-R. Checking Lulin-5 readings,,,,
14:25-14:40,,TVIS  Patch Inspection,,,,
,CDR,,,,,
14:40-16:10,,"Physical Exercise (TVIS), day 3",,,,
15:05-16:05,БИ-1,Physical Exercise (RED),,,,
16:10-17:10,"CDR,БИ-1",LUNCH,,,,
17:35-17:40,БИ-1,"Transfer of  TVIS, RED and HRM data to MEC",,,,
19:00-19:30,,Prep for work,,,,
19:30-20:00,,DINNER,,,,
20:00-20:30,"CDR,БИ-1",Daily Food Prep,,,,
20:30-21:30,,Pre-sleep,,,,
21:30-06:00,,SLEEP,,,,
,БИ-1,PLANTS-2. Payload Status Check,,,,
TASK LIST,,On MCC GO Log-files downlink / RODF Auxiliary Computer System,,,,
,CDR,,,,,
,,SOZh maintenance,,,,
GMT,CREW,ACTIVITY,,,,
06:00-06:10,CDR,"Morning InspectionInspection of DC1 Power Panel (БВП) Circuit Breakers [АЗС] and fusesin DC1 Fuse Boxes БПП-30, БПП-36",,,,
06:00-06:10,"FE-1,FE-2",Morning Inspection,,,,
06:10-06:40,.,Post-sleep,,,,
06:40-07:30,BREAKFAST,,,,,
10:00-11:30,CDR,"Physical Exercise (TVIS), day 4",,,,
10:30-12:00,FE-2,Physical Exercise (RED),,,,
11:30-13:00,FE-1,"Physical Exercise (TVIS), day 4",,,,
12:00-13:00,FE-2,Physical Exercise (CEVIS),,,,
13:00-14:00,.,LUNCH,,,,
14:00-14:20,FE-2,"CSA-CP, probe replacement",,,,
14:00-14:30,CDR,Reprogramming IWIS for Reboost Ops,,,,
14:20-15:00,FE-2,JPM and JLP ELPS Inspection,,,,
15:00-15:05,JEM Window Shutter Closure,,,,,
15:05-15:15,ELPS Inspection,,,,,
15:15-15:20,HAM Radio Setup,,,,,
15:20-15:30,HAM Radio Session,,,,,
15:35-15:40,LAB Window Shutter Closure,,,,,
16:15-17:15,FE-1,"Physical Exercise (VELO + RED), day 4",,,,
17:15-18:15,CDR,,,,,
17:35-18:15,FE-1,СОЖ Maintenance,,,,
18:10-18:15,FE-2,"Transfer of TVIS, RED, and HRM data to MEC",,,,
18:15-18:30,.,Evening Work Prep,,,,
18:30-18:45,Daily Planning Conference (S-band),,,,,
18:45-19:05,CDR,Daily Food Prep,,,,
18:45-19:10,FE-1,Evening Work Prep,,,,
18:45-19:30,FE-2,,,,,
19:05-19:35,CDR,DINNER,,,,
19:10-19:35,FE-1,,,,,
19:30-20:00,FE-2,,,,,
19:35-20:15,CDR,Photography of Progress 364 Docking Assembly after ISS Separation,,,,
19:35-19:55,FE-1,Monitoring Progress 364 Separation from the ISS Using ВКУ Video Monitor,,,,
19:55-20:25,FE-1,Daily Food Prep,,,,
20:00-20:25,FE-2,,,,,
20:15-20:20,CDR,On MCC GO Move ГА-Soyuz PEV to CLOSED position,,,,
20:20-20:30,Daily Food Prep,,,,,
20:25-21:30,FE-1,Pre-sleep,,,,
20:25-21:25,FE-2,,,,,
20:30-21:30,CDR,,,,,
21:25-21:30,FE-2,Questionnaire - journal entry,,,,
GMT,CREW,ACTIVITY,,,,
06:00-06:10,.,Morning Inspection,,,,
06:10-06:40,Post-sleep,,,,,
06:40-07:30,Breakfast,,,,,
08:00-11:00,"CDR, FE-1","Weekly HousekeepingВПхО, ФС5, ФС6, ФС9 (ВДПрК), ВПрК,  ЦВ2 ФГБ / Screen Cleaning",,,,
11:15-11:35,.,Weekly Planning Conference (S-band),,,,
11:35-13:05,FE-1,Physical Exercise (TVIS)- 4,,,,
11:35-13:05,FE-2,Physical Exercise (RED),,,,
13:05-14:05,Physical Exercise (CEVIS),,,,,
13:05-14:05,CDR,Physical Exercise (VELO + RED)- 4,,,,
14:05-15:05,.,LUNCH,,,,
15:05-15:20,FE-2,Food Frequency Questionnaire,,,,
15:05-15:45,FE-1,СОЖ Maintenance,,,,
15:40-15:45,БИ-2,HAM RADIO Setup.,,,,
15:45-15:55,HAM RADIO PASS,,,,,
16:00-19:00,ISS weekly cleanup,,,,,
16:00-17:30,CDR,ФУ (TVIS) - 4,,,,
17:00-18:00,FE-1,ФУ (ВЕЛО+RED) - 4,,,,
19:25-19:30,FE-2,"Transfer of  TVIS, RED and HRM data to MEC",,,,
19:30-20:00,.,Daily Food Prep,,,,
20:00-20:30,DINNER,,,,,
20:30-21:25,FE-2,Pre-sleep,,,,
20:30-21:30,"CDR, FE-1",Pre-sleep,,,,
21:25-21:30,FE-2,Questionnaire Crew Reminder,,,,
21:30-06:00,.,SLEEP,,,,
GMT,,CREW,,ACTIVITY,,
06:00-06:10,,"CDR,FE-1",,Morning Inspection,,
06:00-06:20,,FE-2,,Acoustic dosimeters: equipment setup (operation 1 of 5),,
06:10-06:40,,"CDR,FE-1",,Post-sleep,,
06:25-06:35,,FE-2,,Morning Inspection,,
06:35-06:50,,,Post-sleep,,,
06:40-07:30,,"CDR,FE-1",,BREAKFAST,,
06:50-07:40,,FE-2,,,,
07:30-07:40,,"CDR,FE-1",,Prep for Work,,
07:40-07:55,,.,,Daily Planning Conference (S-band),,
07:55-08:10,,FE-2,,Post-sleep,,
07:55-08:15,,"CDR,FE-1",,Prep for Work,,
08:10-08:30,,FE-2,,,,
08:15-08:30,,CDR,,БМП Ф1 Absorption Cartridge Regeneration (start),,
08:15-12:15,,FE-1,,Deinstallation of РСЕ Z0000 Box (МБРЛ) in ISS SM. Tagup withspecialists as necessary (S-band),,
08:30-09:00,,"CDR,FE-2",,DOUG Software Review,,
09:00-09:45,,,SSRMS External Stowage Platform 3 (ESP3) Maneuver and Grapple,,,
09:45-10:05,,FE-2,,Tightening QD's on Fluid System Servicer (FSS) Jumpers,,
09:45-11:45,,CDR,,Changeout of Replaceable Condensate Removal Line  [СМОК] sectionsbetween SKV2 Heat Exchanger-Evaporator (БТА) and CondensateEvacuation Pump [НОК2]. Tagup with specialists (S-band),,
10:05-11:05,,FE-2,,Rack QD Troubleshoot,,
11:05-11:50,,,USOS Hatch Seal Inspection,,,
11:45-12:45,,CDR,,"Physical Exercise (VELO + RED), day 3",,
11:50-12:20,,FE-2,,"JPM CGSE Self Shut-off Valve (SSV) Recovery, Part 2",,
12:15-13:15,,FE-1,,"Physical Exercise (VELO + RED), day 3",,
12:20-12:30,,FE-2,,Power On Utility DC to DC Converter Unit (UDC) and MicrogravityMeasurement Apparatus (MMA),,
12:45-13:15,,"CDR,FE-2",,Space Station Remote Manipulator System (SSRMS) ESP3 Release AndManeuver,,
13:15-14:15,,.,,LUNCH,,
14:15-15:00,,,Joint RS/USOS Emergency Response Drill. Fire in SM. Tagup withspecialists (S-band) / r/g 8518,,,
15:00-15:30,,CDR,,Deinstallation of ATV Control Panel in ISS SM,,
15:00-15:15,,FE-2,,Start Filling CWC from the Lab Condensate Tank,,
15:00-16:00,,FE-1,,Deinstallation of  Antenna Switch Box (БУАП) in ISS SM. Tagup withspecialists as necessary (S-band),,
15:45-16:00,,FE-2,,Terminate filling CWC from Lab Condensate Tank,,
16:00-16:15,,.,,Joint RS/USOS Emergency Response Drill. Fire in SM. Tagup withspecialists (S-band),,
16:15-16:45,,FE-1,,Return SM panels 226 and 227 to initial configuration after PCE hardwareremoval,,
GMT,,CREW,ACTIVITY,,,
06:00-06:10,,.,Morning Inspection,,,
06:10-06:40,,.,Post-sleep,,,
06:40-07:30,,.,BREAKFAST,,,
07:30-07:45,,CDR,Prep for work,,,
07:30-08:00,,"FE-1, FE-2",Prep for work,,,
07:45-08:00,,CDR,БМП Ф2 absorption cartridge regeneration (start),,,
08:00-08:15,,.,Daily planning conference (S-band),,,
08:15-11:05,,FE-1,SM ventilation system preventative maintenance,,,
08:15-09:45,,FE-2,Physical Exercise (RED),,,
08:15-08:20,,CDR,ГФИ-1. Start charging battery for video camera SONY DCR-TRV900E,,,
08:20-09:20,,CDR,IZGIB-DAKON. Transfer and installation of DAKON equipment andits test activation. Tagup with specialists. (S-band),,,
09:20-09:50,,CDR,IZGIB-DAKON. DAKON equipment calibration. Tagup withspecialists. (S-band),,,
09:45-10:45,,FE-2,Physical Exercise (CEVIS),,,
09:50-10:20,,CDR,IZGIB-DAKON. DAKON equipment removal,,,
10:20-10:25,,CDR,ГФИ-1. Terminate battery charge for video camera SONY DCR-TRV900E,,,
10:25-11:25,,CDR,RELAKSATSIYA. Fialka UVC equipment test. Tagup withspecialists. (S-band),,,
10:45-11:00,,FE-2,Placing SODF procedure books,,,
11:00-11:30,,FE-2,WinSCAT session,,,
11:05-13:05,,FE-1,"PROFILAKTIKA. FE-1 experiment session using TVIS, withassistance.(S-band)",,,
11:30-12:00,,FE-2,Removing grounding strip 1D4 from JPM,,,
11:40-12:05,,CDR,"TV (Б-Ц). IZGIV-DAKON. TV-downlink (То=11.42, Т1, Т2, Т3 отСПП) video information for the experiment. Tagup with specialists.(S-band)",,,
12:05-12:35,,CDR (assist),PROFILAKTIKA. FE-1 experiment session using TVIS. Tagup withspecialists. (S-band),,,
12:25-12:30,,FE-2,RWS display power cable disconnect,,,
12:30-13:10,,FE-2,"Configuring racks, passageways",,,
13:05-13:10,,FE-1,Matryoshka-R. AST spectrometer deactivation,,,
13:10-14:10,,.,LUNCH,,,
14:10-14:40,,CDR,"Installation of Filter-VM and СУБА cable inserts on the ISS SM,equipment Zveno-B. Tagup with specialists.(S-band)",,,
14:10-14:40,,FE-2,Preparing to transfer CHeCS rack,,,
14:10-17:00,,FE-1,"Water transfer from Progress No. 365 Rodnik tanks (БВ1, БВ2) intoEDV, bladder compression. Tagup with specialists, if required. (S-band)",,,
14:40-16:05,,"CDR, FE-2",CHeCS rack transfer,,,
16:05-16:40,,FE-2,Connecting rack cable bundle,,,
16:05-16:20,,CDR,Private medical conference (Ku+S-band),,,
16:20-18:20,,CDR,"PROFILAKTIKA. CDR experiment session using TVIS, withassistance. Tagup with specialists. (S-band)",,,
GMT,CREW,ACTIVITY,,,,
06:00-06:10,"FE-1, CDR",Morning Inspection,,,,
06:00-06:10,FE-2,Acoustic dosimeters: post-sleep data recording (operation 3 of 5),,,,
06:10-06:40,"CDR, FE-1",Post-sleep,,,,
06:10-06:20,FE-2,Acoustic dosimeters: hardware setup for static measurements,,,,
06:25-06:35,Morning Inspection,,,,,
06:35-07:05,Post-sleep,,,,,
06:40-07:30,"CDR, FE-1",BREAKFAST,,,,
07:05-07:55,FE-2,,,,,
07:30-07:45,CDR,БМП Ф2 Absorption Cartridge Regeneration (start),,,,
07:30-07:55,FE-1,Prep for Work,,,,
07:45-07:55,CDR,,,,,
07:55-08:10,,Daily Planning Conference (S-band),,,,
08:10-08:40,FE-2,Prep for Work,,,,
08:10-08:25,CDR,,,,,
08:10-08:20,FE-1,PLANTS-2. Photography,,,,
08:20-08:25,Charging SONY HVR-Z1J camcorder battery,,,,,
08:25-11:25,"CDR, FE-1",TORU OBT. Tagup with specialists (S-band),,,,
08:40-09:40,FE-2,Aquasphere Ink Ball Experiment - setup,,,,
09:40-10:45,Aquasphere and Ink Ball Experiment Ops,,,,,
10:45-11:05,Aquasphere Ink Ball Experiment Clouse-out Ops,,,,,
11:05-11:35,On-orbit hearing assessment using EarQ,,,,,
11:25-11:30,FE-1,Charging SONY HVR-Z1J camcorder battery,,,,
11:30-13:00,CDR,"Physical Exercise (TVIS), day 4",,,,
11:30-12:30,FE-1,Physical exercise (CEVIS + RED),,,,
11:35-11:55,FE-2,Internal Thermal Control System (ITCS) Jumper Fill,,,,
12:00-12:35,Start EMU battery charge,,,,,
12:35-12:40,EMU Charger Troubleshooting,,,,,
12:40-13:00,FE-1,On-Orbit Hearing Assessment with EarQ Software,,,,
12:45-13:00,FE-2,Private Medical Conference (Ku + S-band),,,,
13:00-14:00,,LUNCH,,,,
14:00-16:00,CDR,Changing out Replaceable Condensate Removal Lines [СМОК] from НОК1 toНОК2,,,,
14:00-14:15,FE-2,BCAT-3: familiarization,,,,
14:00-14:30,FE-1,Counter Measure System (CMS) Harmful Contaminant Measurements in SM,,,,
14:15-15:15,FE-2,Fix the GEOFLOW Experiment Container (EC) to the CEM Lower panel,,,,
14:30-14:50,FE-1,IMS Update,,,,
14:50-15:30,СОЖ Maintenance,,,,,
15:15-16:45,FE-2,Physical Exercise (RED),,,,
GMT,CREW,ACTIVITY,,,,
06:00-06:10,.,Morning Inspection,,,,
06:10-06:40,.,Post-sleep,,,,
06:40-07:30,.,Breakfast,,,,
07:30-07:40,FE-2,Work-prep,,,,
07:30-07:40,"CDR,FE-1",Work-prep,,,,
07:40-07:55,.,Morning DPC,,,,
07:55-08:15,.,Work-prep,,,,
08:15-08:55,CDR,PILOT-М. Worksite prep and hardware setup,,,,
08:55-09:55,CDR,"PILOT-М. Experiment prep-work (install sensors, test signals);",,,,
08:55-09:25,FE-1,"Urine-receptacle ((new No 0380173, b/c 00045064R,СМ1РО_1_139_1)) and АСУ filter-insert (new No 710076, b/c00045762R, СМ1РО_4_АСУ_451_1 in bag 363-5 (b/c 00047654R))replacement",,,,
09:25-09:45,FE-1,PILOT. Assistance in experiment using Neurolab; R/G,,,,
09:45-10:20,FE-1,СОЖ-MNT,,,,
09:55-10:55,CDR,PILOT-M. Experiment carried out by CDR using Neurolab;,,,,
10:20-11:20,FE-1,Physical Exercise (VELO+RED) per 2nd day program,,,,
10:45-12:45,FE-2,PDA – software download to read bar-codes,,,,
10:55-11:10,CDR,PILOT-М. Closeout ops (sensors deactivation);,,,,
11:20-12:50,FE-1,RS ISS equipment inventory (АПИ panels),,,,
11:20-12:50,CDR,Physical Exercise (TVIS) per 2nd day program,,,,
12:50-13:50,.,LUNCH,,,,
13:50-14:50,FE-1,"Fan grids cleaning on FGB interior panels ФГБ (panel. 201, 301, 401)",,,,
13:50-14:50,CDR,"ПФ1-4 dust filter cartridge change out in SM (New dust filtercartridges 17КС.53Ю 5003А-0 to take from the bag for container -352-2 (b/c 00037761R, ФГБ1ПГО_2_226_1 ) and from 0.5 CTBNo1330 (b/c 010511J, ФГБ1ПГО_2_226-313 ))",,,,
13:55-14:05,FE-2,CSA-CP analyzer – battery change out,,,,
14:05-15:05,FE-2,ATV - unpacking,,,,
14:50-14:55,FE-1,Sony HVR-Z1J camcorder battery charge; НЭ/item.4.13 р.4-26;,,,,
14:55-15:35,CDR,"Process-related operation of atmosphere purification emergencyvacuum valve (АВК СОА) from spare kit b/c 007223R(СМ1РО_3_321_1, bag II-1/256-1, yellow cover b/c 004173R)",,,,
15:05-15:25,FE-2,Install equipment on HRF-1 rack,,,,
15:15-15:35,FE-1,Process-related operation of atmosphere purification emergencyvacuum valve (АВК СОА) from spare kit;,,,,
15:25-15:45,FE-2,Install equipment on HRF-2 rack,,,,
15:45-17:15,FE-2,Physical Exercise (RED),,,,
15:45-17:15,FE-1,Physical Exercise (TVIS) per 2nd day program,,,,
16:55-17:15,CDR,IMS data editing,,,,
17:15-18:15,FE-2,Physical Exercise (CEVIS),,,,
17:15-18:15,CDR,Physical Exercise (VELO+RED) per 2nd day program,,,,
GMT,CREW,ACTIVITY,,,,
06:00-06:10,.,Morning Inspection,,,,
06:10-06:40,.,Post-sleep,,,,
06:40-07:30,.,BREAKFAST,,,,
07:30-07:55,"CDR , FE-1",Prep for Work,,,,
07:55-08:10,Daily Planning Conference (S-band),,,,,
08:10-09:55,Progress 365 unpack and audit,,,,,
09:55-10:25,CDR,Photography of imprints of docking mechanism probes of active dockingassembly on receiving cone of passive  СМ-АО assembly,,,,
09:55-10:00,FE-1,Sony HVR-Z1J camcorder battery charge,,,,
10:25-11:55,ФУ TVIS-3,,,,,
10:40-10:55,CDR,Private Psychological Conference (VHF),,,,
10:55-11:15,Downlink of images/data of docking cone  internal surface survey on OCA,,,,,
10:55-12:25,FE-2,Exercise RED,,,,
11:55-13:25,CDR,Exercise TVIS -3,,,,
12:15-12:30,FE-1,Private Psychological Conference (VHF),,,,
12:25-13:25,FE-2,Exercise CEVIS,,,,
12:30-13:25,FE-1,ODF replacement,,,,
13:25-14:25,.,Midday meal,,,,
14:25-14:30,FE-1,Sony HVR-Z1J camcorder battery charge,,,,
14:25-14:40,FE-2,Food Questionnaire,,,,
14:30-15:00,FE-1,ODF replacement,,,,
15:00-15:30,CDR,"ТВ-Б-Ц ""Address to Participants in International Conference ""Life SupportSystems as Means of  Human Exploration of Deep Space"". Interview forZvezda TV Channel (Т0 =15.00, T1, T2, T3-from СПП)",,,,
15:15-15:30,"FE-1, FE-2",,,,,
15:30-16:55,FE-1,Progress 365 unpack and audit,,,,
15:30-17:35,CDR,,,,,
16:15-16:35,FE-2,"VOL-SCI – hardware setup, connecting reading device to UOP and itscharging",,,,
16:35-16:55,"VOL-SCI – preparation of sampling points, placing  2 slides on testsurfaces, removal of slides after 1-2 seconds",,,,,
16:55-17:55,FE-1,Exercise (VELO+RED)-3,,,,
16:55-17:05,FE-2,VOL-SCI – surface sampling,,,,
17:25-17:30,VOL-SCI – recording data to  iPV Log File after sample processing,,,,,
17:30-17:40,VOL-SCI - surface sampling,,,,,
17:35-18:15,CDR,СОЖ maintenance,,,,
17:55-18:55,FE-1,Progress 365 unpack and audit,,,,
18:00-18:05,FE-2,VOL-SCI - recording data to  iPV Log File after sample processing,,,,
18:05-18:15,VOL-SCI - surface sampling,,,,,
18:15-19:15,CDR,Exercise (VELO+RED)-3,,,,
18:35-18:40,FE-2,VOL-SCI - recording data to  iPV Log File after sample processing,,,,
18:40-18:50,VOL-SCI - surface sampling,,,,,
18:55-19:10,FE-1,IMS update,,,,
TIME,CREW,ACTIVITY,,,,
07:00-07:10,.,ISS inspection,,,,
07:10-07:40,.,Postsleep,,,,
07:40-08:30,.,Breakfast,,,,
08:30-08:45,.,DPC (S-band),,,,
08:45-09:10,"CDR,FE-1",Work prep,,,,
08:45-09:15,FE-2,,,,,
09:10-10:10,"CDR,FE-1",Progress #365 Docking mechanism removal,,,,
09:15-10:45,FE-2,Exercise (RED),,,,
10:10-11:10,"CDR,FE-1",Progress 265 unpack and audit,,,,
10:45-11:45,FE-2,Exercise (CEVIS),,,,
11:10-12:10,FE-1,Exercise (VELO+RED)-1,,,,
11:30-12:30,CDR,Exercise (VELO+RED)-1,,,,
11:45-12:15,FE-2,Install ring for correct closure of JEM hatch during USOS preparation for EVA,,,,
12:10-12:40,FE-1,KRISTALLIZATOR. Equipment transfer to SM,,,,
12:15-12:45,FE-2,Install ring on JEM starboard during USOS preparation for EVA,,,,
12:30-12:40,CDR,KRISTALLIZATOR. Hardware photo imagery,,,,
12:40-13:10,FE-1,GLIKOPROTEID. MIMETIK KAF.VAKTSINA INTERLEIKIN. Transfer to SM,,,,
12:40-12:55,CDR,Transfer measurement cartridges PCBA SOLO from Progress,,,,
12:45-13:15,FE-2,Install ring for correct closure of NODE2 hatch during USOS preparation for EVA,,,,
13:00-13:10,CDR,GLIKOPROTEID. MIMETIK KAF.VAKTSINA INTERLEIKIN. Photo imagery,,,,
13:10-13:20,Install PCBA SOLO in MELFI,,,,,
13:10-13:40,FE-1,"ZHENSHEN-2. Transfer from Progress to DC1, install for exposure",,,,
13:25-13:40,CDR,ZHENSHEN -2. Photo imagery at exposure location,,,,
13:40-14:40,.,Midday meal,,,,
14:40-15:20,CDR,SOZh maintenance,,,,
14:40-16:50,FE-1,Progress #365 unpack and audit,,,,
14:50-15:15,FE-2,Cables connection between rack and ITS module,,,,
15:15-15:25,IWIS deactivation,,,,,
15:20-16:30,CDR,Progress #365 unpack and audit,,,,
16:30-17:30,Exercise (CEVIS),,,,,
16:30-16:35,FE-2,JEMRMS – final operations,,,,
16:35-17:25,Operations with JEM external camera for functional test and controllability check ofJPM external TV camera,,,,,
16:50-18:20,FE-1,Exercise (TVIS)-1,,,,
17:25-17:30,FE-2,Preparation for JEMRMS deactivation,,,,
17:30-18:20,CDR,"Install container with matching unit УС-21 at Progress #365 (#3,  007535R ,",,,,
GMT,CREW,ACTIVITY,,,,
06:00-06:10,,Morning Inspection,,,,
06:10-06:40,,Post-sleep,,,,
06:40-07:30,,BREAKFAST,,,,
07:30-08:00,,Prep for Work,,,,
08:00-08:15,,Daily Planning Conference (S-band),,,,
08:15-08:30,CDR,БМП Ф2 Absorption Cartridge Regeneration (start),,,,
08:15-09:45,FE-2,Physical Exercise (RED),,,,
08:15-08:20,FE-1,RSK2 Laptop Scan - Data Downlink,,,,
08:20-08:50,Antivirus Measures on Crew Support Computers. Tagup with specialists (S-band),,,,,
08:30-11:30,CDR,Coolant dump from КОБ1 accumulator. Tagup with specialists (S-band),,,,
08:50-09:50,FE-1,"R&R of BRPK Separator on SRV-К2М Line 1 (Install #511015СМ1РО_1_135_1, b/c 00046605R in bag #362-32, b/c 00046587R. Updatethe IMS)",,,,
09:45-10:45,FE-2,Physical Exercise (CEVIS),,,,
10:25-10:30,FE-1,TVIS Card Reformatting,,,,
10:30-11:30,"Physical Exercise (VELO + RED), day 3",,,,,
10:45-10:55,FE-2,CWC Audit,,,,
10:55-11:20,SLEEP - Actiwatch Data Download,,,,,
