,0,1,count
1299,wrs,laptop,2
1300,wrs,tank,57
1301,wrs,morning,0
1302,wrs,soyuz,0
1303,wrs,unit,1
1304,wrs,replacement,5
1305,wrs,bag,1
1306,wrs,filter,30
1307,wrs,start,0
1308,wrs,photo,1
1309,wrs,regeneration,1
1310,wrs,cartridge,1
1311,wrs,бмп,0
1312,wrs,tagup,0
1313,wrs,specialists,0
1314,wrs,activation,1
1315,wrs,preparation,3
1316,wrs,installation,12
1317,wrs,dc1,0
1318,wrs,node,0
1319,wrs,equipment,14
1320,wrs,prep,6
1321,wrs,return,0
1322,wrs,stow,13
1323,wrs,exercise,0
1324,wrs,physical,0
1325,wrs,day,0
1326,wrs,tvis,0
1327,wrs,ims,0
1328,wrs,collection,3
1329,wrs,hrf,0
1330,wrs,blood,0
1331,wrs,urine,24
1332,wrs,tv,1
1333,wrs,drying,0
1334,wrs,kuband,0
1335,wrs,iss,0
1336,wrs,progress,0
1337,wrs,repress,0
1338,wrs,mcc,0
1339,page,recovery,0
1340,page,power,8
1341,page,rack,0
1342,page,loop,0
1343,page,closure,4
1344,page,emergency,6
1345,page,hardware,3
1346,page,setup,9
1347,page,camcorder,34
1348,page,edv,0
1349,page,stowage,11
1350,page,ops,29
1351,page,closeout,0
1352,page,radio,1
1353,page,ham,1
1354,page,session,5
1355,page,data,3
1356,page,transfer,11
1357,page,questionnaire,0
1358,page,downlink,16
1359,page,mec,1
1360,page,air,18
1361,page,sm,52
1362,page,sampling,5
1363,page,fan,9
1364,page,cleaning,3
1365,page,maintenance,3
1366,page,сож,0
1367,page,ssc,0
1368,page,support,4
1369,page,cleanup,8
1370,page,cable,1
1371,page,cargo,0
1372,page,file,0
1373,page,comm,13
1374,page,config,21
1375,page,reconfig,6
1376,page,test,44
1377,page,check,42
1378,page,monitoring,6
1379,page,water,15
1380,page,private,4
1381,page,icv,0
1382,page,fgb,16
1383,page,measurements,1
1384,page,lab,0
1385,page,battery,31
1386,page,status,5
1387,page,charge,5
1388,page,payload,5
1389,page,video,38
1390,page,review,14
1391,page,msg,0
1392,page,experiment,11
1393,page,procedure,18
1394,page,inspection,8
1395,page,laptop,3
1396,page,tank,7
1397,page,morning,0
1398,page,soyuz,22
1399,page,unit,10
1400,page,replacement,9
1401,page,bag,3
1402,page,filter,10
1403,page,start,16
1404,page,photo,0
1405,page,regeneration,24
1406,page,cartridge,24
1407,page,бмп,0
1408,page,tagup,1
1409,page,specialists,1
1410,page,activation,56
1411,page,preparation,10
1412,page,installation,11
1413,page,dc1,69
1414,page,node,0
1415,page,equipment,12
1416,page,prep,39
1417,page,return,8
1418,page,stow,16
1419,page,exercise,6
1420,page,physical,0
1421,page,day,9
1422,page,tvis,0
1423,page,ims,1
1424,page,collection,1
1425,page,hrf,0
1426,page,blood,2
1427,page,urine,17
1428,page,tv,33
1429,page,drying,5
1430,page,kuband,0
1431,page,iss,25
1432,page,progress,16
1433,page,repress,6
1434,page,mcc,11
1435,recovery,power,0
1436,recovery,rack,9
1437,recovery,loop,13
1438,recovery,closure,1
1439,recovery,emergency,0
1440,recovery,hardware,0
1441,recovery,setup,1
1442,recovery,camcorder,0
1443,recovery,edv,1
1444,recovery,stowage,1
1445,recovery,ops,12
1446,recovery,closeout,3
1447,recovery,radio,0
1448,recovery,ham,0
1449,recovery,session,0
1450,recovery,data,6
1451,recovery,transfer,0
1452,recovery,questionnaire,0
1453,recovery,downlink,0
1454,recovery,mec,1
1455,recovery,air,14
1456,recovery,sm,11
1457,recovery,sampling,1
1458,recovery,fan,0
1459,recovery,cleaning,1
1460,recovery,maintenance,1
1461,recovery,сож,0
1462,recovery,ssc,1
1463,recovery,support,0
1464,recovery,cleanup,2
1465,recovery,cable,0
1466,recovery,cargo,0
1467,recovery,file,0
1468,recovery,comm,1
1469,recovery,config,3
1470,recovery,reconfig,0
1471,recovery,test,2
1472,recovery,check,2
1473,recovery,monitoring,0
1474,recovery,water,196
1475,recovery,private,0
1476,recovery,icv,0
1477,recovery,fgb,1
1478,recovery,measurements,0
1479,recovery,lab,2
1480,recovery,battery,0
1481,recovery,status,2
1482,recovery,charge,0
1483,recovery,payload,3
1484,recovery,video,0
1485,recovery,review,0
1486,recovery,msg,1
1487,recovery,experiment,1
1488,recovery,procedure,1
1489,recovery,inspection,0
1490,recovery,laptop,12
1491,recovery,tank,56
1492,recovery,morning,0
1493,recovery,soyuz,2
1494,recovery,unit,5
1495,recovery,replacement,3
1496,recovery,bag,2
1497,recovery,filter,51
1498,recovery,start,2
1499,recovery,photo,0
1500,recovery,regeneration,0
1501,recovery,cartridge,2
1502,recovery,бмп,0
1503,recovery,tagup,44
1504,recovery,specialists,33
1505,recovery,activation,3
1506,recovery,preparation,2
1507,recovery,installation,9
1508,recovery,dc1,0
1509,recovery,node,0
1510,recovery,equipment,1
1511,recovery,prep,5
1512,recovery,return,1
1513,recovery,stow,7
1514,recovery,exercise,0
1515,recovery,physical,0
1516,recovery,day,0
1517,recovery,tvis,0
1518,recovery,ims,2
1519,recovery,collection,3
1520,recovery,hrf,0
1521,recovery,blood,0
1522,recovery,urine,15
1523,recovery,tv,2
1524,recovery,drying,0
1525,recovery,kuband,0
1526,recovery,iss,2
1527,recovery,progress,0
1528,recovery,repress,0
1529,recovery,mcc,6
1530,power,rack,187
1531,power,loop,2
1532,power,closure,0
1533,power,emergency,72
1534,power,hardware,73
1535,power,setup,32
1536,power,camcorder,14
1537,power,edv,0
1538,power,stowage,12
1539,power,ops,19
1540,power,closeout,12
1541,power,radio,134
1542,power,ham,134
1543,power,session,0
1544,power,data,26
1545,power,transfer,11
1546,power,questionnaire,0
1547,power,downlink,13
1548,power,mec,1
1549,power,air,26
1550,power,sm,171
1551,power,sampling,0
1552,power,fan,3
1553,power,cleaning,1
1554,power,maintenance,1
1555,power,сож,0
1556,power,ssc,7
1557,power,support,3
1558,power,cleanup,1
1559,power,cable,220
1560,power,cargo,1
1561,power,file,2
1562,power,comm,18
1563,power,config,51
1564,power,reconfig,28
1565,power,test,68
1566,power,check,88
1567,power,monitoring,4
1568,power,water,0
1569,power,private,0
1570,power,icv,1
1571,power,fgb,60
1572,power,measurements,7
1573,power,lab,56
1574,power,battery,38
1575,power,status,5
1576,power,charge,27
1577,power,payload,20
1578,power,video,26
1579,power,review,3
1580,power,msg,165
1581,power,experiment,25
1582,power,procedure,2
1583,power,inspection,146
1584,power,laptop,134
1585,power,tank,0
1586,power,morning,58
1587,power,soyuz,20
1588,power,unit,83
1589,power,replacement,13
1590,power,bag,2
1591,power,filter,0
1592,power,start,10
1593,power,photo,5
1594,power,regeneration,2
1595,power,cartridge,2
1596,power,бмп,2
1597,power,tagup,38
1598,power,specialists,21
1599,power,activation,89
1600,power,preparation,14
1601,power,installation,31
1602,power,dc1,77
1603,power,node,43
1604,power,equipment,53
1605,power,prep,34
1606,power,return,0
1607,power,stow,30
1608,power,exercise,0
1609,power,physical,0
1610,power,day,14
1611,power,tvis,19
1612,power,ims,2
1613,power,collection,0
1614,power,hrf,162
1615,power,blood,6
1616,power,urine,0
1617,power,tv,41
1618,power,drying,0
1619,power,kuband,6
1620,power,iss,40
1621,power,progress,4
1622,power,repress,0
1623,power,mcc,17
1624,rack,loop,11
1625,rack,closure,10
1626,rack,emergency,0
1627,rack,hardware,30
1628,rack,setup,34
1629,rack,camcorder,12
1630,rack,edv,0
1631,rack,stowage,39
1632,rack,ops,25
1633,rack,closeout,9
1634,rack,radio,0
1635,rack,ham,2
1636,rack,session,0
1637,rack,data,26
1638,rack,transfer,61
1639,rack,questionnaire,0
1640,rack,downlink,10
1641,rack,mec,3
1642,rack,air,22
1643,rack,sm,47
1644,rack,sampling,0
1645,rack,fan,6
1646,rack,cleaning,5
1647,rack,maintenance,11
1648,rack,сож,0
1649,rack,ssc,0
1650,rack,support,7
1651,rack,cleanup,6
1652,rack,cable,32
1653,rack,cargo,17
1654,rack,file,0
1655,rack,comm,5
1656,rack,config,64
1657,rack,reconfig,21
1658,rack,test,20
1659,rack,check,41
1660,rack,monitoring,12
1661,rack,water,25
1662,rack,private,0
1663,rack,icv,0
1664,rack,fgb,1
1665,rack,measurements,0
1666,rack,lab,117
1667,rack,battery,4
1668,rack,status,0
1669,rack,charge,0
1670,rack,payload,33
1671,rack,video,28
1672,rack,review,13
1673,rack,msg,5
1674,rack,experiment,14
1675,rack,procedure,3
1676,rack,inspection,7
1677,rack,laptop,106
1678,rack,tank,0
1679,rack,morning,0
1680,rack,soyuz,0
1681,rack,unit,7
1682,rack,replacement,19
1683,rack,bag,4
1684,rack,filter,2
1685,rack,start,17
1686,rack,photo,16
1687,rack,regeneration,2
1688,rack,cartridge,1
1689,rack,бмп,0
1690,rack,tagup,4
1691,rack,specialists,2
1692,rack,activation,145
1693,rack,preparation,11
1694,rack,installation,84
1695,rack,dc1,0
1696,rack,node,25
1697,rack,equipment,13
1698,rack,prep,28
1699,rack,return,8
1700,rack,stow,66
1701,rack,exercise,0
1702,rack,physical,0
1703,rack,day,1
1704,rack,tvis,0
1705,rack,ims,32
1706,rack,collection,12
1707,rack,hrf,129
1708,rack,blood,0
1709,rack,urine,0
1710,rack,tv,10
1711,rack,drying,0
1712,rack,kuband,0
1713,rack,iss,18
1714,rack,progress,23
1715,rack,repress,0
1716,rack,mcc,0
1717,loop,closure,0
1718,loop,emergency,0
1719,loop,hardware,2
1720,loop,setup,1
1721,loop,camcorder,0
1722,loop,edv,0
1723,loop,stowage,0
1724,loop,ops,10
1725,loop,closeout,2
1726,loop,radio,0
1727,loop,ham,0
1728,loop,session,0
1729,loop,data,0
1730,loop,transfer,0
1731,loop,questionnaire,0
1732,loop,downlink,0
1733,loop,mec,0
1734,loop,air,12
1735,loop,sm,14
1736,loop,sampling,29
1737,loop,fan,0
1738,loop,cleaning,0
1739,loop,maintenance,13
1740,loop,сож,0
1741,loop,ssc,1
1742,loop,support,0
1743,loop,cleanup,1
1744,loop,cable,0
1745,loop,cargo,0
1746,loop,file,0
1747,loop,comm,2
1748,loop,config,65
1749,loop,reconfig,25
1750,loop,test,8
1751,loop,check,12
1752,loop,monitoring,7
1753,loop,water,29
1754,loop,private,0
1755,loop,icv,0
1756,loop,fgb,3
1757,loop,measurements,0
1758,loop,lab,22
1759,loop,battery,2
1760,loop,status,0
1761,loop,charge,0
1762,loop,payload,0
1763,loop,video,0
1764,loop,review,0
1765,loop,msg,0
1766,loop,experiment,0
1767,loop,procedure,1
1768,loop,inspection,1
1769,loop,laptop,5
1770,loop,tank,0
1771,loop,morning,0
1772,loop,soyuz,1
1773,loop,unit,8
1774,loop,replacement,2
1775,loop,bag,0
1776,loop,filter,7
1777,loop,start,29
1778,loop,photo,1
1779,loop,regeneration,0
1780,loop,cartridge,0
1781,loop,бмп,0
1782,loop,tagup,60
1783,loop,specialists,41
1784,loop,activation,13
1785,loop,preparation,6
1786,loop,installation,2
1787,loop,dc1,17
1788,loop,node,28
1789,loop,equipment,2
1790,loop,prep,6
1791,loop,return,0
1792,loop,stow,1
1793,loop,exercise,0
1794,loop,physical,0
1795,loop,day,0
1796,loop,tvis,0
1797,loop,ims,0
1798,loop,collection,6
1799,loop,hrf,0
1800,loop,blood,0
1801,loop,urine,0
1802,loop,tv,1
1803,loop,drying,1
1804,loop,kuband,0
1805,loop,iss,2
1806,loop,progress,0
1807,loop,repress,0
1808,loop,mcc,0
1809,closure,emergency,29
1810,closure,hardware,2
1811,closure,setup,11
1812,closure,camcorder,4
1813,closure,edv,0
1814,closure,stowage,1
1815,closure,ops,13
1816,closure,closeout,2
1817,closure,radio,1
1818,closure,ham,1
1819,closure,session,0
1820,closure,data,0
1821,closure,transfer,96
1822,closure,questionnaire,0
1823,closure,downlink,44
1824,closure,mec,1
1825,closure,air,18
1826,closure,sm,58
1827,closure,sampling,0
1828,closure,fan,0
1829,closure,cleaning,0
1830,closure,maintenance,56
1831,closure,сож,0
1832,closure,ssc,0
1833,closure,support,0
1834,closure,cleanup,0
1835,closure,cable,0
1836,closure,cargo,5
1837,closure,file,0
1838,closure,comm,0
1839,closure,config,22
1840,closure,reconfig,14
1841,closure,test,17
1842,closure,check,4
1843,closure,monitoring,2
1844,closure,water,1
1845,closure,private,0
1846,closure,icv,0
1847,closure,fgb,40
1848,closure,measurements,0
1849,closure,lab,69
1850,closure,battery,0
1851,closure,status,0
1852,closure,charge,1
1853,closure,payload,0
1854,closure,video,27
1855,closure,review,1
1856,closure,msg,0
1857,closure,experiment,1
1858,closure,procedure,1
1859,closure,inspection,2
1860,closure,laptop,1
1861,closure,tank,1
1862,closure,morning,0
1863,closure,soyuz,41
1864,closure,unit,0
1865,closure,replacement,3
1866,closure,bag,7
1867,closure,filter,3
1868,closure,start,0
1869,closure,photo,1
1870,closure,regeneration,0
1871,closure,cartridge,1
1872,closure,бмп,0
1873,closure,tagup,19
1874,closure,specialists,11
1875,closure,activation,6
1876,closure,preparation,3
1877,closure,installation,29
1878,closure,dc1,64
1879,closure,node,17
1880,closure,equipment,8
1881,closure,prep,13
1882,closure,return,0
1883,closure,stow,5
1884,closure,exercise,0
1885,closure,physical,0
1886,closure,day,0
1887,closure,tvis,0
1888,closure,ims,3
1889,closure,collection,0
1890,closure,hrf,0
1891,closure,blood,0
1892,closure,urine,1
1893,closure,tv,82
1894,closure,drying,0
1895,closure,kuband,11
1896,closure,iss,19
1897,closure,progress,67
1898,closure,repress,0
1899,closure,mcc,23
1900,emergency,hardware,8
1901,emergency,setup,1
1902,emergency,camcorder,0
1903,emergency,edv,0
1904,emergency,stowage,0
1905,emergency,ops,2
1906,emergency,closeout,0
1907,emergency,radio,0
1908,emergency,ham,0
1909,emergency,session,0
1910,emergency,data,0
1911,emergency,transfer,16
1912,emergency,questionnaire,0
1913,emergency,downlink,0
1914,emergency,mec,0
1915,emergency,air,10
1916,emergency,sm,1
1917,emergency,sampling,0
1918,emergency,fan,0
1919,emergency,cleaning,0
1920,emergency,maintenance,39
1921,emergency,сож,0
1922,emergency,ssc,0
1923,emergency,support,0
1924,emergency,cleanup,0
1925,emergency,cable,0
1926,emergency,cargo,0
1927,emergency,file,0
1928,emergency,comm,3
1929,emergency,config,1
1930,emergency,reconfig,1
1931,emergency,test,38
1932,emergency,check,6
1933,emergency,monitoring,0
1934,emergency,water,0
1935,emergency,private,0
1936,emergency,icv,0
1937,emergency,fgb,0
1938,emergency,measurements,0
1939,emergency,lab,20
1940,emergency,battery,0
1941,emergency,status,1
1942,emergency,charge,0
1943,emergency,payload,0
1944,emergency,video,0
1945,emergency,review,40
1946,emergency,msg,0
1947,emergency,experiment,0
1948,emergency,procedure,39
1949,emergency,inspection,67
1950,emergency,laptop,0
1951,emergency,tank,0
1952,emergency,morning,0
1953,emergency,soyuz,19
1954,emergency,unit,1
1955,emergency,replacement,4
1956,emergency,bag,11
1957,emergency,filter,0
1958,emergency,start,0
1959,emergency,photo,1
1960,emergency,regeneration,0
1961,emergency,cartridge,0
1962,emergency,бмп,0
1963,emergency,tagup,77
1964,emergency,specialists,62
1965,emergency,activation,32
1966,emergency,preparation,0
1967,emergency,installation,2
1968,emergency,dc1,3
1969,emergency,node,27
1970,emergency,equipment,7
1971,emergency,prep,2
1972,emergency,return,0
1973,emergency,stow,1
1974,emergency,exercise,1
1975,emergency,physical,0
1976,emergency,day,0
1977,emergency,tvis,0
1978,emergency,ims,0
1979,emergency,collection,0
1980,emergency,hrf,0
1981,emergency,blood,0
1982,emergency,urine,0
1983,emergency,tv,11
1984,emergency,drying,0
1985,emergency,kuband,0
1986,emergency,iss,113
1987,emergency,progress,0
1988,emergency,repress,0
1989,emergency,mcc,0
1990,hardware,setup,975
1991,hardware,camcorder,5
1992,hardware,edv,0
1993,hardware,stowage,325
1994,hardware,ops,49
1995,hardware,closeout,52
1996,hardware,radio,44
1997,hardware,ham,46
1998,hardware,session,7
1999,hardware,data,86
2000,hardware,transfer,183
2001,hardware,questionnaire,0
2002,hardware,downlink,52
2003,hardware,mec,1
2004,hardware,air,4
2005,hardware,sm,186
2006,hardware,sampling,44
2007,hardware,fan,0
2008,hardware,cleaning,3
2009,hardware,maintenance,11
2010,hardware,сож,0
2011,hardware,ssc,5
2012,hardware,support,32
2013,hardware,cleanup,5
2014,hardware,cable,16
2015,hardware,cargo,0
2016,hardware,file,7
2017,hardware,comm,39
2018,hardware,config,50
2019,hardware,reconfig,4
2020,hardware,test,81
2021,hardware,check,165
2022,hardware,monitoring,39
2023,hardware,water,5
2024,hardware,private,0
2025,hardware,icv,21
2026,hardware,fgb,13
2027,hardware,measurements,37
2028,hardware,lab,48
2029,hardware,battery,13
2030,hardware,status,94
2031,hardware,charge,7
2032,hardware,payload,8
2033,hardware,video,68
2034,hardware,review,11
2035,hardware,msg,15
2036,hardware,experiment,101
2037,hardware,procedure,2
2038,hardware,inspection,17
2039,hardware,laptop,8
2040,hardware,tank,2
2041,hardware,morning,0
2042,hardware,soyuz,110
2043,hardware,unit,6
2044,hardware,replacement,19
2045,hardware,bag,8
2046,hardware,filter,1
2047,hardware,start,50
2048,hardware,photo,95
2049,hardware,regeneration,16
2050,hardware,cartridge,0
2051,hardware,бмп,0
2052,hardware,tagup,414
2053,hardware,specialists,301
2054,hardware,activation,471
2055,hardware,preparation,55
2056,hardware,installation,168
2057,hardware,dc1,6
2058,hardware,node,8
2059,hardware,equipment,18
2060,hardware,prep,401
2061,hardware,return,275
2062,hardware,stow,841
2063,hardware,exercise,22
2064,hardware,physical,3
2065,hardware,day,0
2066,hardware,tvis,8
2067,hardware,ims,193
2068,hardware,collection,232
2069,hardware,hrf,200
2070,hardware,blood,160
2071,hardware,urine,103
2072,hardware,tv,93
2073,hardware,drying,0
2074,hardware,kuband,15
2075,hardware,iss,67
2076,hardware,progress,265
2077,hardware,repress,0
2078,hardware,mcc,9
2079,setup,camcorder,190
2080,setup,edv,5
2081,setup,stowage,5
2082,setup,ops,77
2083,setup,closeout,31
2084,setup,radio,112
2085,setup,ham,120
2086,setup,session,65
2087,setup,data,20
2088,setup,transfer,57
2089,setup,questionnaire,0
2090,setup,downlink,39
2091,setup,mec,3
2092,setup,air,14
2093,setup,sm,158
2094,setup,sampling,38
2095,setup,fan,5
2096,setup,cleaning,2
2097,setup,maintenance,41
2098,setup,сож,0
2099,setup,ssc,16
2100,setup,support,4
2101,setup,cleanup,32
2102,setup,cable,11
2103,setup,cargo,1
2104,setup,file,3
2105,setup,comm,39
2106,setup,config,113
2107,setup,reconfig,4
2108,setup,test,75
2109,setup,check,56
2110,setup,monitoring,7
2111,setup,water,19
2112,setup,private,0
2113,setup,icv,47
2114,setup,fgb,6
2115,setup,measurements,43
2116,setup,lab,55
2117,setup,battery,24
2118,setup,status,8
2119,setup,charge,121
2120,setup,payload,37
2121,setup,video,462
2122,setup,review,8
2123,setup,msg,5
2124,setup,experiment,237
2125,setup,procedure,4
2126,setup,inspection,7
2127,setup,laptop,45
2128,setup,tank,16
2129,setup,morning,0
2130,setup,soyuz,58
2131,setup,unit,13
2132,setup,replacement,1
2133,setup,bag,12
2134,setup,filter,8
2135,setup,start,108
2136,setup,photo,240
2137,setup,regeneration,0
2138,setup,cartridge,0
2139,setup,бмп,0
2140,setup,tagup,346
2141,setup,specialists,273
2142,setup,activation,175
2143,setup,preparation,16
2144,setup,installation,14
2145,setup,dc1,15
2146,setup,node,14
2147,setup,equipment,399
2148,setup,prep,57
2149,setup,return,1
2150,setup,stow,19
2151,setup,exercise,64
2152,setup,physical,8
2153,setup,day,1
2154,setup,tvis,59
2155,setup,ims,5
2156,setup,collection,135
2157,setup,hrf,143
2158,setup,blood,80
2159,setup,urine,68
2160,setup,tv,245
2161,setup,drying,4
2162,setup,kuband,15
2163,setup,iss,64
2164,setup,progress,23
2165,setup,repress,1
2166,setup,mcc,7
2167,camcorder,edv,0
2168,camcorder,stowage,11
2169,camcorder,ops,49
2170,camcorder,closeout,37
2171,camcorder,radio,0
2172,camcorder,ham,0
2173,camcorder,session,1
2174,camcorder,data,12
2175,camcorder,transfer,6
2176,camcorder,questionnaire,0
2177,camcorder,downlink,20
2178,camcorder,mec,0
2179,camcorder,air,0
2180,camcorder,sm,26
2181,camcorder,sampling,0
2182,camcorder,fan,0
2183,camcorder,cleaning,0
2184,camcorder,maintenance,0
2185,camcorder,сож,0
2186,camcorder,ssc,1
2187,camcorder,support,0
2188,camcorder,cleanup,0
2189,camcorder,cable,2
2190,camcorder,cargo,0
2191,camcorder,file,3
2192,camcorder,comm,3
2193,camcorder,config,42
2194,camcorder,reconfig,8
2195,camcorder,test,7
2196,camcorder,check,7
2197,camcorder,monitoring,3
2198,camcorder,water,0
2199,camcorder,private,0
2200,camcorder,icv,1
2201,camcorder,fgb,1
2202,camcorder,measurements,0
2203,camcorder,lab,25
2204,camcorder,battery,105
2205,camcorder,status,0
2206,camcorder,charge,54
2207,camcorder,payload,53
2208,camcorder,video,52
2209,camcorder,review,2
2210,camcorder,msg,0
2211,camcorder,experiment,6
2212,camcorder,procedure,1
2213,camcorder,inspection,0
2214,camcorder,laptop,0
2215,camcorder,tank,0
2216,camcorder,morning,0
2217,camcorder,soyuz,1
2218,camcorder,unit,1
2219,camcorder,replacement,1
2220,camcorder,bag,1
2221,camcorder,filter,0
2222,camcorder,start,29
2223,camcorder,photo,13
2224,camcorder,regeneration,0
2225,camcorder,cartridge,0
2226,camcorder,бмп,0
2227,camcorder,tagup,7
2228,camcorder,specialists,5
2229,camcorder,activation,66
2230,camcorder,preparation,3
2231,camcorder,installation,16
2232,camcorder,dc1,2
2233,camcorder,node,33
2234,camcorder,equipment,2
2235,camcorder,prep,12
2236,camcorder,return,2
2237,camcorder,stow,21
2238,camcorder,exercise,12
2239,camcorder,physical,22
2240,camcorder,day,1
2241,camcorder,tvis,4
2242,camcorder,ims,0
2243,camcorder,collection,0
2244,camcorder,hrf,1
2245,camcorder,blood,0
2246,camcorder,urine,0
2247,camcorder,tv,25
2248,camcorder,drying,0
2249,camcorder,kuband,0
2250,camcorder,iss,5
2251,camcorder,progress,0
2252,camcorder,repress,0
2253,camcorder,mcc,1
2254,edv,stowage,1
2255,edv,ops,2
2256,edv,closeout,0
2257,edv,radio,0
2258,edv,ham,0
2259,edv,session,0
2260,edv,data,0
2261,edv,transfer,103
2262,edv,questionnaire,0
2263,edv,downlink,0
2264,edv,mec,0
2265,edv,air,4
2266,edv,sm,15
2267,edv,sampling,4
2268,edv,fan,0
2269,edv,cleaning,0
2270,edv,maintenance,3
2271,edv,сож,3
2272,edv,ssc,0
2273,edv,support,0
2274,edv,cleanup,0
2275,edv,cable,0
2276,edv,cargo,0
2277,edv,file,0
2278,edv,comm,0
2279,edv,config,15
2280,edv,reconfig,2
2281,edv,test,0
2282,edv,check,0
2283,edv,monitoring,0
2284,edv,water,100
2285,edv,private,0
2286,edv,icv,0
2287,edv,fgb,0
2288,edv,measurements,0
2289,edv,lab,3
2290,edv,battery,0
2291,edv,status,0
2292,edv,charge,1
2293,edv,payload,0
2294,edv,video,0
2295,edv,review,0
2296,edv,msg,0
2297,edv,experiment,0
2298,edv,procedure,0
2299,edv,inspection,2
2300,edv,laptop,0
2301,edv,tank,132
2302,edv,morning,0
2303,edv,soyuz,1
2304,edv,unit,4
2305,edv,replacement,6
2306,edv,bag,1
2307,edv,filter,12
2308,edv,start,2
2309,edv,photo,2
2310,edv,regeneration,0
2311,edv,cartridge,0
2312,edv,бмп,0
2313,edv,tagup,10
2314,edv,specialists,3
2315,edv,activation,0
2316,edv,preparation,0
2317,edv,installation,4
2318,edv,dc1,6
2319,edv,node,1
2320,edv,equipment,0
2321,edv,prep,9
2322,edv,return,1
2323,edv,stow,5
2324,edv,exercise,1
2325,edv,physical,0
2326,edv,day,0
2327,edv,tvis,0
2328,edv,ims,5
2329,edv,collection,7
2330,edv,hrf,0
2331,edv,blood,0
2332,edv,urine,74
2333,edv,tv,14
2334,edv,drying,1
2335,edv,kuband,0
2336,edv,iss,0
2337,edv,progress,74
2338,edv,repress,0
2339,edv,mcc,10
2340,stowage,ops,145
2341,stowage,closeout,14
2342,stowage,radio,3
2343,stowage,ham,0
2344,stowage,session,0
2345,stowage,data,86
2346,stowage,transfer,87
2347,stowage,questionnaire,0
2348,stowage,downlink,30
2349,stowage,mec,5
2350,stowage,air,11
2351,stowage,sm,102
2352,stowage,sampling,6
2353,stowage,fan,3
2354,stowage,cleaning,9
2355,stowage,maintenance,3
2356,stowage,сож,0
2357,stowage,ssc,3
2358,stowage,support,16
2359,stowage,cleanup,10
2360,stowage,cable,5
2361,stowage,cargo,50
2362,stowage,file,0
2363,stowage,comm,3
2364,stowage,config,37
2365,stowage,reconfig,24
2366,stowage,test,26
2367,stowage,check,10
2368,stowage,monitoring,3
2369,stowage,water,11
2370,stowage,private,0
2371,stowage,icv,10
2372,stowage,fgb,61
2373,stowage,measurements,0
2374,stowage,lab,38
2375,stowage,battery,27
2376,stowage,status,26
2377,stowage,charge,6
2378,stowage,payload,13
2379,stowage,video,66
2380,stowage,review,13
2381,stowage,msg,5
2382,stowage,experiment,19
2383,stowage,procedure,5
2384,stowage,inspection,2
2385,stowage,laptop,9
2386,stowage,tank,2
2387,stowage,morning,0
2388,stowage,soyuz,90
2389,stowage,unit,16
2390,stowage,replacement,12
2391,stowage,bag,16
2392,stowage,filter,11
2393,stowage,start,1
2394,stowage,photo,30
2395,stowage,regeneration,0
2396,stowage,cartridge,0
2397,stowage,бмп,0
2398,stowage,tagup,37
2399,stowage,specialists,17
2400,stowage,activation,127
2401,stowage,preparation,13
2402,stowage,installation,5
2403,stowage,dc1,40
2404,stowage,node,22
2405,stowage,equipment,304
2406,stowage,prep,35
2407,stowage,return,106
2408,stowage,stow,1898
2409,stowage,exercise,9
2410,stowage,physical,1
2411,stowage,day,0
2412,stowage,tvis,5
2413,stowage,ims,151
2414,stowage,collection,80
2415,stowage,hrf,105
2416,stowage,blood,49
2417,stowage,urine,30
2418,stowage,tv,37
2419,stowage,drying,4
2420,stowage,kuband,4
2421,stowage,iss,42
2422,stowage,progress,161
2423,stowage,repress,1
2424,stowage,mcc,12
2425,ops,closeout,918
2426,ops,radio,8
2427,ops,ham,3
2428,ops,session,23
2429,ops,data,91
2430,ops,transfer,255
2431,ops,questionnaire,0
2432,ops,downlink,22
2433,ops,mec,7
2434,ops,air,84
2435,ops,sm,140
2436,ops,sampling,26
2437,ops,fan,11
2438,ops,cleaning,64
2439,ops,maintenance,8
2440,ops,сож,2
2441,ops,ssc,44
2442,ops,support,52
2443,ops,cleanup,80
2444,ops,cable,18
2445,ops,cargo,48
2446,ops,file,7
2447,ops,comm,98
2448,ops,config,205
2449,ops,reconfig,159
2450,ops,test,109
2451,ops,check,83
2452,ops,monitoring,34
2453,ops,water,50
2454,ops,private,0
2455,ops,icv,3
2456,ops,fgb,14
2457,ops,measurements,13
2458,ops,lab,43
2459,ops,battery,24
2460,ops,status,12
2461,ops,charge,7
2462,ops,payload,80
2463,ops,video,225
2464,ops,review,49
2465,ops,msg,3
2466,ops,experiment,798
2467,ops,procedure,30
2468,ops,inspection,17
2469,ops,laptop,151
2470,ops,tank,25
2471,ops,morning,3
2472,ops,soyuz,116
2473,ops,unit,17
2474,ops,replacement,12
2475,ops,bag,9
2476,ops,filter,17
2477,ops,start,103
2478,ops,photo,259
2479,ops,regeneration,2
2480,ops,cartridge,1
2481,ops,бмп,11
2482,ops,tagup,490
2483,ops,specialists,369
2484,ops,activation,54
2485,ops,preparation,12
2486,ops,installation,48
2487,ops,dc1,59
2488,ops,node,15
2489,ops,equipment,50
2490,ops,prep,113
2491,ops,return,18
2492,ops,stow,196
2493,ops,exercise,44
2494,ops,physical,9
2495,ops,day,29
2496,ops,tvis,8
2497,ops,ims,254
2498,ops,collection,23
2499,ops,hrf,36
