0,1,2,3,4
19:30-21:30,"FE-1, FE-2",,Pre-sleep,
19:35-21:25,CDR,,Pre-sleep,
21:25-21:30,CDR,,P/TV Playback End,
21:30-06:00,,,SLEEP,
Task List,"FE-1, FE-2",,Preparation of reports for Roskosmos site,
FE-2,,,,
GMT,CREW,ACTIVITY,,
06:00-06:10,"CDR, FE-2",Morning Inspection,,
06:00-06:10,FE-1,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,
06:10-06:40,,Post-sleep,,
06:40-07:30,,BREAKFAST,,
07:30-07:50,FE-2,24-hour BP monitoring (terminate),,
07:30-07:55,CDR,Work Prep,,
07:30-07:45,FE-1,Work Prep,,
07:45-07:55,FE-1,BAR. Terminate Pyren-[B] Charge,,
07:55-08:10,,Daily Planning Conference (S-band),,
08:10-08:50,CDR,Crew moves food containers in preparation for Pro K,,
08:10-09:10,FE-1,Install and connect ATV Hand Controller in ISS SM. Tagup with specialists(S-band),,
08:10-10:40,FE-2,Replacement of lights and light panel fuses. Tagup with specialists (S-band),,
09:05-09:20,CDR,"Airlock Decrew Reconfig – move EMUs, PHAs, and MWS to clean upstowage post decrew prep activities",,
09:10-10:40,FE-1,Connecting Onboard Cables to PCE (МБРЛ) Box. Tagup with specialists (S-band),,
09:20-10:20,CDR,EMU Cooling Loop Maintenance - Initiate loop scrub on EMU 3010 and 3011,,
10:20-10:30,CDR,FIR Photo/Video Setup,,
10:30-10:45,CDR,FIR Door Opening,,
10:40-11:20,"FE-1, FE-2",Study of cardiac bioelectric activity at rest. Tagup with specialists (VHF) (То =10:52),,
10:45-10:50,CDR,LMM (Light Microscopy Module) Rotation,,
10:50-11:15,CDR,PACE Sample Changeout (no oil),,
11:15-11:25,CDR,LMM Rotation To Operational Position,,
11:20-12:50,FE-1,"Physical Exercise (TVIS), Day 1",,
11:25-11:40,CDR,FIR Rack Doors Close,,
11:40-12:40,CDR,Reconfiguration loop scrub on EMU 3010 and 3011,,
11:50-12:50,FE-2,"Physical Exercise (VELO), Day 1",,
12:40-12:45,CDR,Connecting DCP Power Cable,,
12:45-13:05,CDR,Setting up Ku-band TV downlink hardware,,
12:50-13:05,"FE-1, FE-2","ON MCC GO Mate PCE, ATV Hand Controller, БУАП T/L connectors toБИТС2-12",,
13:05-14:05,,LUNCH,,
14:05-14:35,FE-2,СОЖ Maintenance,,
14:15-14:45,"CDR, FE-1",Testing Ku-band TV downlink prior to Soyuz 703 docking to ISS.  Tagup withspecialists (S-band),,
14:45-16:45,"FE-1, FE-2",BAR Experiment Ops,,
14:45-15:45,CDR,Terminate loop scrub on EMU 3010 and 3011,,
15:45-16:00,CDR,Journal entry,,
16:10-16:20,CDR,Photo/TV: A31P Laptop Deactivation,,
16:30-16:45,CDR,Private Medical Conference,,
16:45-17:45,CDR,Physical Exercise T 2,,
16:45-18:15,FE-2,"Physical Exercise (TVIS), Day 1",,
16:45-17:45,FE-1,Evening Work Prep,,
17:45-18:45,FE-1,"Physical Exercise (VELO), Day 1",,
17:45-19:15,CDR,Physical Exercise (ARED),,
18:15-19:00,FE-2,Evening Work Prep,,
18:55-19:00,FE-1,Hardware setup,,
19:00-19:05,"FE-1, FE-2",Crew prep for TV greeting,,
19:05-19:15,"FE-1, FE-2",TV greetings (S + Ku-band),,
19:15-19:30,,Daily Planning Conference (S-band),,
19:30-19:35,CDR,P/TV Playback Start,,
19:30-21:30,FE-2,Pre-sleep,,
19:30-21:20,FE-1,Pre-sleep,,
19:35-21:25,CDR,Pre-sleep,,
21:20-21:30,FE-1,SONOCARD Experiment Start,,
21:25-21:30,CDR,P/TV Playback End,,
21:30-06:00,,SLEEP,,
Task List,FE-1,IMS Update,,
"FE-1, FE-2",Preparation of reports for Roskosmos site,,,
GMT,,CREW,,ACTIVITY
06:00-06:05,,CDR,,Reaction Self Test
06:00-06:10,,"FE-1, FE-2",,Morning Inspection
06:05-06:10,,CDR,,Morning Inspection
06:10-06:40,,,,Post-sleep
06:40-07:30,,FE-1,,BREAKFAST SM ПСС [Caution & Warning Panel] Test (after breakfast)
06:40-07:30,,"FE-2, CDR",,BREAKFAST
07:30-10:30,,CDR,,Weekly Housekeeping
07:30-10:30,,FE-2,,Weekly HousekeepingSM Ventilation System Group E MaintenanceFGB ЦВ2 Fan Cleaning
08:00-10:30,,FE-1,,
10:30-10:45,,FE-2,,Private Family Conference (S + Ku-band)
10:30-10:35,,CDR,,CGBA Status Check
10:30-12:00,,FE-1,,"Physical Exercise (TVIS), Day 3"
10:35-11:35,,CDR,,Physical Exercise T 2
11:30-12:30,,FE-2,,"Physical Exercise (VELO), Day 3"
11:35-13:05,,CDR,,Physical Exercise (ARED)
12:00-12:30,,FE-1,,Weekly HousekeepingCleaning FGB Potok Air Purification System
13:10-13:40,,,,Weekly Planning Conference (S-band)
13:40-14:40,,,,LUNCH
14:40-14:50,,CDR,,Food Frequency Questionnaire
14:40-15:20,,FE-2,,СОЖ Maintenance
14:50-15:05,,CDR,,CFE Vane Gap Procedure Review
14:55-15:10,,FE-1,,Private Psychological Conference (VHF)
15:05-15:20,,CDR,,Payload Maintenance Work Area Prep
15:20-16:35,,CDR,,Capillary Flow Experiments Hardware Setup
16:30-16:45,,FE-2,,Private Psychological Conference (VHF)
16:35-16:50,,CDR,,Private Family Conference
16:50-18:50,,CDR,,Capillary Flow Experiments Vane Gap 2 Test Operations
17:00-18:30,,FE-2,,"Physical Exercise (TVIS), Day 3"
18:00-19:00,,FE-1,,"Physical Exercise (VELO), Day 3"
18:50-19:20,,CDR,,Capillary Flow Experiments Hardware Teardown
19:25-21:25,,CDR,,Pre-sleep
19:30-21:30,,"FE-1, FE-2",,Pre-sleep
21:25-21:30,,CDR,,Reaction Self Test
21:30-06:00,,,,SLEEP
Task List,,"FE-1, FE-2",,Preparation of reports for Roskosmos site
,,URAGAN. Observations and Photography,,
,,ECON. Observations and Photography,,
,,SEINER Observation and photography,,
GMT,CREW,ACTIVITY,,
06:00-06:10,.,Morning Inspection,,
06:10-06:40,.,Post-sleep,,
06:40-07:30,"CDR,FE-1,FE-4,FE-5,FE-6",BREAKFAST,,
06:40-07:30,FE-2,BREAKFAST. SM ПСС [Caution & Warning Panel] Test (afterbreakfast),,
07:30-10:30,"CDR,FE-5,FE-6",Weekly Housekeeping,,
07:30-10:30,"FE-1,FE-2,FE-4","Weekly HousekeepingSM Ventilation Subsystem Preventive Maintenance, Group EFGB ЦВ2 Fan Cleaning БМП (Micropurification Unit) Fan GrilleCleaning",,
10:30-10:35,CDR,CGBA Status Check,,
10:35-11:35,CDR,Physical Exercise (CEVIS),,
11:00-12:30,FE-1,"Physical Exercise (TVIS), Day 1",,
11:35-13:05,CDR,Physical Exercise (ARED),,
12:00-12:15,FE-4,"Private Family Conference (Ku+S-band, S/G2, S/G1- backup)",,
12:30-13:30,FE-2,"Physical Exercise (VELO), Day 1",,
13:30-13:40,FE-5,ROALD2 Removal Part 2,,
13:40-13:50,FE-5,Insertion of ROALD2 Samples into MELFI at -80 deg C,,
13:50-14:05,FE-5,Private Family Conference,,
13:50-14:50,"CDR,FE-1,FE-2,FE-4,FE-6",LUNCH,,
14:05-15:05,FE-5,LUNCH,,
14:50-15:30,FE-1,"СОЖ Maintenance. SM and FGB Flush Counter (СП), Water SupplySystem (SVO), POTOK Air Purification System Data Calldowns",,
15:50-16:05,CDR,Private Family Conference,,
16:00-16:15,FE-6,Pro K Urine PH Kit Locate,,
16:00-16:05,FE-5,Pro K Urine PH Kit Unstow,,
16:30-18:00,FE-2,"Physical Exercise (TVIS), Day 1",,
16:35-16:45,CDR,FMK Stow,,
17:30-17:45,FE-5,Private Medical Conference,,
17:45-18:00,FE-6,Private Medical Conference,,
18:00-19:00,FE-1,"Physical Exercise (VELO), Day 1",,
18:30-18:35,FE-5,Space Headaches - Daily Questionnaire,,
18:35-18:50,FE-6,Private Family Conference,,
19:30-21:30,.,Pre-sleep,,
21:30-06:00,.,SLEEP,,
Task List,"FE-1,FE-2",Preparation of reports for Roskosmos site,,
GMT,,CREW,,ACTIVITY
06:00-06:10,,FE-1,,Morning Inspection. SM ПСС [Caution & Warning Panel] Test
06:00-06:30,,FE-2,,SPRUT-2. Body Mass Measurement
06:00-06:05,,CDR,,Reaction Self Test
06:05-06:15,,CDR,,Morning Inspection
06:10-06:40,,FE-1,,Post-sleep
06:15-06:45,,CDR,,Post-sleep
06:30-07:30,,FE-2,,SPRUT-2. Experiment Ops. Tagup with specialists (S-band)
06:40-07:30,,FE-1,,BREAKFAST
06:45-07:35,,CDR,,BREAKFAST
07:30-08:00,,FE-1,,Work Prep
07:30-08:00,,FE-2,,Post-sleep
07:35-07:50,,CDR,,Work Prep
07:50-08:00,,CDR,,CIR Alignment Guide Installation
08:00-08:15,,,,Daily Planning Conference (S-band)
08:15-09:45,,FE-1,,СРВК-2М Water Conditioning Unit Purification Columns (БК БКВ) Changeout
08:15-11:15,,CDR,,Unloading US hardware from Progress 413
08:15-09:15,,FE-2,,BREAKFAST
09:15-09:25,,FE-2,,Private Medical Conference with Physical Exercise Specialist (S-band)
09:25-09:45,,FE-2,,Work Prep
09:45-09:55,,FE-1,,Private Medical Conference with Physical Exercise Specialist (S-band)
09:45-11:15,,FE-2,,Physical Exercise (ARED)
09:55-10:05,,FE-1,,Vozdukh Deactivation
10:45-10:50,,FE-1,,Comm config to support voice comm from MRM2 during the experiment
10:50-11:50,,FE-1,,COULOMB CRYSTAL Experiment. Tagup with specialists (S-band)
11:15-12:45,,CDR,,Physical Exercise (ARED)
11:15-11:25,,FE-2,,COULOMB CRYSTAL Experiment Photography
11:50-11:55,,FE-1,,MRM2 comm reconfig to initial
11:50-12:55,,FE-2,,Taking measurements of compressor unit phase resistance at cable connector.Tagup with specialists (S-band)
11:55-12:55,,FE-1,,"Physical Exercise (TVIS), Day 2"
12:45-13:00,,CDR,,ICV Ambulatory Monitoring Midpoint Alternate
12:55-13:55,,"FE-1, FE-2",,LUNCH
13:00-14:00,,CDR,,LUNCH
13:55-14:20,,FE-1,,TV (ISS-MCC) COULOMB CRYSTAL. Preparation and TV Downlink Tagup withspecialists (VHF)
13:55-15:45,,FE-2,,SM Ventilation System Preventive Maintenance. Group В1
14:00-14:10,,CDR,,CIR Photo/TV Prep
14:10-14:20,,CDR,,CIR Upper Rack Doors Open
14:20-15:30,,FE-1,,Progress 413 Unloading and IMS Updates
14:20-14:50,,CDR,,CIR Manifold Bottle Replacement
14:50-15:00,,CDR,,CIR Upper Rack Doors Close
15:00-15:15,,CDR,,Colloid Flash Disk Exchange
15:30-15:35,,CDR,,Portable Breathing Apparatus (PBA) Relocation
15:30-15:55,,FE-1,,TV (ISS-MCC) COULOMB CRYSTAL. Preparation and TV Downlink Tagup withspecialists (VHF)
15:35-16:35,,CDR,,Portable Breathing Apparatus (PBA) and Portable Fire Extinguisher (PFE)inspection
15:45-16:00,,FE-2,,Verify ИП-1 sensor positions
15:55-17:15,,FE-1,,Physical Exercise (ARED)
16:00-16:40,,FE-2,,СОЖ Maintenance
16:35-16:50,,CDR,,Private Medical Conference
16:40-16:45,,FE-2,,Deactivation of Laptop RS3
16:45-17:45,,FE-2,,"Physical Exercise (TVIS), Day 2"
16:50-17:50,,CDR,,Physical Exercise (CEVIS)
17:15-17:25,,FE-1,,Comm check with ISS crew in VHF1 (to assess comm quality) (VHF1)
17:25-17:45,,FE-1,,IMS Update
17:45-18:15,,FE-1,,INTERACTION Experiment Ops
17:50-17:55,,FE-2,,Activation of Laptop RS2
17:55-18:05,,FE-2,,RS2-CPC2-CC-TC Command & Data Transmission Test. Tagup with specialists(S-band)
18:00-18:15,,CDR,,Journal Entry
18:05-18:30,,FE-2,,Evening Work Prep
18:15-18:30,,"CDR, FE-1",,Evening Work Prep
18:30-18:45,,,,Daily Planning Conference (S-band)
18:45-19:25,,CDR,,Evening Work Prep
18:45-19:10,,FE-2,,Evening Work Prep
18:50-19:00,,FE-1,,Comm check with ISS crew in VHF2 (to assess comm quality) (VHF2)
19:00-19:10,,FE-1,,Evening Work Prep
19:10-19:20,,FE-2,,Monitoring Secondary Combustion Unit Temperature after Elektron Activation
19:10-19:30,,FE-1,,Vozdukh Atmosphere Purification System [СОА] Activation
19:20-21:05,,FE-2,,Pre-sleep
19:25-19:30,,CDR,,Start Video
19:30-21:30,,FE-1,,Pre-sleep
19:30-21:20,,CDR,,Pre-sleep
21:05-21:15,,FE-2,,URAGAN. FSS PL Battery Charge (start)
21:15-21:30,,FE-2,,SONOCARD Experiment Start
21:20-21:25,,CDR,,Reaction Self Test
21:25-21:30,,CDR,,Terminate Video
21:30-06:00,,,,SLEEP
Task List,,"FE-1,FE-2",,Preparation of reports for Roskosmos site / r/g
,,Progress 413 Unloading and IMS Updates,,
GMT,,CREW,,ACTIVITY
06:00-06:10,,CDR,,Morning Inspection
06:00-06:10,,FE-2,,Morning Inspection. SM ПСС [Caution & Warning Panel] Test
06:00-06:30,,FE-1,,"SPRUT-2. Setup, Body Mass Measurement, and Cleanup."
06:10-06:40,,"CDR, FE-2",,Post-sleep
06:30-07:30,,FE-1,,SPRUT-2. Experiment Ops. Tagup with specialists (S-band)
06:40-07:30,,"CDR, FE-2",,BREAKFAST
07:30-07:45,,"CDR, FE-2",,Work Prep
07:30-07:55,,FE-1,,Post-sleep
07:45-07:55,,CDR,,CIR Alignment Guide Removal
07:45-07:55,,FE-2,,КЦП1-ЦВМ-ТВМ Command & Data Transmission Test. Tagup withspecialists (S-band)
07:55-08:10,,,,Daily Planning Conference (S-band)
08:10-08:25,,"CDR, FE-2",,Work Prep
08:10-09:15,,FE-1,,BREAKFAST
08:25-08:35,,CDR,,2DNT2 Familiarization
08:35-08:55,,FE-2,,КЦП2-ЦВМ-ТВМ Command & Data Transmission Test. Tagup withspecialists (S-band)
08:35-08:45,,CDR,,2DNT2 Camera Setup
08:45-08:55,,CDR,,2DNT2 MELFI Retrieval
08:55-09:05,,FE-2,,RS3 and КЦП1 Laptops Prep for SW Update. Tagup with specialists (S-band)
08:55-09:35,,CDR,,2DNT2 Experiment
09:05-09:15,,FE-2,,RS3 Laptop-КЦП1-ЦВМ-ТВМ Command & Data Test. Tagup with specialists(S-band)
09:15-09:35,,FE-1,,Work Prep
09:15-10:15,,FE-2,,"Physical Exercise (VELO), Day 1"
09:35-09:40,,FE-1,,Comm config to support voice comm from MRM2 during the experiment
09:40-10:40,,FE-1,,COULOMB CRYSTAL Experiment. Tagup with specialists (S-band)
09:40-09:50,,CDR,,2DNT2 MELFI Insertion
09:50-10:45,,CDR,,Physical Exercise T2
10:15-12:15,,FE-2,,"Fungistat Treatment of Areas Behind FGB Panels 204, 205, 303"
10:40-10:45,,FE-1,,MRM2 comm reconfig to initial
10:45-12:15,,FE-1,,"Physical Exercise (TVIS), Day 1"
10:45-10:50,,CDR,,Shutting down T2 software to transfer data
10:50-12:05,,CDR,,ICV Monitoring Start
12:05-12:15,,CDR,,ICV - 10-Minute Resting Event Alternate
12:15-13:00,,,,CheCS OBT
13:00-14:00,,,,LUNCH
14:00-14:50,,FE-1,,Progress 413 Transfers and IMS Updates
14:00-14:40,,FE-2,,СОЖ Maintenance
14:00-14:05,,CDR,,Powering down T2 Display
14:05-14:15,,CDR,,PAO Hardware Setup
14:15-14:25,,CDR,,Crew Prep for PAO
14:25-14:45,,CDR,,PAO Event
14:40-17:10,,FE-2,,"Fungistat Treatment of Areas Behind FGB Panels 204, 205, 303"
14:50-15:15,,FE-1,,TV (ISS-MCC) COULOMB CRYSTAL. Preparation and TV Downlink Tagupwith specialists (VHF)
14:50-14:55,,CDR,,Photo/TV Setup for ROBoT Ops
14:55-15:15,,CDR,,Robotics On-Board Trainer (ROBoT) Setup
15:15-15:45,,CDR,,Onboard Training (OBT) ROBoT Checkout
15:15-16:25,,FE-1,,Progress 413 Unloading and IMS Updates
15:45-15:55,,CDR,,Onboard Training (OBT) ROBoT Conference
15:55-16:05,,CDR,,Teardown ROBoT after Training Session
16:05-16:10,,CDR,,Stow Video Equipment Used during ROBoT
16:15-16:45,,CDR,,Treadmill 2 System (T2) Quarterly Inspection
16:25-16:50,,FE-1,,TV (ISS-MCC) COULOMB CRYSTAL. Preparation and TV Downlink Tagupwith specialists (VHF)
16:45-17:00,,CDR,,DSC/CLLD Memory Card Replacement
16:50-17:10,,FE-1,,IMS Update
17:00-18:30,,CDR,,Physical Exercise (ARED)
17:10-17:25,,FE-1,,Private Medical Conference (Ku + S-band)
17:10-17:25,,FE-2,,Evening Work Prep
17:25-18:25,,FE-1,,"Physical Exercise (VELO), Day 1"
17:25-17:40,,FE-2,,Private Medical Conference (Ku+S-band)
17:40-19:10,,FE-2,,"Physical Exercise (TVIS), Day 1"
18:25-19:15,,FE-1,,Evening Work Prep
18:30-19:15,,CDR,,Evening Work Prep
19:15-19:30,,,,Daily Planning Conference (S-band)
19:30-21:30,,"FE-1, FE-2",,Pre-sleep
19:30-19:35,,CDR,,Start Video
19:35-21:25,,CDR,,Pre-sleep
21:25-21:30,,CDR,,Terminate Video
21:30-06:00,,,,SLEEP
Task List,,"FE-1, FE-2",,Preparation of reports for Roskosmos site
GMT,CREW,ACTIVITY,,
06:00-06:10,FE-1,Morning Inspection. SM ПСС [Caution & Warning Panel] TestInspection of СМ-У connector on МНР-НС pump behind АСУ panel139.,,
06:00-06:10,"CDR,FE-2",Morning Inspection,,
06:10-06:40,,Post-sleep,,
06:40-07:30,,BREAKFAST,,
07:30-07:50,,Work Prep,,
07:50-08:05,,Daily Planning Conference (S-band),,
08:05-08:45,FE-2,Installation and connection of 17КС.30Ю 8230А-2030 cable to TORUonboard simulator setup. Tagup with specialists (S-band),,
08:05-10:05,FE-1,Medical Kit Audit,,
08:15-08:25,CDR,EHS Air Quality Monitoring (AQM) Start,,
08:25-09:15,CDR,ICV Monitoring Prep,,
08:50-11:20,FE-2,"Fungistat treatment of areas behind FGB panels 404, 405",,
09:15-10:15,CDR,Physical Exercise (CEVIS),,
10:05-10:15,FE-1,TVIS Ops Video Prep,,
10:15-11:15,FE-1,"Physical Exercise (TVIS), Day 4",,
10:15-10:30,CDR,T2 Monthly Inspection,,
10:30-10:40,CDR,COL PWS Reboot,,
11:05-11:10,CDR,ISS HAM Radio Hardware Setup,,
11:10-11:25,CDR,HAM Radio Session,,
11:15-11:25,FE-1,MOLNIYA-GAMMA Saving science and service data to a flash card(start). Tagup with specialists (S-band),,
11:20-12:50,FE-2,Physical Exercise (ARED),,
11:50-12:25,"CDR,FE-1",Crew Medical Restraint System (CMRS) - Checkout,,
12:25-12:40,"CDR,FE-1",Respiratory Support Pack Checkout,,
12:40-12:50,CDR,WRS Water Sample Analysis,,
12:40-12:50,FE-1,"ON MCC GO (in the event of TC, CC restart) Vozdukh Switchover toAutomatic Mode",,
12:50-13:20,,Crew handover conference,,
13:20-14:20,,LUNCH,,
14:20-16:20,FE-2,"Fungistat treatment of areas behind FGB panels 404, 405",,
14:20-15:00,FE-1,ВБ-3М Cycle Ergometer Crank Arm R&R,,
14:20-14:25,CDR,EHS - Air Quality Monitor (AQM) End,,
14:25-14:35,CDR,FIR Photo/Video Setup,,
14:35-14:50,CDR,FIR Door Opening,,
14:50-14:55,CDR,LMM (Light Microscopy Module) Rotation,,
14:55-16:05,CDR,PACE Sample Changeout,,
15:00-15:30,FE-1,Crew Medical Officer (CMO) Proficiency Training,,
15:30-17:00,FE-1,Physical Exercise (ARED),,
16:05-16:15,CDR,LMM Rotation To Operational Position,,
16:15-16:30,CDR,FIR Rack Doors Close,,
16:20-16:25,FE-2,Photo/TV - Camcorder Checkout,,
16:25-17:20,FE-2,"Physical Exercise (TVIS), Day 4",,
16:30-16:40,CDR,TOCA 2 Data Recording,,
16:40-17:00,CDR,Evening Work Prep,,
17:00-18:30,CDR,Physical Exercise (ARED),,
17:00-17:10,FE-1,MOLNIYA-GAMMA Saving Science and Service Data to a Flash Card(terminate) Tagup with specialists (S-band),,
17:10-18:00,FE-1,MOLNIYA-GAMMA Setup and Downlink. Tagup with specialists (S-band),,
17:20-18:00,FE-2,СОЖ Maintenance,,
18:00-18:20,FE-1,IMS Update,,
18:00-18:45,FE-2,Evening Work Prep,,
18:20-18:30,FE-1,Stowing Equipment Used for TVIS Video Shoot,,
18:30-18:45,CDR,Journal entry,,
18:30-18:35,FE-1,TVIS Video Transfer to VTR,,
18:35-18:45,FE-1,Evening Work Prep,,
18:45-19:00,,Daily Planning Conference (S-band),,
19:00-19:20,FE-2,Evening Work Prep,,
19:00-19:30,"CDR,FE-1",Evening Work Prep,,
19:20-19:30,FE-2,"ON MCC GO (in the event of TC, CC restart) Monitoring SecondaryPurification Unit Temperature after Elektron Activation",,
19:30-19:35,CDR,Start Video,,
19:30-21:30,"FE-1,FE-2",Pre-sleep,,
19:35-21:25,CDR,Pre-sleep,,
21:25-21:30,CDR,Terminate Video,,
21:30-06:00,,SLEEP,,
Task List,"FE-1,FE-2",Preparation of reports for Roskosmos site,,
GMT,,CREW,,ACTIVITY
06:00-06:10,,CDR,,Morning Inspection
06:00-06:10,,FE-2,,Morning Inspection. SM ПСС [Caution & Warning Panel] Test
06:00-06:10,,FE-1,,SONOCARD Experiment termination
06:10-06:40,,"CDR, FE-2",,Post-sleep
06:10-06:20,,FE-1,,Morning Inspection
06:20-06:50,,FE-1,,Post-sleep
06:40-07:30,,"CDR, FE-2",,BREAKFAST
06:50-07:30,,FE-1,,BREAKFAST
07:30-07:45,,,,Work Prep
07:45-08:00,,,,Daily Planning Conference (S-band)
08:00-08:15,,,,ISS Crew and ГОГУ (RSA Flight Control Team Management) WeeklyConference (S-band)
08:15-09:10,,CDR,,ICV Data Transfer
08:15-08:30,,"FE-1, FE-2",,IMS Tagup (S-band)
08:30-08:40,,FE-1,,BREAKFAST
08:30-10:30,,FE-2,,Pumping Urine from EDV-U to Progress 413 Rodnik Water Tank 2
08:40-08:55,,FE-1,,SONOCARD Copy Data to RSE-MED Laptop
08:55-09:25,,FE-1,,COULOMB CRYSTAL. Hardware Teardown
09:10-10:40,,CDR,,Physical Exercise (ARED)
09:25-10:55,,FE-1,,"CONSTANTA Setup, Photo/Video, Session 5. Tagup with specialists (S-band)"
10:40-12:00,,FE-2,,Physical Exercise (ARED)
10:40-11:40,,CDR,,Physical Exercise T2
10:55-11:55,,FE-1,,"Physical Exercise (TVIS), Day 4"
11:45-12:00,,CDR,,Journal entry
12:00-12:40,,,,CheCS OBT
12:40-12:45,,CDR,,ALTEA Dosimeter Activation
12:45-13:00,,CDR,,Colloid Flash Disk Exchange
13:00-14:00,,,,LUNCH
14:00-14:30,,CDR,,Cargo Stowage
14:00-14:40,,FE-1,,IDENTIFICATION. Copy ИМУ-Ц micro-accelerometer data to laptop
14:00-14:35,,FE-2,,СОЖ Maintenance
14:30-14:45,,CDR,,Private Psychological Conference
14:35-15:15,,FE-2,,Cleaning ВД1 and ВД2 Air Ducts in DC-1
14:40-16:00,,FE-1,,Activity with SM panels (327 and 130). Tagup with specialists (S-band)
14:45-16:15,,CDR,,Waste and Hygiene Compartment (WHS) Urine Receptacle and Insert FilterChangeout
15:15-16:15,,FE-2,,Progress 413 Transfers and IMS Updates
16:05-16:55,,FE-1,,Download Pille Dosimeter Readings
16:15-17:35,,FE-2,,Cleaning ventilation screens on FGB interior panels
16:15-16:45,,CDR,,Ultrasound 2 - Setup and Activation
16:45-17:10,,CDR,,Integrated Cardiovascular (ICV) Echo Ultrasound Scan Preparation
16:55-18:25,,FE-1,,Physical Exercise (ARED)
17:10-18:10,,CDR,,ICV Echo Scan
17:35-18:35,,FE-2,,"Physical Exercise (TVIS), Day 4"
18:10-18:20,,CDR,,Ultrasound 2 - Data Transfer
18:20-18:25,,CDR,,Glove Box (MSG) Powerdown
18:25-18:30,,CDR,,Evening Work Prep
18:25-18:55,,FE-1,,Evening Work Prep
18:35-18:55,,FE-2,,Evening Work Prep
18:30-18:45,,CDR,,Ultrasound 2 - Deactivation and Stowage
18:45-18:55,,CDR,,Evening Work Prep
18:55-19:10,,,,Daily Planning Conference (S-band)
19:10-19:20,,CDR,,Pre-sleep
19:10-19:25,,"FE-1, FE-2",,Pre-sleep
19:20-19:25,,CDR,,Start Video
19:25-19:45,,,,FD / ISS crew conference
19:45-21:25,,CDR,,Pre-sleep
19:45-21:30,,"FE-1, FE-2",,Pre-sleep
21:25-21:30,,CDR,,Terminate Video
21:30-06:00,,,,SLEEP
Task List,,"FE-1, FE-2",,Preparation of reports for Roskosmos site
,,,,
GMT,CREW,ACTIVITY,,
06:00-06:10,"CDR, FE-1",Morning Inspection,,
06:00-06:10,FE-2,"Morning Inspection.Visual Inspection of MRM1 БПП-4, БПП-7 FusesVisual Inspection of MRM2 Circuit Breakers [АЗС] and Fuses",,
06:10-06:40,,Post-sleep,,
06:40-07:30,"CDR, FE-2",BREAKFAST,,
06:40-07:30,FE-1,BREAKFAST. SM ПСС [Caution & Warning Panel] Test (after breakfast),,
07:30-10:00,FE-1,"Weekly HousekeepingSM ventilation subsystem preventive maintenance, Group E, Group B2FGB ЦВ2 Fan Cleaning",,
07:30-10:30,"CDR, FE-2",,,
10:00-11:30,FE-1,"Physical Exercise (TVIS), Day 1",,
10:30-10:35,CDR,CGBA Status Check,,
10:35-11:35,CDR,Physical Exercise T2,,
11:30-11:45,FE-1,Private Family Conference (Ku + S-band),,
11:35-13:05,CDR,Physical Exercise (ARED),,
12:00-13:00,FE-2,"Physical Exercise (VELO), Day 1",,
12:00-12:30,FE-1,Weekly HousekeepingCleaning Potok Air Purification System Pre-filter,,
13:05-13:35,,Weekly Planning Conference (S-band),,
13:35-14:35,,LUNCH,,
14:35-15:15,FE-2,СОЖ Maintenance,,
14:35-14:45,CDR,Food Frequency Questionnaire,,
14:45-14:50,CDR,HMS Defibrillator Inspection,,
14:50-15:50,CDR,CSL Server Reload,,
15:00-15:20,FE-1,Hardware setup,,
15:20-15:30,"FE-1, FE-2",Crew prep for TV greeting,,
15:30-15:50,"FE-1, FE-2",TV Greetings (Ku + S-band),,
15:50-16:20,CDR,Psychological Evaluation Program (WinSCAT),,
16:00-17:30,FE-2,"Physical Exercise (TVIS), Day 1",,
17:30-18:30,FE-1,"Physical Exercise (VELO), Day 1",,
19:30-21:30,,Pre-sleep,,
21:30-06:00,,SLEEP,,
Task List,"FE-1,FE-2",URAGAN. Observations and Photography,,
ECON. Observations and Photography,,,,
SEINER Ocean Observations,,,,
Prep of New Year Greetings at Roscosmos TV Studio,,,,
GMT,,CREW,,ACTIVITY
06:00-06:05,,CDR,,Reaction Self Test
06:05-06:10,,CDR,,Morning Inspection
06:00-06:10,,"FE-1, FE-2",,Morning Inspection
06:10-06:40,,,,Post-sleep
06:40-07:30,,"CDR, FE-2",,BREAKFAST
06:40-07:30,,FE-1,,BREAKFAST. SM ПСС [Caution & Warning Panel] Test (after breakfast)
07:30-10:30,,CDR,,Weekly Housekeeping
07:30-10:30,,FE-1,,"Weekly HousekeepingSM Ventilation Subsystem Preventive Maintenance, Group EFGB ЦВ2 Fan CleaningCleaning БМП (Micropurification Unit) Fan Grille"
07:30-09:30,,FE-2,,
09:30-11:00,,FE-2,,Physical Exercise (ARED)
10:30-10:35,,CDR,,CGBA Status Check
10:30-11:30,,FE-1,,"Physical Exercise (TVIS), Day  2"
10:40-11:40,,CDR,,Physical Exercise T2
11:00-12:00,,FE-2,,"Weekly HousekeepingSM Ventilation Subsystem Preventive Maintenance, Group EFGB ЦВ2 Fan CleaningCleaning БМП (Micropurification Unit) Fan Grille"
11:30-11:45,,FE-1,,Private Family Conference (Ku + S-band)
11:40-13:10,,CDR,,Physical Exercise (ARED)
12:00-13:00,,FE-1,,Compression of Progress 413 Tank 2
13:10-13:40,,,,Weekly Planning Conference (S-band)
13:40-14:40,,,,LUNCH
