0,1,2,3,4
17:50-18:20,,FE-1,INTERACTION Experiment Ops,
18:00-18:20,,FE-2,IMS Update,
18:05-18:55,,FE-5,Evening Work Prep,
18:10-18:15,,FE-4,HEMATOCRIT  Hardware Setup,
18:15-19:05,,FE-4,Evening Work Prep,
18:20-19:05,,"FE-1, FE-2",Evening Work Prep,
18:35-19:05,,FE-6,Evening Work Prep,
18:55-19:05,,FE-5,Pre-sleep,
19:05-19:30,,,Daily Planning Conference (S-band),
19:30-19:35,,CDR,P/TV Playback Start,
19:30-21:20,,FE-4,Pre-sleep,
19:30-21:30,,"FE-1, FE-2,FE-5, FE-6",Pre-sleep,
19:35-21:25,,CDR,Pre-sleep,
21:20-21:30,,FE-4,SONOCARD Experiment Start,
21:25-21:30,,CDR,P/TV Playback End,
21:30-06:00,,,SLEEP,
Task List,,"FE-1, FE-2,FE-4",Preparation of reports for Roskosmos site,
GMT,,CREW,,ACTIVITY
06:00-06:10,,"CDR, FE-2",,Morning Inspection
06:00-06:10,,FE-1,,Morning Inspection. SM ПСС [Caution & Warning Panel] Test
06:10-06:15,,FE-1,,Biochemical Urine Test
06:10-06:40,,CDR,,Post-sleep
06:15-06:40,,FE-1,,Post-sleep
06:15-06:20,,FE-2,,Biochemical Urine Test
06:20-06:25,,FE-2,,URISIS Hardware Stowage
06:25-06:45,,FE-2,,Post-sleep
06:40-07:30,,"CDR, FE-1",,BREAKFAST
06:45-07:30,,FE-2,,BREAKFAST
07:30-07:40,,FE-2,,Work Prep
07:30-07:50,,"CDR, FE-1",,Work Prep
07:40-07:50,,FE-2,,Verification of anti-virus scan results on Auxiliary Computer System (ВКС)laptops
07:50-08:05,,,,Daily Planning Conference (S-band)Report to MCC Anti-virus scan results on Auxiliary Computer System (ВКС)Laptops
08:05-08:15,,,,Work Prep
08:15-08:20,,CDR,,CUCU Deactivation
08:25-08:30,,CDR,,HMS Defibrillator Inspection
08:15-08:35,,FE-1,,24-hour BP Monitoring - terminate
08:15-08:55,,FE-2,,СОЖ Maintenance
08:35-09:35,,FE-1,,Routing МБРЛ [РСЕ] and БУАП [Antenna Switching Controller] Cables in SM.Tagup with specialists (S-band + VHF)
08:35-09:05,,CDR,,CIR Payload Review
08:55-09:25,,FE-2,,24-hour BP Monitoring (start)
09:05-10:35,,CDR,,Physical Exercise (ARED)
09:25-10:25,,FE-2,,Troubleshooting loss of SSC-2 Ethernet connectivity with BRI. Tagup withspecialists (S-band)
09:35-11:05,,FE-1,,Installation of РСЕ Z0000 Space-To-Space Radio in ISS SM. Tagup withspecialists (S-band +VHF)
10:25-11:55,,FE-2,,Cleaning ГЖТ4 (Gas-Liquid Heat Exchanger) ВТ-7 Fan Screen
10:35-11:25,,CDR,,CIR Stow Gather
11:05-12:35,,FE-1,,Installation and activation of БУАП [Antenna Switching Controller]. Tagup withspecialists (S-band +VHF)
11:25-11:40,,CDR,,CIR - Maintenance Work Area Prep
11:40-11:50,,CDR,,CIR Photo/TV Prep
11:50-12:00,,CDR,,CIR Front End Cap Open
12:00-12:15,,CDR,,CIR Front End Cap Open
12:00-13:30,,FE-2,,Physical Exercise (ARED)
12:15-12:50,,CDR,,MDCA CIA Removal
12:35-13:35,,FE-1,,"Physical Exercise (TVIS), Day 4"
12:50-13:35,,CDR,,MDCA Two Fuel Reservoir Replacement using MWA
13:30-14:30,,FE-2,,LUNCH
13:35-14:35,,"CDR, FE-1",,LUNCH
13:35-14:35,,"CDR, FE-1",,LUNCH
14:35-16:35,,FE-1,,Replacement of Light Units in FGB (6 ea.).  Tagup with specialists (S-band)
14:35-15:20,,CDR,,MDCA Radiometer Replacement
14:45-17:15,,FE-2,,Replacement of lights and light panel fuses. Tagup with specialists (S-band)
15:20-15:55,,CDR,,MDCA CIA Installation
15:55-16:15,,CDR,,CIR Front Door Close
16:15-16:25,,CDR,,CIR Front End Cap Close
16:25-17:10,,CDR,,CIR Hardware Restow
16:35-16:50,,FE-1,,Private Medical Conference (Ku + S-band)
16:50-17:10,,FE-1,,IMS Update
17:10-18:35,,FE-1,,Physical Exercise (ARED)
17:15-17:30,,CDR,,PCS Laptop Connect
17:15-18:15,,FE-2,,"Physical Exercise (TVIS), Day 4"
17:30-18:25,,CDR,,Physical Exercise T2
18:25-18:30,,CDR,,Shutting down T2 software to transfer data
18:30-18:35,,CDR,,SLT Reboot
18:35-18:50,,,,Daily Planning Conference (S-band)
18:50-19:30,,"FE-1, FE-2",,Evening Work Prep
18:50-19:25,,CDR,,Evening Work Prep
19:25-19:30,,CDR,,P/TV Playback Start
19:30-19:35,,CDR,,Powering down T2 Display
19:30-21:20,,FE-2,,Pre-sleep
19:30-21:30,,FE-1,,Pre-sleep
19:35-21:25,,CDR,,Pre-sleep
21:20-21:30,,FE-2,,BAR Pyren Charging Start
21:25-21:30,,CDR,,P/TV Playback End
21:30-06:00,,,,SLEEP
Task List,,"FE-1,FE-2",,Preparation of reports for Roskosmos site
GMT,CREW,ACTIVITY,,
06:00-06:10,"CDR, FE-1,FE-2",Morning Inspection,,
06:00-06:05,FE-5,Reaction Self Test,,
06:00-06:05,FE-4,PLAZMENNYI KRISTALL. Pressure Check,,
06:00-06:05,FE-6,Urine spot test,,
06:05-06:10,FE-5,Urine Spot Test,,
06:05-06:10,FE-4,Morning Inspection,,
06:05-06:10,FE-6,Reaction Self Test,,
06:10-06:40,,Post-sleep,,
06:40-07:30,"CDR, FE-2,FE-4, FE-5,FE-6",BREAKFAST,,
06:40-07:30,FE-1,BREAKFAST. SM ПСС [Caution & Warning Panel] Test (afterbreakfast),,
07:30-10:30,"CDR,FE-5",Weekly Housekeeping,,
07:30-08:30,FE-6,Weekly Housekeeping,,
07:30-07:45,FE-2,БМП Ф2 Absorption Cartridge Regeneration (start),,
07:30-10:00,FE-1,"Weekly HousekeepingSM Ventilation Subsystem Preventive Maintenance, Group EFGB ЦВ2 Fan Cleaning",,
07:30-10:30,FE-4,,,
07:45-10:45,FE-2,,,
08:30-10:00,FE-6,Physical Exercise (ARED),,
10:00-11:00,FE-6,Physical Exercise T 2,,
10:00-10:15,FE-1,"Private Family Conference (S + Ku-band, S/G1, S/G2-- backup)",,
10:30-10:40,FE-5,Station Support Computer (SSC) Server Fan Cleaning,,
10:30-12:00,FE-4,Physical Exercise (ARED),,
10:40-10:45,CDR,CGBA Status Check,,
11:00-13:00,FE-6,Weekly Housekeeping,,
11:00-12:30,FE-1,"Physical Exercise (TVIS), Day 3",,
11:00-12:00,CDR,Physical Exercise T 2,,
12:00-13:30,CDR,Physical Exercise (ARED),,
12:00-13:00,FE-2,"Physical Exercise (TVIS), Day 3",,
13:00-13:30,FE-1,Weekly HousekeepingCleaning Potok Air Purification System Pre-filters in SM and FGB,,
13:30-14:00,,Weekly Planning Conference,,
14:00-15:00,"FE-1, FE-2,FE-4, FE-5,FE-6",LUNCH,,
14:00-14:05,CDR,ISS HAM – Comm Config in SM,,
14:05-14:20,CDR,ISS HAM Session,,
14:20-15:20,CDR,LUNCH,,
15:00-15:05,FE-6,PROK Diet Logging (Day 1),,
15:00-15:10,FE-5,Food Frequency Questionnaire,,
15:00-15:15,FE-4,"Private Family Conference (S + Ku-band, S/G1, S/G2-- backup)",,
15:00-15:40,FE-1,СОЖ Maintenance,,
15:05-16:50,FE-6,ICV Monitoring Start,,
15:10-15:15,FE-5,PROK Diet Logging (Day 2-4),,
15:20-15:30,CDR,Food Frequency Questionnaire,,
15:20-15:30,FE-5,ICV Start Operator Assistance,,
15:30-16:00,CDR,Psychological Evaluation Program (WinSCAT),,
15:45-15:55,FE-5,ICV Start Operator Assistance,,
16:30-17:30,FE-5,Physical Exercise T 2,,
16:30-17:30,FE-4,"Physical Exercise (TVIS), Day 3",,
16:50-17:00,FE-6,ICV 10-Minute Resting Event,,
17:05-17:15,FE-6,Food Frequency Questionnaire,,
17:30-18:30,FE-1,"Physical Exercise (VELO), Day 3",,
17:30-19:00,FE-5,Physical Exercise (ARED),,
17:50-18:05,FE-6,Private Medical Conference,,
18:30-19:30,FE-2,"Physical Exercise (VELO), Day 3",,
19:00-19:20,FE-5,HRF Hardware Setup for Urine Collection,,
19:15-19:30,CDR,Journal Entry,,
19:25-19:30,FE-6,ICV Battery Changeout,,
19:30-21:25,"FE-4, FE-5",Pre-sleep,,
19:30-21:30,"CDR, FE-1",Pre-sleep,,
19:30-21:20,FE-6,Pre-sleep,,
19:30-21:15,FE-2,Pre-sleep,,
21:15-21:30,FE-2,БМП Ф2 Absorption Cartridge Regeneration (termination),,
21:20-21:25,FE-6,ICV Battery Changeout,,
21:25-21:30,FE-6,Reaction Self Test,,
21:25-21:30,FE-4,PLAZMENNYI KRISTALL. Pressure Check,,
21:25-21:30,FE-5,Reaction Self Test,,
21:30-06:00,.,SLEEP,,
Task List,"FE-1, FE-2,FE-4",URAGAN. Observations and Photography,,
SEINER Ocean Observations,,,,
ECON. Observations and Photography,,,,
Preparation of reports for Roskosmos site,,,,
GMT,,CREW,,ACTIVITY
09:30-09:40,,FE-1,,Morning Inspection. SM ПСС [Caution & Warning Panel] Test
09:30-09:40,,"FE-2, CDR",,Morning Inspection
,,,,
,,,,
,,,,
09:40-10:10,,"FE-2, CDR,FE-1",,Post-sleep
10:10-11:00,,"CDR, FE-2,FE-1",,BREAKFAST
11:00-11:15,,"FE-1, FE-2,CDR",,Daily Planning Conference (S-band)
11:15-11:25,,CDR,,CWC Audit
11:15-11:30,,FE-1,,Work Prep
11:15-11:40,,FE-2,,Work Prep
11:30-11:40,,CDR,,USOS Window Shutter Close
11:30-11:40,,FE-1,,Monitoring TV signal on SSC1 Laptop during MPEG Streaming Test
11:40-11:55,,"CDR, FE-2,FE-1",,ISS Crew and ГОГУ (RSA Flight Control Team Management) WeeklyConference (S-band)
11:55-12:05,,CDR,,Ham Radio Hardware Deactivation
11:55-12:10,,"FE-2, FE-1",,IMS Tagup (S-band)
12:05-12:50,,CDR,,CIR Stowage.
12:30-13:30,,FE-1,,"Physical Exercise (VELO), Day 3"
12:35-14:05,,FE-2,,Physical Exercise (ARED)
12:55-13:00,,CDR,,Activation of A31P Laptop
13:00-14:00,,CDR,,Physical Exercise (CEVIS)
13:30-15:30,,FE-1,,Monitoring Soyuz 703 Rendezvous with ISS (MRM1)
14:00-15:35,,CDR,,US Equipment Transfers from 45P
14:05-14:20,,FE-2,,Comm Config prior to Soyuz 703 docking to MRM1 Port
14:20-14:30,,FE-2,,Activation of Soyuz 703 TV Monitoring Assets
14:30-15:10,,FE-2,,СОЖ Maintenance
15:30-17:00,,FE-1,,"CONSTANTA.  Setup, Photo/Video, Recomb-K #2 Session 6"
15:30-15:40,,FE-2,,Comm reconfig for nominal ops
15:40-15:50,,FE-2,,Deactivation of SM TVS after docking
15:50-15:55,,FE-2,,On MCC Go Switch MRM1-Soyuz PEV to ЭЛЕКТ УПР (ELECTR CONTR)Position
16:05-16:15,,CDR,,Formaldehyde Monitoring Kit (FMK) Deployment Operations
16:15-16:25,,CDR,,Water Recovery System (WRS) Urine Processor Assembly (UPA) RecycleTank Cap Install
16:25-16:35,,CDR,,EHS Air Quality Monitoring (AQM) Start
16:30-17:30,,FE-2,,LUNCH
16:45-18:00,,FE-4,,On MCC GO Soyuz TMA703-MRM1 Interface Leak Check
16:45-16:50,,CDR,,ROALD2 Procedure Printout
17:00-18:00,,"CDR, FE-1",LUNCH,
17:30-18:00,,FE-2,"Preparation for Video Recording of Opening Transfer Hatches [ОПЛ] inMRM1 and live report ""Arrival of Expedition 30""",
18:00-18:30,,"FE-1, FE-4,FE-2","On MCC Go Soyuz-MRM1 Transfer Hatch Opening, TV coverage of HatchOpening, E30 Arrival (Ku + S-band)",
,,"FE-6, FE-5,CDR","TV PAO ""Opening Transfer Hatches"" (Recording and Playing), Live Report""Arrival of Expedition 30"" (Ku + S-band)",
18:30-18:40,,FE-5,"Terminate Drying of Soyuz 703 Suits 1, 2",
18:30-18:50,,CDR,Grab Sample Container (GSC) Sampling Operations,
18:30-18:50,,FE-4,On MCC Go Installing quick release screw clamps on the MRM1 side,
18:30-18:40,,FE-2,Deactivation of TV Equipment after TV PAO,
18:40-18:55,,FE-5,Start Drying of Soyuz 703 Suit #3,
18:55-19:40,,.,Safety Briefing,
19:40-19:45,,CDR,KUBIK. Checking Current Temperature,
19:40-19:45,,FE-5,Set up the 1st pair of gloves for drying (Soyuz 703),
19:40-20:00,,FE-2,Photos of Scuff Marks Left by Soyuz Docking Mechanism Probe on MRM1Passive Docking Mechanism Cone after Soyuz 703 Docking,
19:40-21:10,,FE-1,"Physical Exercise (TVIS), Day 3",
19:40-20:40,,FE-4,Soyuz 703 Deactivation,
19:45-21:15,,CDR,Physical Exercise (ARED),
20:00-20:20,,FE-2,Downlink MRM1 АСП Docking Cone internal surface photo via OCA,
20:15-20:20,,FE-5,Terminate drying the first pair of gloves and start drying the second pair(Soyuz 703),
20:20-20:40,,FE-2,IMS Update,
20:35-20:50,,FE-5,Private Medical Conference,
20:40-21:20,,FE-2,IDENTIFICATION. Copy ИМУ-Ц micro-accelerometer data to laptop,
20:40-21:35,,FE-4,Soyuz 703  Transfers and IMS Ops,
20:50-20:55,,FE-5,Terminate drying the second pair of gloves (Soyuz 703),
20:50-21:05,,FE-6,Private Medical Conference,
20:55-21:25,,FE-5,Crew Quarters Outfitting,
21:05-21:35,,FE-6,Crew Quarters Outfitting,
21:10-21:25,,FE-1,Activation of Soyuz 232 [СА] Gas Analyzer,
21:15-21:30,,CDR,Removal of Ku-band TV downlink hardware,
21:25-21:40,,FE-5,"Terminate drying 3rd suit, start drying the 3rd pair of gloves (Soyuz 703)",
21:30-21:40,,CDR,HAM Radio Power Up,
21:35-21:55,,FE-4,Soyuz 703 Transfers and ESA Kits Handover to USOS / r/g 8006,
21:40-21:45,,CDR,EHS - Air Quality Monitor (AQM) End,
21:45-21:55,,FE-2,Kit Handover Photography,
21:50-21:55,,FE-5,SHD - Daily Questionnaire,
21:50-22:00,,CDR,SOLO: Insertion of PCBA pouches into MELFI,
21:55-22:15,,FE-4,MATRYOSHKA-R. Handover of PADLES Detectors for Transfer to USOS / r/g8002,
21:55-22:05,,FE-5,SHD. Transfer of Questionnaire from Soyuz,
22:00-22:15,,CDR,Journal Entry,
22:05-22:40,,FE-6,Area Dosimeter Setup Delivered on 29S,
22:05-22:15,,FE-2,MATRYOSHKA-R. Handover Photos,
22:10-22:15,,FE-5,Terminate drying the third pair of gloves (Soyuz 703),
22:15-22:25,,"CDR, FE-1",ROALD2 PL Handover to USOS crew,
22:15-22:30,,"FE-5, FE-4",Soyuz 703 Suit and Glove Stowage after Drying,
22:25-22:35,,CDR,ROALD2 Transfer to Columbus,
22:30-22:45,,FE-4,BACTERIOPHAGE. Transfer BIOEKOLOGIYA Cases Soyuz 703,
22:35-22:55,,"FE-1, FE-5,FE-2",Evening Work Prep,
22:35-22:40,,CDR,Disconnect Display and Control Panel (DCP) Power Cable,
22:40-22:55,,CDR,Evening Work Prep,
22:45-23:00,,FE-4,BACTERIOPHAGE. Bioekologiya cases setup in SM,
22:55-23:20,,"FE-1, FE-2,FE-5, CDR,FE-6",Daily Planning Conference (S-band),
23:00-23:20,,FE-4,Daily Planning Conference (S-band),
23:20-23:30,,,Evening Work Prep,
23:30-23:35,,CDR,P/TV Playback Start,
23:30-01:00,,"FE-5, FE-4,FE-1, FE-2,FE-6",Pre-sleep,
23:35-00:55,,CDR,Pre-sleep,
00:55-01:00,,CDR,P/TV Playback End,
01:00-09:30,,,SLEEP,
Task List,,"FE-1,FE-2",Preparation of reports for Roskosmos site,
GMT,CREW,ACTIVITY,,
06:00-06:10,CDR,Morning Inspection,,
06:00-06:10,FE-1,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,
06:00-06:10,FE-2,SONOCARD Experiment Termination,,
06:10-06:40,"FE-1, CDR",Post-sleep,,
06:10-06:20,FE-2,Morning Inspection,,
06:20-06:50,FE-2,Post-sleep,,
06:40-07:30,"FE-1, CDR",BREAKFAST,,
06:50-07:40,FE-2,BREAKFAST,,
07:30-07:40,"FE-1, CDR",Work Prep,,
07:40-07:55,,Daily Planning Conference (S-band),,
07:55-08:15,FE-1,Work Prep,,
07:55-08:10,CDR,Work Prep,,
07:55-08:00,FE-2,Work Prep,,
08:00-08:15,FE-2,SONOCARD Copy Data to RSE-MED Laptop,,
08:10-08:30,CDR,Robonaut Procedure Review,,
08:15-08:55,FE-2,Replacement of Laptop RS3 with a new Laptop T61p with 8.05 SW Version.Tagup with specialists (S-band),,
08:15-10:15,FE-1,Progress 413 Transfers and IMS Updates,,
08:30-09:30,CDR,Physical Exercise (CEVIS),,
08:55-09:10,FE-2,Work Prep,,
09:10-09:15,FE-2,Activation of Laptop RS1,,
09:15-09:25,FE-2,Laptop RS1 Test. Tagup with specialists (S-band),,
09:30-09:45,CDR,ARED Flywheel Cylinder Evacuation,,
09:40-10:10,FE-2,КЦП1 Upload with a New SW Version 8.05. Tagup with specialists (S-band),,
09:45-11:15,CDR,Physical Exercise (ARED),,
10:10-10:15,FE-2,Deactivation of Laptop RS2,,
10:15-10:25,FE-2,RS1 Laptop-КЦП1-ЦВМ-ТВМ Command & Data Transmission Test. Tagupwith specialists (S-band),,
10:20-10:25,FE-1,Comm config to support voice comm from MRM2 during the experiment,,
10:25-11:25,FE-1,COULOMB CRYSTAL Experiment. Tagup with specialists (S-band),,
10:30-11:30,FE-2,"Physical Exercise (VELO), Day 3",,
11:15-11:25,CDR,Camcorder Activation for Robonaut Video in Node 2,,
11:25-11:40,CDR,Crew moves PPFS to deconflict with ROBONAUT operations,,
11:25-11:30,FE-1,MRM2 comm reconfig to initial,,
11:30-13:00,FE-2,URAGAN. Observations and photography using FSS PL. Tagup withspecialists (S-band),,
11:30-13:00,FE-1,Physical Fitness Evaluation (on treadmill),,
11:40-13:00,CDR,Robonaut Hardware Assembly,,
13:00-14:00,,LUNCH,,
14:00-14:10,FE-1,"On MCC Go Russian ODF БВС Replacement with Rev. 4 (00045119R,",,
,,"СМ1РО_2_214_ниша)Remove all pages from ODF Onboard Computer System [БВС] to discardUnstow replacement pages (0.5 СТВ 1126 (006575J, СМ1РО_3_305)Insert new pages into ODF Onboard Computer System [БВС].",,
14:00-14:40,FE-2,EDV (KOV) Separation for Electron system lid #7 in EDV (KOV) lid #1000,,
14:10-14:40,CDR,Robonaut Power Up,,
14:35-15:00,FE-1,ISS-MCC-M TV. COULOMB CRYSTAL. Preparation Steps and TV Downlink.Tagup with specialists (VHF),,
14:40-15:20,FE-2,СОЖ Maintenance,,
14:50-14:55,CDR,Robonaut Ready Pose,,
14:55-15:15,CDR,Robonaut Joint Checkout,,
15:00-16:10,FE-1,Progress 413 Transfers and IMS Ops,,
15:15-16:10,CDR,Robonaut Force Sensor Checkout,,
16:05-17:35,FE-2,Physical Fitness Evaluation (on treadmill),,
16:10-16:20,CDR,Robonaut Power Down,,
16:10-16:35,FE-1,ISS-MCC-M TV. COULOMB CRYSTAL. Preparation Steps and TV Downlink.Tagup with specialists (VHF),,
16:20-17:20,CDR,Robonaut Hardware Disassembly,,
16:35-17:00,FE-1,Collect SM and FGB Air Samples Using АК-1М Sampler,,
17:00-17:10,FE-1,ИПД air sampling for CO in SM,,
17:10-17:20,FE-1,SM Air Sampling For FREON Using АК-1М Sampler,,
17:20-17:35,FE-1,Evening Work Prep,,
17:20-17:35,CDR,Re-adjust PPFS back to original position,,
17:35-17:45,FE-2,КОБ2 4ГБ4 Half-Coupling Shell Coolant Leak Check,,
17:35-18:35,FE-1,"Physical Exercise (VELO), Day 3",,
17:45-17:55,FE-2,Evening Work Prep,,
17:50-18:05,CDR,PCS (Airlock) - Battery Replacement,,
17:55-18:10,FE-2,VHF2д test from SM using backup СТТС sets (VHF),,
18:05-18:20,CDR,ICV Ambulatory Monitoring End,,
18:10-18:40,FE-2,INTERACTION Experiment Ops,,
18:20-18:35,CDR,IMS and Stowage Conference,,
18:35-18:45,CDR,CWC Audit,,
18:35-18:45,FE-1,Evening Work Prep,,
18:45-19:00,.,Daily Planning Conference (S-band),,
19:00-19:15,FE-1,Evening Work Prep,,
19:00-19:20,FE-2,Evening Work Prep,,
19:00-19:30,CDR,Evening Work Prep,,
19:15-19:35,FE-1,Pre-sleep,,
19:20-19:50,FE-2,"ISS-MCC-M TV. TV Greetings (То=19:20, Т1, Т2, T3  from СПП)",,
19:30-19:35,CDR,Start Video,,
19:35-19:50,FE-1,ISS-MCC-M TV. TV greetings,,
19:35-21:25,CDR,Pre-sleep,,
19:50-21:15,FE-1,Pre-sleep,,
19:50-21:30,FE-2,Pre-sleep,,
21:15-21:30,FE-1,SONOCARD Experiment Start,,
21:25-21:30,CDR,Terminate Video,,
21:30-06:00,.,SLEEP,,
,,Preparation of reports for Roskosmos site,,
Task List,"FE-1, FE-2",Progress 413 Unloading and IMS Ops,,
,,IMS Update,,
GMT,,CREW,,ACTIVITY
06:00-06:10,,"CDR, FE-2",,Morning Inspection
06:00-06:10,,FE-1,,Morning Inspection. SM ПСС [Caution & Warning Panel] Test
06:10-06:40,,,,Post-sleep
06:40-07:30,,,,BREAKFAST
07:30-07:50,,"CDR, FE-1",,Work Prep
07:30-07:40,,FE-2,,Verification of anti-virus scan results on Auxiliary Computer System (ВКС)laptops
07:40-07:50,,FE-2,,Work Prep
07:50-08:05,,,,Daily Planning Conference (S-band).Report to MCC Anti-virus scan results on Auxiliary Computer System (ВКС)laptops
08:05-08:40,,FE-1,,Crew time for ISS adaptation and orientation
08:05-08:15,,CDR,,CIR Alignment Guide Installation
08:05-08:20,,FE-2,,Work Prep
08:15-08:35,,CDR,,Work Prep
08:20-08:40,,FE-2,,Crew time for ISS adaptation and orientation
08:40-09:50,,,,Increment Depress OBT Drill
09:50-11:05,,FE-2,,Study of veins in lower extremities
09:50-10:00,,FE-1,,Comm reconfig for nominal ops after Increment Depress OBT Drill
09:50-10:50,,CDR,,Crew time for ISS adaptation and orientation
10:00-11:10,,FE-1,,Progress 413 Transfers and IMS Updates
10:50-11:10,,CDR,,ТЕРС Relocation
11:10-11:25,,,,Conference for Emergency Response to Rapid Depress On-board ISS (S-band)
11:25-12:55,,FE-1,,Physical Exercise (ARED)
11:25-11:55,,FE-2,,Crew time for ISS adaptation and orientation
11:25-11:40,,CDR,,DSC/CLLD Memory Card Replacement
11:45-12:00,,CDR,,MSG Video Touch Pad Checkout
11:55-12:55,,FE-2,,"Physical Exercise (TVIS), Day 2"
12:00-12:55,,CDR,,Actiwatch and Holter 2 Data Download
12:55-13:55,,,,LUNCH
13:55-14:15,,,,Weekly Crew Conference with the ISS Program Management (S-band)
14:15-14:35,,CDR,,Water Recovery System (WRS) Tank Swap
14:15-15:05,,FE-1,,Progress 413 Transfers and IMS Updates
14:20-14:35,,FE-2,,Private Medical Conference (Ku + S-band)
14:35-14:50,,CDR,,Water Recovery System (WRS): Drain
14:35-15:15,,FE-2,,"EDV-KOV filling (separation) for Electron from CWC #1021 (30 L)(00060369J, NOD2D2)"
14:50-15:10,,CDR,,AMINE- Jumper Connect
15:05-15:35,,FE-1,,Vacuum Pressure Gauge Accuracy Check
15:15-15:55,,FE-2,,СОЖ Maintenance
15:20-15:35,,CDR,,Water Recovery System (WRS): Drain Termination
15:35-15:55,,CDR,,Water Recovery System (WRS): Tank Swap
15:35-15:40,,FE-1,,Comm config to support voice comm from MRM2 during the experiment
15:40-16:40,,FE-1,,COULOMB CRYSTAL. Review and Hardware Installation. Tagup withspecialists (S-band)
15:55-17:25,,CDR,,Physical Exercise (ARED)
15:55-16:10,,FE-2,,Verify ИП-1 sensor positions
16:10-16:30,,FE-2,,IMS Update
16:35-16:45,,FE-2,,PAO hardware setup
16:40-16:45,,FE-1,,MRM2 Comm reconfig to initial
16:45-16:55,,"FE-1, FE-2",,Crew Prep for PAO Event
16:55-17:15,,"FE-1, FE-2",,TV Greetings (Ku + S-band)
17:20-17:35,,FE-1,,Private Medical Conference (Ku + S-band)
17:25-18:20,,CDR,,Physical Exercise T2
17:25-18:55,,FE-2,,Physical Exercise (ARED)
17:35-18:35,,FE-1,,"Physical Exercise (TVIS), Day 2"
18:20-18:25,,CDR,,Shutting down T2 software to transfer data
18:25-18:35,,CDR,,Evening Work Prep
18:35-18:55,,FE-1,,Crew time for ISS adaptation and orientation
18:40-18:55,,CDR,,Questionnaire: journal entry
18:55-19:10,,,,Daily Planning Conference (S-band)
19:10-19:25,,CDR,,Evening Work Prep
19:10-19:30,,"FE-1, FE-2",,Evening Work Prep
19:25-19:30,,CDR,,Powering down T2 Display
19:30-19:35,,CDR,,P/TV Playback Start
19:30-21:30,,"FE-1, FE-2",,Pre-sleep
19:35-21:25,,CDR,,Pre-sleep
21:25-21:30,,CDR,,P/TV Playback End
21:30-06:00,,,,SLEEP
Task List,,"FE-1,FE-2",,Preparation of reports for Roskosmos site
GMT,CREW,,ACTIVITY,
06:00-06:10,"CDR, FE-2",,Morning Inspection,
06:00-06:10,FE-1,,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,
06:10-06:40,,,Post-sleep,
06:40-07:30,,,BREAKFAST,
07:30-07:55,,,Work Prep,
07:55-08:10,,,Daily Planning Conference (S-band),
08:10-08:25,,,ISS Crew and ГОГУ (RSA Flight Control Team Management) WeeklyConference (S-band),
08:25-08:35,CDR,,TVIS PCMCIA Card Formatting,
08:25-08:40,"FE-1, FE-2",,IMS Tagup (S-band),
08:35-08:50,CDR,,Water Recovery System (WRS) Waste Storage Tank Assembly (WSTA) Fill,
08:45-09:25,FE-2,,RS2 Laptop Replacement. Tagup with specialists (S-band),
08:45-10:15,FE-1,,"CONSTANTA Setup, Photo/Video, Session 3. Tagup with specialists (S-band)",
08:50-09:15,CDR,,VO2max PPFS Stowage,
09:15-10:05,CDR,,VO2. Hardware setup for experiment one,
09:45-09:55,FE-2,,Laptop RS2 Activation and Test. Tagup with specialists (S-band),
09:55-10:25,FE-2,,КЦП2 Upgrade to a New Version. Tagup with specialists (S-band),
10:05-10:15,CDR,,VO2max Video Setup,
10:15-11:05,FE-1,,Crew time for ISS adaptation and orientation,
10:15-10:40,CDR,,VO2max Protocol Preparation,
10:25-10:30,FE-2,,Deactivation of Laptop RS2,
10:30-11:10,FE-2,,Crew time for ISS adaptation and orientation,
10:40-11:20,CDR,,VO2max - PFS SW Calibration and Hardware Checkout,
11:05-11:40,FE-1,,СОЖ Maintenance,
11:10-12:40,FE-2,,Physical Exercise (ARED),
11:20-12:00,CDR,,VO2max Experiment Protocol,
11:40-12:40,FE-1,,"Physical Exercise (TVIS), Day 2",
12:00-12:55,CDR,,VO2max - PFS Closeout Ops,
12:40-13:40,"FE-1, FE-2",,LUNCH,
12:55-13:20,CDR,,EHS BP/ECG Checkout,
13:20-14:20,CDR,,LUNCH,
13:40-16:40,"FE-1, FE-2",,TVIS Chassis Inspection,
14:20-14:50,CDR,,VO2max Kit Consolidation,
14:50-15:10,CDR,,VO2 Stowage,
15:10-15:15,CDR,,VO2 Exercise Video Equipment Stow,
15:15-15:25,CDR,,CWC Audit,
15:25-16:55,CDR,,Physical Exercise (ARED),
16:40-17:25,FE-2,,TVIS - Perform Speed Characterization,
16:55-18:25,FE-1,,Physical Exercise (ARED),
16:55-17:25,CDR,,Crew time for ISS adaptation and orientation,
17:25-17:40,CDR,,MSG Video Touch Pad Checkout,
17:25-18:25,FE-2,,"Physical Exercise (TVIS), Day 2",
17:40-17:55,CDR,,IMS Tagup (S-band),
18:00-18:05,CDR,,VO2max - PFS Closeout Ops,
18:05-18:20,CDR,,Journal entry,
18:25-18:40,.,,Daily Planning Conference (S-band),
18:40-19:10,.,,Evening Work Prep,
19:10-19:30,.,,Flight Director/ISS Crew Tagup,
19:30-19:35,CDR,,P/TV Playback Start,
