0,1,2,3,4,5,7
TIME,CREW,,,,,
08:20-08:40,FE-6,Standardized Breakfast (ENERGY Food Kit),,,,
08:40-09:30,FE-6,Oxygen Uptake Measurements. Part 2,,,,
09:30-09:35,FE-6,Empty Bladder for ENERGY,,,,
09:35-10:55,FE-6,Oxygen Uptake Measurements. Part 3,,,,
,,Weekly Housekeeping,,,,
,,"SM Ventilation Subsystem Preventive Maintenance, Group E",,,,
,,FGB ЦВ2 Fan Cleaning,,,,
09:40-12:40,FE-4,,,,,
,,Inspection of Air Conditioner [СКВ],,,,
,,Cleaning SM and FGB Potok-150MK Air Purification System Pre-filters,,,,
,,(after 12:00),,,,
10:30-10:35,CDR,CGBA Status Check and Maintenance,,,,
10:35-11:35,CDR,Physical Exercise T2,,,,
10:55-11:15,FE-6,ENERGY - Urine Sample Collection,,,,
11:15-12:05,FE-6,Oxygen Uptake Measurements. Part 3.,,,,
12:05-12:25,FE-6,ENERGY - Urine Sample Collection,,,,
12:25-12:40,FE-6,PFS Energy Conclusion,,,,
12:40-13:10,,Weekly Planning Conference,,,,
13:40-14:40,,LUNCH,,,,
14:40-14:45,FE-6,ENERGY Diet Log of Lunch,,,,
15:15-15:30,FE-4,Private Psychological Conference (VHF),,,,
15:20-15:35,CDR,Questionnaire Data Entry,,,,
15:30-16:10,FE-4,СОЖ Maintenance,,,,
16:30-17:30,FE-6,Physical Exercise T2,,,,
TIME,CREW,,,,,
06:00-06:10,FE-4,"Morning Inspection.  Reboot Laptop RS2(1) Reboot Laptop RSS1, RSS2",,,,
06:00-06:05,"CDR, FE-6",Reaction Self Test,,,,
06:05-06:10,CDR,Morning Inspection,,,,
06:05-06:10,FE-6,ENERGY Experiment Crew Reminder,,,,
06:10-06:40,,Post-sleep,,,,
06:40-07:30,"CDR, FE-6",BREAKFAST,,,,
06:40-07:30,FE-4,BREAKFAST.  SM ПСС (Caution & Warning Panel) Test (after breakfast),,,,
07:30-07:35,FE-6,ENERGY Diet Log of Breakfast,,,,
08:30-08:50,CDR,M ICRO6. Second Group Activation and Installation,,,,
08:50-10:20,CDR,Physical Exercise (ARED),,,,
11:30-13:00,FE-4,"Physical Exercise (TVIS), Day 3",,,,
11:30-13:00,FE-6,Physical Exercise (ARED),,,,
13:00-14:00,,LUNCH,,,,
14:00-14:15,"FE-6, CDR",Sample Transfer and Inspection,,,,
14:15-14:20,CDR,GLACIER. Dragon Status Check,,,,
14:15-14:20,FE-6,ENERGY Diet Log of Lunch,,,,
14:30-15:00,,E33/E34 Crew Handover Conference,,,,
,,"СОЖ Maintenance. SM and FGB SVO, Sanitary and Hygienic",,,,
15:00-15:40,FE-4,"Equipment (СГО), СПКУ АСУ Counter, POTOK Air Purification",,,,
,,System Data Calldowns,,,,
15:10-15:25,FE-6,Private Family Conference,,,,
15:20-15:35,CDR,NanoRack Module 9 Activation,,,,
15:35-16:35,CDR,Physical Exercise (T2),,,,
16:50-17:05,C DR,,Private Family Conference,,,
17:25-17:40,CDR,,Nanoracks - Module 9 Deactivation,,,
17:25-17:35,FE-4,,TEN-MAYAK. Sputnik Activation in Relay Mode,,,
17:35-18:35,FE-4,,"Physical Exercise (VELO), Day 3",,,
17:45-18:45,FE-6,,Physical Exercise (CEVIS),,,
18:45-19:15,,,Evening Work Prep,,,
19:15-19:30,,,Daily Planning Conference (S-band),,,
19:30-21:25,CDR,,Pre-sleep,,,
19:30-19:35,FE-6,,ENERGY Diet Log of Dinner,,,
,,,,,,
19:35-21:25,FE-6,,Pre-sleep,,,
19:30-20:00,FE-4,,Pre-sleep,,,
20:00-20:10,FE-4,,TEN-MAYAK. Sputnik Hardware Deactivation,,,
TIME,CREW,,,,,
06:00-06:10,CDR,Morning Inspection,,,,
06:00-06:05,FE-6,Reaction Self Test,,,,
,,Morning Inspection.,,,,
06:00-06:10,FE-4,"Reload Laptop RS2(1) and RSS1,2",,,,
,,SM ПСС (Caution & Warning Panel) Test,,,,
06:05-06:10,FE-6,Morning Inspection,,,,
06:10-06:20,FE-4,Post-sleep,,,,
06:10-06:20,FE-6,,,,,
,,Hematocrit  Test,,,,
06:20-06:30,FE-4,,,,,
06:10-06:40,CDR,Post-sleep,,,,
06:20-06:40,FE-6,Post-sleep,,,,
06:30-06:35,FE-4,Hematocrit  Hardware Stowage,,,,
06:35-07:00,FE-4,Post-sleep,,,,
06:40-07:30,CDR,BREAKFAST,,,,
06:40-07:00,FE-6,BREAKFAST,,,,
07:00-07:50,FE-4,BREAKFAST,,,,
07:00-07:15,FE-6,Crew Discretionary Conference,,,,
07:15-07:30,FE-6,BREAKFAST,,,,
07:30-07:50,"CDR, FE-6",Work Prep,,,,
07:50-08:05,,Daily Planning Conference (S-band),,,,
08:05-09:05,CDR,Physical Exercise (CEVIS),,,,
08:05-08:20,FE-6,ISS Crew/SSIPC FD Conference,,,,
08:05-08:25,FE-4,Work Prep,,,,
08:20-09:20,FE-6,Physical Exercise T2,,,,
08:25-08:40,FE-4,БМП Ф2 Absorption Cartridge Regeneration (start),,,,
08:40-10:10,FE-4,ALBEDO. ФСС Hardware Checkout. Tagup with specialists (S-band),,,,
09:05-09:30,CDR,Potable Water Dispenser (PWD) Beverage Adapter (BA) Cleaning,,,,
09:20-10:35,FE-6,ICV Monitoring Start,,,,
09:35-09:45,CDR,ICV Start Operator Assistance,,,,
10:00-10:10,CDR,ICV Start Operator Assistance,,,,
10:10-11:30,FE-4,"Cleaning Ventilation Screens on FGB Interior Panels (pnls 116, 316, 231, 431)",,,,
10:10-13:40,CDR,In Flight Maintenance (IFM) ACTEX Filter Remove and Replace (R&R),,,,
10:35-10:45,FE-6,ICV. 10-minute Resting Event,,,,
10:45-11:25,FE-6,Microbe-III Air Sampling Device and Particle Counter Start,,,,
11:25-11:35,FE-6,MICB-AFL. MELFI Insertion,,,,
11:30-13:00,FE-4,"Physical Exercise (TVIS), Day 4",,,,
,,IFM Waste and Hygiene Compartment (WHC) Pre-Treat Tank Remove &,,,,
11:50-12:35,FE-6,,,,,
,,Replace,,,,
13:00-14:00,"FE-4, FE-6",LUNCH,,,,
13:40-14:40,CDR,LUNCH,,,,
14:00-14:40,FE-4,СОЖ Maintenance,,,,
14:00-14:05,FE-6,ICV-3H. Battery Replacement,,,,
14:05-15:05,FE-6,Dragon Pre-pack,,,,
14:40-16:30,FE-4,SM Ventilation System Preventive Maintenance. Group В1,,,,
14:45-14:55,CDR,PAO Hardware Setup,,,,
14:55-15:05,CDR,Crew Prep for PAO,,,,
,,Water Recovery Management (WRM) CWC-I (Iodinated Contingency Water,,,,
15:05-17:05,FE-6,,,,,
,,Container) Transfer,,,,
15:05-15:25,CDR,PAO Event,,,,
15:25-16:55,CDR,OGS ACTEX Equipment Relocation,,,,
16:30-16:45,FE-4,ИП-1 Flow Sensor Position Verification,,,,
16:45-17:45,FE-4,"Physical Exercise (VELO), Day 4",,,,
17:00-17:15,CDR,Private Medical Conference,,,,
17:35-19:05,CDR,Physical Exercise (ARED),,,,
17:45-18:00,FE-6,Private Medical Conference,,,,
18:00-18:05,FE-6,ICV-3H. Battery Replacement,,,,
18:10-18:20,FE-6,MICB. Air Sampling Device Start,,,,
18:10-19:00,FE-4,Evening Work Prep,,,,
18:20-19:00,FE-6,Evening Work Prep,,,,
19:00-19:05,FE-6,MICB. Air Sampling Device Ops Completion,,,,
19:00-19:35,FE-4,Pre-sleep,,,,
19:05-19:15,CDR,ALTEA Dosimeter Activation,,,,
19:05-19:15,FE-6,MICB-AFL. MELFI Insertion,,,,
19:15-19:30,FE-6,Pre-sleep,,,,
19:15-19:30,CDR,Pre-sleep,,,,
19:30-19:35,CDR,P/TV Playback Start,,,,
19:35-19:50,,Daily Planning Conference (S-band),,,,
19:50-21:25,CDR,Pre-sleep,,,,
19:50-21:15,FE-4,Pre-sleep,,,,
19:50-21:20,FE-6,Pre-sleep,,,,
21:15-21:30,FE-4,БМП Ф2 Absorption Cartridge Regeneration (termination),,,,
21:20-21:25,FE-6,ICV-3H MAKTA. Battery Replacement,,,,
21:25-21:30,FE-6,Reaction Self Test,,,,
21:25-21:30,CDR,P/TV Playback Stop,,,,
21:30-06:00,,SLEEP,,,,
,,IMS Update,,,,
,,ECON Observations and Photography,,,,
Task List,FE-4,,,,,
,,URAGAN Observations and Photography,,,,
,,Preparation of reports for Roskosmos site,,,,
TIME,CREW,,,,,
,"CDR, FE-1,",,,,,
06:00-06:10,"FE-2, FE-3,",Morning Inspection,,,,
,FE-6,,,,,
,,Morning Inspection.,,,,
06:00-06:10,FE-4,Reboot Laptop RS2(1),,,,
,,"RSS1, RSS2 Reboot",,,,
06:10-06:40,,Post-sleep,,,,
,,BREAKFAST.,,,,
06:40-07:30,FE-4,,,,,
,,SM ПСС (Caution & Warning Panel) Test (after breakfast),,,,
,"CDR, FE-1,",,,,,
06:40-07:30,"FE-2, FE-3,",BREAKFAST,,,,
,FE-6,,,,,
,"CDR, FE-3,",,,,,
07:30-07:50,,Work Prep,,,,
,FE-6,,,,,
,,Weekly Housekeeping,,,,
,"FE-4, FE-1,","SM Ventilation Subsystem Preventive Maintenance, Group E",,,,
07:30-10:15,FE-2,FGB ЦВ2 Fan Cleaning,,,,
,(Handover),БМП (Micropurification Unit) Fan Grille Cleaning,,,,
,,Inspection of Air Conditioner,,,,
,"CDR, FE-3,",,,,,
07:50-08:15,,Daily Planning Conference (S-band),,,,
,FE-6,,,,,
08:15-10:45,"CDR, FE-6",DCB - Dragon Double Coldbag Pack for Return,,,,
08:15-08:45,FE-3,Counter Measure System (CMS) Exercise Overview,,,,
08:45-09:45,FE-3,ISS Crew Orientation,,,,
,"FE-1, FE-2,",,,,,
10:15-10:30,,Weekly Planning Conference (S-band),,,,
,FE-4,,,,,
10:30-10:35,FE-2,TVIS PCMCIA Reformat,,,,
10:30-10:45,FE-3,Private Medical Conference,,,,
10:35-11:05,"FE-1, FE-2",Counter Measure System (CMS) Exercise Overview,,,,
10:45-11:05,"CDR, FE-6",DCB-BAG – Transfer,,,,
11:00-12:30,FE-4,"Physical Exercise (TVIS), Day 4",,,,
,,"GLACIER2 -Equipment Power Off, Transfer to Dragon, Setup and Power",,,,
11:05-12:05,CDR,,,,,
,,On,,,,
11:05-11:20,"FE-1, FE-2",Familiarization with Physical Exercise and TVIS Procedures,,,,
11:35-12:05,FE-6,Glacier Hardware P/TV,,,,
,"FE-1, FE-2,",,,,,
12:05-12:20,,CMS and ARED Introduction,,,,
,FE-3,,,,,
12:10-13:40,FE-6,Physical Exercise (ARED),,,,
12:10-12:55,CDR,MICRO6- Removal and Pre-pack for Return,,,,
12:25-13:55,FE-3,DRAGON. Transfer Ops,,,,
12:30-13:10,FE-4,СОЖ Maintenance,,,,
12:40-12:55,FE-1,Private Family Conference (Ku + S-band),,,,
TIME,CREW,,,,,
06:00-06:10,CDR,Morning Inspection,,,,
06:00-06:05,FE-6,ENERGY-D8-C Experiment Reminder,,,,
06:00-06:10,FE-4,"Morning Inspection Laptop RS2(1) and RSS1,2 Reboot",,,,
06:05-06:10,FE-6,Morning Inspection,,,,
06:10-06:40,,Post-sleep,,,,
06:40-07:30,"FE-6, CDR",BREAKFAST,,,,
06:40-07:30,FE-4,BREAKFAST. SM ПСС (Caution & Warning Panel) Test (after breakfast),,,,
07:30-07:35,CDR,Start Transfer Water from CWC I,,,,
,,"Weekly Housekeeping SM Ventilation Subsystem Preventive Maintenance,",,,,
,,Group E,,,,
07:30-10:30,FE-4,FGB ЦВ2 Fan Cleaning,,,,
,,Inspection of Air Conditioner [СКВ] БМП (Micropurification Unit) Fan Grille,,,,
,,Cleaning,,,,
07:30-07:35,FE-6,ENERGY Diet Log of Breakfast,,,,
07:35-10:35,CDR,Weekly Housekeeping,,,,
07:35-10:00,FE-6,Weekly Housekeeping,,,,
10:00-10:20,FE-6,MICB. Closeout Ops with Air Samplers,,,,
10:20-11:50,FE-6,Physical Exercise (ARED),,,,
10:30-12:00,FE-4,"Physical Exercise (TVIS), Day 2",,,,
10:35-10:40,CDR,CGBA Status Check,,,,
10:40-10:45,CDR,GLACIER. Dragon Status Check,,,,
10:45-11:00,CDR,Journal Entry,,,,
11:00-12:00,CDR,Physical Exercise T2,,,,
11:50-12:25,FE-6,Weekly Housekeeping,,,,
12:45-13:05,FE-6,ENERGY - Urine Sample Collection,,,,
13:05-13:10,FE-6,ENERGY - Water Sample Collection,,,,
13:10-13:40,,Weekly Planning Conference (S-band),,,,
13:40-14:40,,LUNCH,,,,
14:40-14:55,FE-4,Private Family Conference (Ku + S-band),,,,
14:40-14:50,CDR,Station Support Computer (SSC) Server Fan Cleaning,,,,
14:40-14:45,FE-6,ENERGY Diet Log of Lunch,,,,
15:00-15:05,CDR,Terminate water transfer to WPA WS tank,,,,
15:55-16:35,FE-4,СОЖ Maintenance,,,,
16:30-17:30,FE-6,Physical Exercise T2,,,,
16:35-16:45,FE-4,PAO Hardware Setup,,,,
16:45-16:55,FE-4,Crew Prep for PAO,,,,
16:55-17:10,FE-4,TV Greeting to K. E. Tsiolkovsky MATI on the 80th Anniversary,,,,
TIME,CREW,,,,,
06:00-06:10,CDR,Morning Inspection,,,,
,,Morning Inspection,,,,
06:00-06:10,FE-4,"Reload Laptop RS2(1) and RSS1,2 Inspection of СМ-У connector on",,,,
,,МНР-НС separator pump behind АСУ panel 139,,,,
06:00-06:05,FE-6,ENERGY-D3 Experiment Reminder,,,,
06:05-06:10,FE-6,Morning Inspection,,,,
06:10-06:40,,Post-sleep,,,,
06:40-07:30,"CDR, FE-6",BREAKFAST,,,,
06:40-07:30,FE-4,BREAKFAST. SM ПСС (Caution & Warning Panel) Test (after breakfast),,,,
07:30-07:35,FE-6,ENERGY Diet Log of Breakfast,,,,
07:50-08:20,CDR,USND2 Setup and Hardware Activation,,,,
08:25-10:30,CDR,SPRINT. Scanning Ops,,,,
08:50-09:10,FE-6,Assist with donning ultrasound equipment,,,,
09:10-10:40,FE-6,Physical Exercise (ARED),,,,
10:40-11:00,CDR,HAM Radio Session,,,,
10:50-11:30,FE-4,IDENTIFIKATSIYA. Copy results of ИМУ-Ц measurements to RSE-1 laptop,,,,
10:50-11:20,FE-6,Fill CWC-I from PWD Auxiliary Port,,,,
11:00-11:10,CDR,ULTRASOUND 2 Hardware Power off,,,,
11:15-12:45,CDR,Physical Exercise (ARED),,,,
11:30-13:00,FE-4,"Physical Exercise (TVIS), Day 1",,,,
11:35-11:50,FE-6,,,,,
,,"Water Recovery System, Filling a CWC-I from PWD Aux Port",,,,
12:20-12:35,FE-6,,,,,
13:00-14:00,,LUNCH,,,,
14:00-14:05,FE-6,ENERGY Diet Log of Lunch,,,,
14:00-14:40,FE-4,СОЖ Maintenance,,,,
14:40-15:10,FE-4,Auxiliary Laptop Anti-Virus Update,,,,
15:00-15:05,FE-6,Setting up video equipment to record T2 physical exercise,,,,
15:05-16:05,FE-6,Physical Exercise T2,,,,
16:05-16:10,FE-6,T2 Exercise Video Equipment Stow,,,,
16:20-16:35,FE-6,DRAGON Arrival Prep. Conference,,,,
16:45-17:40,CDR,Physical Exercise T 2,,,,
17:15-18:15,FE-4,"Physical Exercise (VELO), Day 1",,,,
17:40-17:45,CDR,Shutting down data transfer application,,,,
18:10-18:20,FE-6,WRS  WSTA Fill,,,,
18:20-19:10,FE-6,Evening Work Prep,,,,
18:25-19:15,"FE-4,CDR",Evening Work Prep,,,,
19:10-19:15,FE-6,Display Power down,,,,
TIME,CREW,,,,,
,,Morning Inspection.,,,,
06:00-06:10,FE-4,"Reload Laptop RS2(1) and RSS1,2 SM ПСС (Caution & Warning Panel)",,,,
,,Test,,,,
06:00-06:05,CDR,Reaction Self Test,,,,
06:00-06:05,FE-6,ENERGY-D5-C Experiment Reminder,,,,
06:05-06:15,CDR,Morning Inspection,,,,
06:05-06:10,FE-6,Morning Inspection,,,,
06:10-06:40,"FE-4, FE-6",Post-sleep,,,,
06:15-06:20,CDR,CUCU Power B Off,,,,
06:20-06:45,CDR,Crew Command Panel (CCP) Cable Route and Checkout,,,,
06:40-07:30,"FE-4, FE-6",BREAKFAST,,,,
06:45-07:05,CDR,Post-sleep,,,,
07:05-07:35,CDR,BREAKFAST,,,,
07:30-07:35,FE-6,ENERGY Diet Log of Breakfast,,,,
07:35-07:50,,Daily Planning Conference (S-band),,,,
07:50-08:15,FE-4,Work Prep,,,,
08:00-08:05,CDR,SSRMS Checkout,,,,
08:05-08:25,FE-6,RWS configuration to monitor DRAGON approach,,,,
08:15-11:15,FE-4,TIPOLOGIYA. Experiment Ops. Tagup with specialists (VHF),,,,
08:35-11:20,CDR,Dragon - R-bar approach,,,,
09:05-09:25,FE-6,Dragon - Node 2 pressurization and leak check,,,,
09:25-11:20,FE-6,Dragon - R-bar approach,,,,
11:20-11:55,"CDR, FE-6",Dragon SSRMS Capture,,,,
11:20-12:00,FE-4,Pre-pack ФИТ Freon Leak Analyzer for Return on Dragon,,,,
12:00-13:00,FE-4,"Physical Exercise (VELO), Day 3",,,,
12:05-12:20,CDR,Centerline Berthing Camera System (CBCS) installation on Node2 Nadir hatch and power up,,,,
12:05-12:20,FE-6,Private Medical Conference,,,,
12:20-13:20,"CDR, FE-6",LUNCH,,,,
13:00-14:00,FE-4,LUNCH,,,,
13:20-13:25,FE-6,ENERGY Diet Log of Lunch,,,,
13:25-13:35,CDR,Node 2 port CBM checkout prior to docking,,,,
13:40-14:00,"CDR, FE-6",SSRMS Dragon maneuver for ISS berthing,,,,
14:00-15:00,FE-4,KULONOVSKIY KRISTALL. Experiment Ops. Tagup with specialists (VHF),,,,
14:00-14:10,CDR,Node 2 CBM COTS Vehicle Berthing 1st Stage,,,,
14:10-14:15,FE-6,SSRMS Limp Mode,,,,
14:15-14:35,CDR,Node 2 CBM COTS Vehicle Berthing 2nd Stage and Bolt Driving Complete,,,,
TIME,CREW,,,,,
,"CDR,FE-3,FE-",,,,,
06:00-06:10,"6,",Morning Inspection.,,,,
,"FE-2,FE-1",,,,,
,,Morning Inspection.,,,,
06:00-06:10,FE-4,Reboot Laptop RS2(1),,,,
,,"Reload Laptop RSS1, RSS2",,,,
06:10-06:40,,Post-sleep,,,,
06:40-07:30,FE-4,BREAKFAST.  SM ПСС (Caution & Warning Panel) Test (after breakfast),,,,
,"FE-1, FE-2,",,,,,
06:40-07:30,"CDR, FE-3,",BREAKFAST,,,,
,FE-6,,,,,
07:30-08:40,"FE-3, FE-6",Dragon Vestibule Configuration for Demate,,,,
07:30-07:35,CDR,Install camera to transmit image to LAB RWS Monitor 3,,,,
08:05-08:15,CDR,USOS Window Shutter Close,,,,
08:25-10:10,CDR,Dragon/Node 2 Vestibule Depress,,,,
08:40-10:10,FE-3,Physical Exercise (ARED),,,,
08:40-08:45,FE-6,CUCU Power B ON,,,,
08:45-09:05,FE-6,Crew Command Panel (CCP) Cable Route and Checkout,,,,
09:05-10:00,FE-6,Physical Exercise Т2,,,,
10:10-10:55,CDR,Node 2 - Remove CBM Bolts and Deploy Latches,,,,
10:15-10:30,FE-2,Private Family Conference,,,,
10:40-10:50,FE-3,MELFI-CBT – Review,,,,
10:55-11:45,"CDR,FE-6",Compensation for working overtime,,,,
11:05-11:20,FE-3,Private Medical Conference,,,,
11:30-13:00,FE-4,"Physical Exercise (TVIS), Day 1",,,,
11:35-12:35,FE-3,Crew time for ISS adaptation and orientation,,,,
12:10-12:15,FE-6,SSRMS Checkout,,,,
12:10-12:15,CDR,Install camera to transmit image to LAB RWS Monitor 3,,,,
12:15-12:35,FE-6,Configure RWS to Monitor Dragon Departure,,,,
12:15-12:30,CDR,NANORACK - Module 9 Activation,,,,
12:30-12:35,CDR,SSRMS - Dragon Release Preparation,,,,
12:55-13:50,"CDR,FE-6",SSRMS Dragon Release,,,,
13:00-14:00,"FE-1, FE-2, FE-3, FE-4",LUNCH,,,,
13:50-14:50,"FE-6, CDR",LUNCH,,,,
14:00-14:40,FE-4,СОЖ Maintenance.,,,,
,"FE-2,FE-1",,,,,
,Handover,,,,,
14:00-15:30,FE-3,Elite-S2 – test camera installation,,,,
,,,No OCA access:,,21:45-23:15,
,4.,,,,,
,5.,,,No exercise:No Т2 exercise:,,10:10-11:1511:15-13:3013:42-13:47
,,,,,,
,,,,,,
TIME,CREW,,,,,
06:00-06:10,"FE-6, CDR",Morning Inspection,,,,
,,Morning Inspection.,,,,
,,"Reload Laptop RS2(1) and RSS1,2",,,,
,,Visual Inspection of Circuit Breakers [АЗС] on DC Power Switch Panel (БВП),,,,
06:00-06:10,FE-4,"and Fuses on MRM2 Fuse Boxes 30, 36",,,,
,,SM ПСС (Caution & Warning Panel) Test,,,,
,,Inspection of СМ-У connector on МНР-НС separator pump behind АСУ panel,,,,
,,139,,,,
06:10-06:40,,Post-sleep,,,,
06:40-07:30,,BREAKFAST,,,,
07:30-07:45,FE-6,Work Prep,,,,
07:30-07:50,"CDR,FE-4",Work Prep,,,,
07:45-07:50,FE-6,Open LAB Window Shutter for ISSAC ops.,,,,
07:50-08:05,,Daily Planning Conference (S-band),,,,
,,Waste and Hygiene Compartment (WHC) Pre-Treat Tank and Pre-Treat Tank,,,,
08:05-09:55,CDR,,,,,
,,Hose Remove & Replace,,,,
08:05-11:00,FE-6,LAB – clean starboard aft IMV fan,,,,
08:15-11:45,FE-4,Dismantle PCE Z0000 unit in SM,,,,
09:55-10:55,CDR,Physical Exercise (CEVIS),,,,
10:55-12:55,CDR,Express 2(LAB1O1) Rack – Express-2 T61p laptop set-up for software installation,,,,
11:00-11:10,FE-6,WRS – water sample analysis,,,,
11:10-12:40,FE-6,Physical Exercise (ARED),,,,
11:45-12:05,FE-4,Re-mate КСК2 cables from МБРЛ to БКИПН,,,,
12:15-12:45,FE-4,СОЖ Maintenance,,,,
12:40-12:45,FE-6,Inspect and service CGBA camera,,,,
12:45-13:45,"FE-4,FE-6",LUNCH,,,,
12:55-13:55,CDR,LUNCH,,,,
13:45-14:15,FE-4,MATI-75. Review and preparation steps,,,,
13:50-14:00,FE-6,TOCA 2 – data recording,,,,
13:55-14:05,CDR,Glove Box (MSG) - activation,,,,
14:00-14:10,FE-6,EHS – AQM ops start,,,,
14:10-14:15,FE-6,HRF2 Data Management Unit File Update Overview,,,,
14:15-14:25,FE-6,HRF2 Data Management Unit File Update,,,,
14:15-14:40,FE-4,"MATI-75. Configuration, v/camera setup",,,,
14:25-14:55,FE-6,HRF2 Data Management Unit File Update,,,,
14:25-14:30,CDR,Load DTN laptop using installation DVD,,,,
14:40-15:10,CDR,InSpace3 set-up end,,,,
14:40-14:45,FE-4,MATI-75. Photography of Experiment Setup,,,,
14:45-14:50,FE-4,MATI-75. Container #1 Experiment Run,,,,
14:55-15:55,FE-6,Dragon - cargo transfer preparation,,,,
14:55-15:05,FE-4,MATI-75. Swap Containers and Run Experiment with Container #2,,,,
15:10-15:20,FE-4,MATI-75. Swap Containers and Run Experiment with Container #3,,,,
15:10-15:20,CDR,Glove Box (MSG) – disconnect power,,,,
15:20-16:50,CDR,Physical Exercise (ARED),,,,
15:30-15:45,FE-4,MATI-75. Closeout Ops,,,,
15:55-17:25,FE-4,Physical Exercise (TVIS) – day 2,,,,
16:25-16:45,FE-6,Filling out POMS Questionnaire,,,,
16:10-17:05,FE-6,Physical Exercise (T2),,,,
,,Express 2(LAB1O1) Rack – remove Quatech map from Express-2 T61p laptop,,,,
16:50-17:10,CDR,,,,,
,,and stow,,,,
17:10-17:15,CDR,Set-up video equipment to record Physical Exercise on ROBOT,,,,
17:15-17:25,CDR,Set-up KTP robo equipment,,,,
17:25-18:15,"CDR,FE-6",OBT – mode 3 –Dragon grapple,,,,
17:25-18:25,FE-4,"Physical Exercise (VELO), Day 2",,,,
18:20-18:30,"CDR,FE-6",Dragon OBT Debrief,,,,
18:25-18:50,FE-4,Evening Work Prep,,,,
18:30-18:35,CDR,OBT – exit SIM mode,,,,
18:30-18:35,FE-6,Shutting down Т2 software to transfer data,,,,
18:35-18:50,FE-6,Evening Work Prep,,,,
18:35-18:40,CDR,Stow video equipment to record Physical Exercise on ROBOT,,,,
18:50-19:05,,Daily Planning Conference (S-band),,,,
19:05-19:15,FE-4,Evening Work Prep,,,,
19:05-19:30,CDR,Evening Work Prep,,,,
19:05-19:10,БИ-6,EHS – AQM ops end,,,,
19:10-19:30,БИ-6,Evening Work Prep,,,,
19:15-21:10,FE-4,Pre-sleep,,,,
19:30-19:35,CDR,P/TV Playback Start,,,,
19:30-19:35,FE-6,Display Power down,,,,
19:35-21:25,"CDR, FE-6",Pre-sleep,,,,
21:10-21:20,FE-4,ALBEDO. Battery charge (start),,,,
,,LCS (Laser Communication System). Activate RSE-LCS laptop to start data,,,,
21:20-21:30,FE-4,,,,,
,,recording,,,,
21:25-21:30,CDR,P/TV Playback Stop,,,,
21:25-21:30,FE-6,REMINDER-ICV ECHO-2,,,,
21:30-06:00,,SLEEP,,,,
,,Preparation of reports for Roskosmos site,,,,
,,URAGAN Observations and Photography,,,,
Task List,FE-4,,,,,
,,ECON Observations and Photography,,,,
,,IMS Update,,,,
TIME,CREW,ACTIVITY,,,,
06:00-06:10,FE-4,"Morning Inspection. SM ПСС (Caution & Warning Panel) Test  Reload Laptop RS2(1) and RSS1,2",,,,
06:00-06:05,FE-6,ENERGY-D7-C Experiment Reminder,,,,
06:00-06:10,CDR,Morning Inspection,,,,
06:05-06:10,FE-6,Morning Inspection,,,,
06:10-06:40,,Post-sleep,,,,
06:40-07:30,"CDR, FE-4",BREAKFAST,,,,
06:40-07:20,FE-6,BREAKFAST,,,,
07:20-07:25,FE-6,REMINDER Experiment Procedure Review,,,,
07:25-07:30,FE-6,ENERGY Diet Log of Breakfast,,,,
07:30-07:45,,Daily Planning Conference (S-band),,,,
07:45-08:00,,ISS Crew and ГОГУ (RSA Flight Control Team Management) Weekly Conference (S-band),,,,
08:00-08:20,"CDR, FE-4",Work Prep,,,,
08:10-08:50,FE-6,MICB. Air Sampling Device and Particle Counter Start,,,,
08:20-08:30,CDR,CWC Audit,,,,
08:30-08:45,FE-4,IMS Tagup (S-band),,,,
08:30-08:35,CDR,Treadmill Т2 Monthly Inspection,,,,
08:45-09:45,FE-4,Sputnik HAM Radio Outfitting. Tagup with specialists,,,,
08:50-09:00,FE-6,MICB-AFL. MELFI Insertion,,,,
09:00-10:30,FE-6,Physical Exercise (ARED),,,,
09:45-10:45,CDR,DRAGON. Transfers,,,,
09:45-10:45,FE-4,Switch failed НПМ-4 АСН-М Navigation Equipment,,,,
10:45-11:00,,SpaceX1 Delta Emergency Response Review,,,,
11:00-11:30,FE-4,Switch failed НПМ-4 АСН-М Navigation Equipment,,,,
11:00-12:30,CDR,DRAGON  Transfers,,,,
11:05-11:15,FE-6,TOCA Waste Water Bag (WWB) Changeout,,,,
11:15-11:25,FE-6,MICB. Particle Counter Completion,,,,
11:25-11:55,FE-6,DRAGON  Transfers,,,,
11:30-13:00,FE-4,"Physical Exercise (TVIS), Day 1",,,,
12:05-12:50,FE-6,JEM Airlock Closeout Ops /,,,,
12:40-13:40,CDR,LUNCH,,,,
12:50-13:50,FE-6,LUNCH,,,,
13:00-14:00,FE-4,LUNCH,,,,
13:40-13:50,CDR,PAO Hardware Setup,,,,
13:50-14:00,CDR,Crew Prep for PAO,,,,
13:50-13:55,FE-6,ENERGY Diet Log of Lunch,,,,
14:00-14:40,FE-4,СОЖ Maintenance,,,,
12:55-13:55,,LUNCH,,,,
13:55-14:15,,Crew conference with Astronaut Office,,,,
14:15-14:20,FE-6,White Tube Sampling Familiarization,,,,
14:15-14:40,FE-4,On-orbit Hearing Assessment using EARQ,,,,
14:15-14:25,CDR,WHC UPA Config,,,,
14:20-14:45,FE-6,Microbe-III Tube Location Photography,,,,
14:25-14:40,CDR,Private Medical Conference,,,,
