0,1,2,3,5
19:30-21:30,"CDR,FE-1,FE-2, FE-3,FE-6",Pre-sleep,,
21:20-21:30,FE-5,Closing USOS window shutter,,
21:30-06:00,.,Sleep,,
,,EKON-M. Observation and photography,,
,,SEYNER. World Ocean study,,
Task List,CDR,URAGAN. Observation and photography,,
,,Recording video for Roskosmos press office,,
,,Prepare reports for Roskosmos web-site,,
14:00-16:35,CDR,ТК 708 Stowage Ops,,
14:00-14:10,FE-3,PROK Diet Logging (Day 1),,
,,Changeout of СРВК-2М purification column assembly [БКО]. Install No.,,
14:00-14:30,FE-4,"1202057 (СМ1РО_1_134_1 , 00057348R)). Discard the removed unit.",,
,,Reflect changes in IMS,,
14:05-15:05,FE-2,Loading Disposable Hardware to ТК 708,,
14:20-14:30,FE-3,RWS Powerdown in Cupola,,
14:30-14:40,FE-3,PAO Hardware Setup,,
14:30-14:50,FE-5,SPHERES Closeout,,
14:30-15:10,FE-4,СОЖ Maintenance  On MCC Go Filling ЕДВ (КОВ),,
14:35-14:50,FE-6,RST - Checkout (Preparation),,
14:40-14:50,FE-3,Crew Prep for PAO,,
14:50-15:10,FE-5,SPHERES - SSC Relocation,,
14:50-15:10,FE-3,PAO Event,,
15:00-16:10,FE-6,GHF - Measuring Resistance of Heating Elements,,
15:05-15:35,FE-2,Crew Departure Prep,,
15:10-16:35,FE-3,ARED Exercise,,
15:10-15:30,FE-4,Photography of Removable Cassette Container [СКК] No. 9,,
15:25-15:35,FE-5,On MCC Go ATV - ISS Pressurization with Oxygen (terminate),,
,,"СКПФ1, СКПФ2 Dust Filter Replacement and MRM1 ГЖТ Cleaning",,
15:30-16:30,FE-4,"(ФГБ1ПГО_2_226_1, bag 417-32 (00059604R)). Reflect changes in",,
,,IMS.,,
15:35-16:35,FE-2,"БД-2 Exercise, Day 4",,
15:55-17:05,FE-5,Periodic Fitness Evaluation - Nom Ops (subject),,
16:15-16:20,FE-6,RST - Prep for Deactivation,,
16:20-16:50,FE-6,Periodic Fitness Evaluation -NOM OPS (assistance),,
16:30-17:10,FE-4,IDENTIFIKATSIYA. Copy ИМУ-Ц micro-accelerometer data to laptop,,
16:35-16:45,CDR,OBSTANOVKA. Download of Obstanovka P/L Data from БСПН to RSS1 (termination),,
16:35-18:20,FE-3,Remove and Replace Air Selector Valve (ASV) in Node 3,,
16:35-17:35,FE-2,On MCC Go Transfer urine From ЕДВ-У to ATV Tank,,
16:45-17:45,CDR,"T2 Exercise, Day 1",,
16:50-18:00,FE-6,ASIAN SEED - Closeout Ops,,
17:05-17:10,FE-5,Photo/TV Camcorder Setup Verification,,
17:10-17:35,FE-4,MATRYOSHKA-R. Monitoring Lulin-5 readings,,
17:10-18:35,FE-5,ARED Exercise,,
17:35-17:55,FE-2,MEMBRANA. Remove capsules from thermostat and stow. Tagup with specialists (S-band),,
17:35-18:35,FE-4,"БД-2 Exercise, Day 4",,
17:45-18:15,CDR,VZAIMODEISTVIYE. Experiment Ops,,
17:55-18:15,FE-2,MEMBRANA. Hardware Removal and Stowage,,
TIME,CREW,ACTIVITY,,
06:00-06:10,CDR,Morning Inspection. Laptop RS2(1) Reboot,,
06:00-06:05,FE-5,Reaction Self Test,,
06:00-06:05,FE-6,Reaction Self Test,,
06:05-06:10,"FE-5,FE-6",Morning Inspection,,
06:10-06:40,.,Post-sleep,,
06:40-07:30,CDR,BREAKFAST. SM ПСС (Caution & Warning Panel) Test,,
06:40-07:30,"FE-5,FE-6",BREAKFAST,,
07:30-10:30,FE-5,Weekly Housekeeping,,
,,Еженедельная уборка станции,,
,,"SM Ventilation Subsystem Preventive Maintenance, Group E, Group А /",,
07:30-09:30,CDR,FGB ЦВ2 Fan Cleaning,,
,,Inspection of Air Conditioner,,
07:30-07:40,FE-6,Gathering O2/CO2 Samples,,
07:40-10:40,FE-6,Weekly Housekeeping,,
10:30-10:45,CDR,Weekly Planning Conference (S-band),,
10:30-10:40,FE-5,CGBA - Status Check and Monitor Cleaning,,
10:40-11:40,FE-5,CEVIS Exercise,,
10:40-11:40,FE-6,T2 Exercise,,
11:00-12:00,CDR,"VELO Exercise, Day 2",,
11:40-13:10,FE-6,ARED Exercise,,
12:00-12:10,FE-5,MSG - Visual inspection and activation,,
,,Weekly Housekeeping,,
12:00-13:00,CDR,Cleaning Potok-150 MK Air Purification System Pre-filters in SM and FGB,,
12:45-13:40,FE-5,InSPACE3 – payload ops,,
13:40-14:40,.,LUNCH,,
14:40-14:45,FE-5,PROK- hardware setup,,
14:40-14:55,CDR,"Phone interview with ""Russian Cosmos"" magazine editor",,
14:40-14:50,FE-6,Close valve HV01 of МСА,,
14:45-15:15,FE-5,Unstow EPO-LAPLACE,,
15:00-15:40,CDR,СОЖ Maintenance,,
15:30-15:55,FE-5,INSP3 - Closeout Ops,,
16:05-16:15,FE-5,MSG Hardware Deactivation,,
16:15-17:30,FE-5,EPO-LAPLACE payload ops,,
17:30-18:00,FE-5,Stow EPO-LAPLACE Equipment,,
18:00-19:30,FE-5,Physical Exercise (ARED),,
18:00-19:30,CDR,"БД-2 Exercise, Day 2",,
19:30-21:30,CDR,Pre-sleep,,
