0,1,2
08:10-09:30,FE-2,Weekly Housekeeping Cleaning Auxiliary Computer System (ВКС) Laptops / r/g 1141
09:30-11:00,FE-2,"VELO Exercise, Day 2"
10:00-11:00,FE-4,"БД-2 Exercise, Day 2"
10:30-11:30,CDR,CEVIS Exercise
10:40-11:40,FE-5,Crew Departure Prep
10:55-11:10,FE-3,Audio Journal Entry FE3
11:00-12:00,FE-2,"БД-2 Exercise, Day 2"
11:30-13:00,FE-3,ARED Exercise
12:00-12:10,CDR,CGBA - Status Check and Monitor Cleaning
12:00-13:00,FE-2,"Weekly Housekeeping / МО, Book 1, 1.2.1, p. 1-2 Cleaning Potok-150 MK Air Purification System Pre-filters"
12:00-13:00,FE-5,T2 Exercise
12:20-13:20,FE-1,LUNCH
12:35-12:50,CDR,Private Medical Conference
,"CDR, FE-2,",
13:00-14:00,"FE-3  FE-4,",LUNCH
,FE-5,
13:20-15:20,FE-1,Power supply check to БССТ and data channel check from БССТ to RSK1. Tagup with specialists
14:00-14:05,CDR,G1 - Camcorder Setup
14:00-14:40,FE-2,СОЖ Maintenance
14:00-16:00,FE-4,Soyuz 711 Transfers for Return
14:00-14:15,FE-5,Journal Entry
14:05-14:35,CDR,PCG - Micro-G Setup
14:20-14:25,FE-5,VEG - Daily Plant Check
14:35-14:40,CDR,G1 - Camcorder Closeout Ops
15:05-15:25,FE-3,HRF Urine Sample Collection
15:20-15:35,"FE-1, FE-2",Recording of Video Greetings
15:25-15:30,FE-3,HRF - MELFI Sample Insertion
15:30-16:30,FE-3,T2 Exercise
15:30-17:00,CDR,ARED Exercise
16:00-17:30,FE-4,"БД-2 Exercise, Day 2"
17:00-18:00,FE-1,ARED Exercise
17:05-18:35,FE-5,ARED Exercise
18:00-19:30,FE-1,"БД-2 Exercise, Day 3"
18:30-19:10,FE-4,Microbial sample collection (Sampling for Kit 1) /
19:05-19:25,FE-3,HRF Urine Sample Collection
19:10-19:30,FE-4,MO-21 Prep. Ecosfera battery charge
19:25-19:30,FE-5,PETRI - Turning lights off
19:25-19:30,FE-3,HRF - Sample MELFI Insertion
,"CDR, FE-1,",
19:30-21:30,"FE-2, FE-4,",Pre-sleep
,FE-5,
19:30-21:25,FE-3,Pre-sleep
21:25-21:30,FE-3,Reading REMINDER
21:30-06:00,,SLEEP
Task List,"FE-1, FE-2,",ECON-M. Observations and Photography
FE-4,Preparation of reports for Roscosmos site,
,Test Operation of МИС on ISS RS,
"FE-1, FE-2",,
,URAGAN Observations and Photography,
TIME,CREW,ACTIVITY
06:00-06:10,FE-4,"Morning Inspection. RSS1,2 Reboot"
06:00-06:05,FE-3,Reading REMINDER
06:00-06:10,FE-5,USOS Window Shutter Close
06:00-06:10,CDR,Morning Inspection
06:00-06:10,FE-1,Morning Inspection. SM ПСС (Caution & Warning Panel) Test
06:00-06:10,FE-2,Morning Inspection. Laptop RS1(2) Reboot
06:05-06:20,FE-3,HRF - Sample collection in preparation for cold stowage insertion.
,"CDR, FE-1, FE-",
06:10-06:40,,Post-sleep
,"2, FE-4, FE-5",
06:20-06:25,FE-3,HRF - MELFI Sample Insertion
06:25-06:55,FE-3,Post-sleep
,"CDR, FE-4, FE-",
06:40-07:25,,BREAKFAST
,5,
06:40-07:30,"FE-1, FE-2",BREAKFAST
06:55-07:30,FE-3,BREAKFAST
07:25-07:30,CDR,PETRI - Turning Lights On
07:25-08:25,"FE-4, FE-5",ТК 711 СУДН No. 2 Test Before Undocking
,"CDR, FE-1, FE-",
07:30-07:55,,Daily Planning Conference (S-band)
,"2, FE-3",
07:55-08:05,FE-3,Work Prep
,,MEMBRANA. Experiment Setup with Kit No. 1 (Activate Mode 2) Tagup with
07:55-08:40,FE-2,
,,specialists
07:55-10:05,FE-1,SM Ventilation System Preventive Maintenance. Group C
07:55-08:55,CDR,WHC Fill
08:05-08:25,FE-3,FIR Door Opening
08:25-08:35,FE-3,LMM - Light Microscopy Module Rotation
08:25-08:45,FE-5,Work Prep
08:25-08:40,FE-4,ТК 711 АСУ Activation
08:35-08:50,FE-3,PETRI - Checking Petri Plates
08:40-08:45,FE-2,MEMBRANA.  Mode 2 Activation (Experiment start)
,"FE-4, FE-2 -",
08:50-09:45,,LBNP Exercise (PRELIMINARY) / Tagup with specialists
,assists,
08:50-09:45,FE-3,LMM - Installation of Petri plates in LMM AFC
08:55-09:55,CDR,T2 Exercise
09:15-09:30,FE-5,Private Medical Conference
09:45-10:05,"FE-2, FE-4",Work Prep
09:45-09:55,FE-3,LMM - Light Microscopy Module Rotation
09:55-10:55,FE-5,T2 Exercise
09:55-10:10,FE-3,FIR - Door closure
09:55-10:05,CDR,CSPN - G1 Camcorder Installation
10:05-11:35,"FE-1, FE-2",Installing and Connecting EKTS Antenna Feeder Cables. Tagup with specialists
10:05-10:30,FE-4,MATRYOSHKA-R. Pre-pack BUBBLE-dosimeter memory card and Tritel I/F unit
,,for return. Tagup with specialists
10:05-10:30,CDR,CSPN – Introduction
10:10-10:40,FE-3,VEGGIE - Hardware Checkout
10:30-11:30,FE-4,Crew Departure Prep
10:30-10:35,CDR,G1 Closeout Ops.
10:40-10:45,CDR,SHD - Weekly Questionnaire
10:45-11:00,CDR,Private Medical Conference
10:55-12:25,FE-5,ARED Exercise
11:00-11:20,CDR,BLR48 - Memory Card Replacement.
11:20-12:20,CDR,LUNCH
11:25-11:40,FE-3,VEG - Maintenance Work Area (MWA) Preparation
11:35-12:15,FE-1,СОЖ Maintenance
11:40-13:10,FE-3,VEG - Experiment start
11:40-11:45,FE-2,MEMBRANE Deactivate Heating Mode
11:50-12:05,FE-4,"ТК 711 IRIDIUM Phone Charging - Setup, Initiate Charging"
,,On MCC Go Mating EKTS Antenna Feeder Cable connectors. Tagup with
11:55-12:15,FE-2,
,,specialists
12:15-12:35,FE-1,IMS Update
12:15-12:20,FE-4,ТК 711 IRIDIUM Phone Charging - Battery Status Check
12:15-12:35,FE-2,Installing and Connecting EKTS Antenna Feeder Cables. Tagup with specialists
12:20-12:30,FE-4,ТК 711 IRIDIUM Phone Charging - Terminate Charge
12:20-13:45,CDR,CSPN - Sample prep
,"FE-1, FE-2, FE-",
12:35-13:35,,LUNCH
,4,
12:45-13:45,FE-5,LUNCH
13:10-13:15,FE-3,VEG - MELFI Water Sample Insertion
13:15-14:15,FE-3,LUNCH
13:35-13:45,FE-1,ТК 712 IRIDIUM Phone Charging - Initiate Charge
13:35-14:15,FE-2,Installing and Connecting EKTS Antenna Feeder Cables. Tagup with specialists
,"CDR, FE-4, FE-",
13:45-16:45,,ТК 711 Descent OBT.Tagup with specialists
,5,
13:55-14:00,FE-1,ТК 712 IRIDIUM Phone Charging - Battery Status Check
14:00-14:15,FE-1,"ТК 712 IRIDIUM Phone Recharge, Terminate Charge, Teardown of the setup"
14:15-14:20,FE-3,APEX - Sample Retrieval from GLACIER
,,On MCC Go Mating EKTS Antenna Feeder Cable connectors. Tagup with
14:15-14:35,FE-2,
,,specialists
14:15-14:55,FE-1,Life On The Station Photo and Video
14:20-14:35,FE-3,APEX - Sample Exchange
14:35-14:40,FE-3,APEX - Sample Retrieval from GLACIER
14:35-14:55,FE-2,Installing and Connecting EKTS Antenna Feeder Cables. Tagup with specialists
14:40-14:45,FE-3,APEX - Sample Insertion into MELFI
14:50-14:55,FE-3,SHD - Weekly Questionnaire
14:55-15:05,FE-3,Private conference with exercise specialist
15:05-16:35,FE-3,ARED Exercise
TIME,CREW,
06:00-06:05,CDR,Reading reminder
06:00-06:10,FE-1,"Morning Inspection. RSS1,2 Reboot"
06:00-06:10,FE-2,Morning Inspection Laptop RS1(2) Reboot
06:00-06:05,CDR,Morning Inspection
06:10-06:40,,Post-sleep
06:40-07:30,"CDR, FE-2",BREAKFAST
06:40-07:30,FE-1,"Breakfast, SM ПСС (Caution & Warning Panel) Test (after breakfast)"
07:30-10:30,CDR,Weekly Housekeeping
,,Weekly Housekeeping SM Ventilation Subsystem Preventive
10:00-12:00,FE-1,"Maintenance, Group E"
,,FGB ЦВ2 Fan Cleaning Inspection of Air Conditioner
10:00-13:00,FE-2,Weekly Housekeeping.
10:30-12:00,CDR,ARED
12:00-13:00,CDR,T2
12:00-13:00,FE-1,Weekly Housekeeping Cleaning SM and FGB Potok-150MK Air Purification System Pre-filters
13:00-14:00,,LUNCH
14:00-14:10,CDR,RST. Preparing for Closeout Ops
14:00-14:40,FE-2,СОЖ Maintenance
15:10-15:15,CDR,VEG - Daily Plant Check
15:15-15:30,CDR,VEG - Plant Water Refill
15:40-15:55,CDR,Private Family Conference
16:00-17:00,FE-1,"БД-2 Exercise, Day 2"
17:00-18:30,FE-1,ARED Exercise
17:00-18:00,FE-2,"VELO Exercise, Day 1"
18:00-19:30,FE-2,"БД-2 Exercise, Day 1"
19:30-21:30,,Pre-sleep
21:30-06:00,,SLEEP
,,Test Operation of МИС on ISS RS
Task List,"FE-1, FE-2",Preparation of reports for Roscosmos site
,,ECON-M. Observations and Photography
TIME,CREW,
04:30-04:40,CDR,Morning Inspection
04:40-05:00,CDR,Post-sleep
05:00-05:50,CDR,BREAKFAST
05:50-06:05,CDR,Daily Planning Conference (S-band)
06:05-08:25,CDR,Dragon – vestibule preparation for undock
06:00-06:10,FE-1,"Morning Inspection. RSS1, RSS2 reboot"
,,Morning Inspection.
06:00-06:10,FE-2,
,,Laptop RS2(1) reboot
06:10-06:40,"FE-1,FE-2",Post-sleep
06:40-07:30,FE-2,BREAKFAST
,,BREAKFAST.
06:40-07:30,FE-1,
,,Testing ПСС СМ (after breakfast)/ Manual Controls
,,Weekly housekeeping
,,SM ventilation system (Group E) maintenance
07:30-10:30,FE-1,Cleaning FGB [ЦВ2] fan
,,Inspect [СКВ]
,,Clean [БМП] fan grille
,,Weekly housekeeping
,,SM ventilation system (Group E) maintenance
07:30-10:30,FE-2,
,,Cleaning FGB [ЦВ2] fan
,,Inspect [СКВ]
08:25-10:55,CDR,Dragon/Node 2 – depress vestibule
10:30-10:45,FE-1,Private family conference (Ku+S-band)
10:55-11:40,CDR,Node 2 – undock from CBM
11:40-12:00,CDR,CCP panel – routing and cable check
12:00-12:15,FE-2,Private family conference (Ku+S-band)
,,Activate video equipment for monitoring additional SSC laptop in support
12:00-12:15,CDR,
,,of EVA.
12:15-13:15,"FE-1,FE-2",Midday meal
12:50-13:10,CDR,RWS - configuration
13:10-13:15,CDR,SSRMS – preparation for Dragon release
13:15-13:55,"CDR,FE-1",Monitoring Dragon release and separation by SSRMS
,,"SOZh Maintenance. СВО, СГО, АСУ counter, SM and FGB POTOK"
13:15-13:55,FE-2,
,,information d/l.
13:55-14:55,CDR,Midday meal
14:30-15:10,"FE-1,FE-2",Video for Roskosmos
14:55-15:05,CDR,CCP panel – cable routing
15:05-15:20,CDR,CUCU - deactivation
15:20-15:30,CDR,RWS switch off
15:30-15:35,CDR,VEG – plants daily check
15:35-15:50,CDR,VEG – plants watering
15:45-17:15,FE-1,БД-2 – 3 exercise
15:45-17:15,FE-2,ARED exercise
16:10-17:10,CDR,T2 exercise
17:10-18:40,CDR,ARED exercise
17:15-18:15,FE-2,БД-2 - 2 exercise
17:15-18:15,FE-1,ВЕЛО - 3 exercise
18:15-18:45,"FE-1,FE-2",Evening work prep
18:40-18:45,CDR,ISERV – window shutter opening
18:45-19:00,.,Daily planning conference (S-band)
19:00-21:00,CDR,Pre-sleep
19:05-20:00,"FE-1,FE-2",Pre-sleep
20:00-20:25,"FE-1,FE-2",Video for Roskosmos
20:25-21:30,"FE-1,FE-2",Pre-sleep
21:00-06:00,CDR,Sleep
21:30-06:00,"FE-1,FE-2",Sleep
,,ECON-М. Observation and imagery
,"FE-1,FE-2",Test practice of [СПО МИС] on-board the ISS RS
Task List,,
,,Preparation of reports for Roskosmos site
,FE-1,SEYNER. Water ocean area research
